"","sucrose_umol_m2.12.comps"
"Wave_1366",0.595870353793347
"Wave_1367",0.657712090297208
"Wave_1368",0.720049080907524
"Wave_1369",0.786842157413252
"Wave_1370",0.853635335998456
"Wave_1371",0.920428519454774
"Wave_1372",1.00381959447368
"Wave_1373",1.12593931625158
"Wave_1374",1.24805904443678
"Wave_1375",1.37017885871872
"Wave_1376",1.46187767127101
"Wave_1377",1.53329592116659
"Wave_1378",1.60471411320691
"Wave_1379",1.67613231919179
"Wave_1380",1.71931255886014
"Wave_1381",1.75935521890137
"Wave_1382",1.79939786084189
"Wave_1383",1.83885636905106
"Wave_1384",1.87597863252793
"Wave_1385",1.91310093976921
"Wave_1386",1.9502231056905
"Wave_1387",1.96514361508762
"Wave_1388",1.95786212585537
"Wave_1389",1.95058073768128
"Wave_1390",1.94329934564941
"Wave_1391",1.8269261233678
"Wave_1392",1.66278631093305
"Wave_1393",1.49864651740077
"Wave_1394",1.33450678978813
"Wave_1395",1.17095901689785
"Wave_1396",1.0074114569032
"Wave_1397",0.84386367323261
"Wave_1398",0.680722700391908
"Wave_1399",0.518530587227416
"Wave_1400",0.356338399288272
"Wave_1401",0.194146393578271
"Wave_1402",0.0350504065990272
"Wave_1403",-0.121981203542275
"Wave_1404",-0.279012775341129
"Wave_1405",-0.436044429913613
"Wave_1406",-0.580755956525248
"Wave_1407",-0.72409861531068
"Wave_1408",-0.867441362234871
"Wave_1409",-0.996552848289451
"Wave_1410",-1.06874015512411
"Wave_1411",-1.14092731147002
"Wave_1412",-1.21311456149276
"Wave_1413",-1.27656216194534
"Wave_1414",-1.33127025854672
"Wave_1415",-1.38597824366446
"Wave_1416",-1.44068629117074
"Wave_1417",-1.4459529634533
"Wave_1418",-1.4388593120054
"Wave_1419",-1.43176546846235
"Wave_1420",-1.42258863742141
"Wave_1421",-1.39466260952462
"Wave_1422",-1.36673657740786
"Wave_1423",-1.33881056224682
"Wave_1424",-1.32988903898911
"Wave_1425",-1.31664742890855
"Wave_1426",-1.30340587961469
"Wave_1427",-1.29016433393145
"Wave_1428",-1.25488479805777
"Wave_1429",-1.21016050501435
"Wave_1430",-1.16543617031837
"Wave_1431",-1.12071195017197
"Wave_1432",-1.10557877294774
"Wave_1433",-1.0809486400453
"Wave_1434",-1.05631849766823
"Wave_1435",-1.03046923684999
"Wave_1436",-0.986887684617132
"Wave_1437",-0.943306198413611
"Wave_1438",-0.899724775906546
"Wave_1439",-0.863241053927981
"Wave_1440",-0.831489268142936
"Wave_1441",-0.79973761262001
"Wave_1442",-0.76798590767753
"Wave_1443",-0.742758987109438
"Wave_1444",-0.714785884304668
"Wave_1445",-0.686812632340519
"Wave_1446",-0.655360430497023
"Wave_1447",-0.609991954501163
"Wave_1448",-0.564623416072707
"Wave_1449",-0.519254904281184
"Wave_1450",-0.497103984324655
"Wave_1451",-0.498170480734745
"Wave_1452",-0.499237033709825
"Wave_1453",-0.500303530879346
"Wave_1454",-0.480064410923289
"Wave_1455",-0.454498791393185
"Wave_1456",-0.428933251977098
"Wave_1457",-0.40469690740954
"Wave_1458",-0.392423171522903
"Wave_1459",-0.380149335852781
"Wave_1460",-0.367875399596085
"Wave_1461",-0.357063708982383
"Wave_1462",-0.348445081029818
"Wave_1463",-0.339826363038373
"Wave_1464",-0.331207710555695
"Wave_1465",-0.301749368584303
"Wave_1466",-0.263359645401461
"Wave_1467",-0.224970030787385
"Wave_1468",-0.186580242337627
"Wave_1469",-0.157438212001601
"Wave_1470",-0.128295955025387
"Wave_1471",-0.0991539272504589
"Wave_1472",-0.0695826354872919
"Wave_1473",-0.039010119945945
"Wave_1474",-0.00843773319797009
"Wave_1475",0.0221347318773323
"Wave_1476",0.0367563442555852
"Wave_1477",0.0484428805145581
"Wave_1478",0.0601293380962874
"Wave_1479",0.071815911158765
"Wave_1480",0.0942381107442619
"Wave_1481",0.12161253998385
"Wave_1482",0.148986883826682
"Wave_1483",0.176784292502818
"Wave_1484",0.205568268030001
"Wave_1485",0.234352160601156
"Wave_1486",0.263136150928035
"Wave_1487",0.282702182651524
"Wave_1488",0.29612314312076
"Wave_1489",0.309544021859168
"Wave_1490",0.322964802655616
"Wave_1491",0.340622982271847
"Wave_1492",0.358751780500445
"Wave_1493",0.376880736822335
"Wave_1494",0.390760604166319
"Wave_1495",0.387644540684981
"Wave_1496",0.384528614925622
"Wave_1497",0.381412520873165
"Wave_1498",0.396810674479549
"Wave_1499",0.424551553046866
"Wave_1500",0.452292409973291
"Wave_1501",0.480033276468014
"Wave_1502",0.464241236768072
"Wave_1503",0.443612164110485
"Wave_1504",0.422983210503142
"Wave_1505",0.405082822987257
"Wave_1506",0.398096827703813
"Wave_1507",0.391110774914098
"Wave_1508",0.38412482529759
"Wave_1509",0.398837883676053
"Wave_1510",0.427034437186389
"Wave_1511",0.455231038182506
"Wave_1512",0.483427537390584
"Wave_1513",0.476191179366962
"Wave_1514",0.465017816048199
"Wave_1515",0.453844404956875
"Wave_1516",0.437144600467429
"Wave_1517",0.398339242552337
"Wave_1518",0.359533871764914
"Wave_1519",0.320728615103572
"Wave_1520",0.325825784702021
"Wave_1521",0.373243334090538
"Wave_1522",0.420660913740329
"Wave_1523",0.468078492002576
"Wave_1524",0.498353273984178
"Wave_1525",0.521554568180995
"Wave_1526",0.54475594144915
"Wave_1527",0.558601527678563
"Wave_1528",0.535024241278589
"Wave_1529",0.511447072403736
"Wave_1530",0.48786987631222
"Wave_1531",0.490851430382842
"Wave_1532",0.511914329101144
"Wave_1533",0.532977231264663
"Wave_1534",0.554040154231568
"Wave_1535",0.582430354625817
"Wave_1536",0.611634774191337
"Wave_1537",0.640839207384624
"Wave_1538",0.664942777231598
"Wave_1539",0.668643071309094
"Wave_1540",0.672343398963337
"Wave_1541",0.676043675840427
"Wave_1542",0.699039604362105
"Wave_1543",0.73017600078402
"Wave_1544",0.761312337081559
"Wave_1545",0.792448816522779
"Wave_1546",0.781921397826326
"Wave_1547",0.76676480732328
"Wave_1548",0.75160825606042
"Wave_1549",0.748123590218159
"Wave_1550",0.771783605424131
"Wave_1551",0.795443776045856
"Wave_1552",0.819103978717041
"Wave_1553",0.835298737324541
"Wave_1554",0.846516757481217
"Wave_1555",0.857734585147113
"Wave_1556",0.868952508782749
"Wave_1557",0.876062542981962
"Wave_1558",0.886745010677148
"Wave_1559",0.897427418217758
"Wave_1560",0.908013859868119
"Wave_1561",0.918376226984199
"Wave_1562",0.928738641542347
"Wave_1563",0.939101072218852
"Wave_1564",0.963912383529895
"Wave_1565",0.993589150581735
"Wave_1566",1.02326582792757
"Wave_1567",1.05294252158142
"Wave_1568",1.03007957540688
"Wave_1569",1.0072168604742
"Wave_1570",0.984353866569586
"Wave_1571",0.972716227888273
"Wave_1572",0.968055129945754
"Wave_1573",0.963394184701607
"Wave_1574",0.958733131197588
"Wave_1575",0.977152618357288
"Wave_1576",0.99932062806695
"Wave_1577",1.02148869220038
"Wave_1578",1.04539694854001
"Wave_1579",1.07509562630469
"Wave_1580",1.10479436892148
"Wave_1581",1.13449306215913
"Wave_1582",1.13709410359001
"Wave_1583",1.10406199906842
"Wave_1584",1.07102996413367
"Wave_1585",1.03799793909071
"Wave_1586",1.04843927226975
"Wave_1587",1.07228058203816
"Wave_1588",1.09612186275795
"Wave_1589",1.11818024848158
"Wave_1590",1.12430121410366
"Wave_1591",1.13042234750453
"Wave_1592",1.13654332386567
"Wave_1593",1.11356392646571
"Wave_1594",1.07421711803654
"Wave_1595",1.03487001473179
"Wave_1596",0.99552313785398
"Wave_1597",0.970541467412584
"Wave_1598",0.943306237641346
"Wave_1599",0.916071020901251
"Wave_1600",0.893277914938147
"Wave_1601",0.871116674204937
"Wave_1602",0.848955388240155
"Wave_1603",0.826794180401949
"Wave_1604",0.868671437858796
"Wave_1605",0.938738365385513
"Wave_1606",1.00880527699014
"Wave_1607",1.0584004020603
"Wave_1608",0.959107860426366
"Wave_1609",0.863744106019804
"Wave_1610",0.768380429542627
"Wave_1611",0.715999216735137
"Wave_1612",0.704158405333795
"Wave_1613",0.692317717692723
"Wave_1614",0.680476980080774
"Wave_1615",0.654988202296489
"Wave_1616",0.62776260687262
"Wave_1617",0.600536929539
"Wave_1618",0.571810049033356
"Wave_1619",0.546433451505579
"Wave_1620",0.521057013205538
"Wave_1621",0.495680392555645
"Wave_1622",0.445840249200695
"Wave_1623",0.380632581925957
"Wave_1624",0.315425074178689
"Wave_1625",0.250217554142864
"Wave_1626",0.27026879932795
"Wave_1627",0.293973508257736
"Wave_1628",0.317678155563424
"Wave_1629",0.318270439817491
"Wave_1630",0.269761147865669
"Wave_1631",0.221251798781388
"Wave_1632",0.172742514342493
"Wave_1633",0.139397531338212
"Wave_1634",0.103634139816548
"Wave_1635",0.0678705551392461
"Wave_1636",0.0281603849172011
"Wave_1637",-0.00223166381563778
"Wave_1638",-0.0276414630168986
"Wave_1639",-0.0530514130827172
"Wave_1640",-0.0799476258490622
"Wave_1641",-0.112669082695359
"Wave_1642",-0.145390539390644
"Wave_1643",-0.178112056927024
"Wave_1644",-0.17985383835129
"Wave_1645",-0.186246500104424
"Wave_1646",-0.192639111990339
"Wave_1647",-0.194413043991017
"Wave_1648",-0.254200289391861
"Wave_1649",-0.313987629416082
"Wave_1650",-0.37377484724945
"Wave_1651",-0.409266459356508
"Wave_1652",-0.431764925006202
"Wave_1653",-0.454263239454649
"Wave_1654",-0.476944606629058
"Wave_1655",-0.476159250104621
"Wave_1656",-0.469095558696445
"Wave_1657",-0.46203181550613
"Wave_1658",-0.458628914199823
"Wave_1659",-0.493487511741848
"Wave_1660",-0.528346072986626
"Wave_1661",-0.563204670746158
"Wave_1662",-0.60135889063331
"Wave_1663",-0.632191194679004
"Wave_1664",-0.663023359446157
"Wave_1665",-0.67740082487575
"Wave_1666",-0.764861769840555
"Wave_1667",-0.852322853103787
"Wave_1668",-0.939783847975717
"Wave_1669",-0.962233620766209
"Wave_1670",-0.962580574314259
"Wave_1671",-0.962927359079406
"Wave_1672",-0.967839582294827
"Wave_1673",-1.00573827565752
"Wave_1674",-1.0416117396749
"Wave_1675",-1.07748507366678
"Wave_1676",-1.0986672179985
"Wave_1677",-1.13195841903556
"Wave_1678",-1.16524973164727
"Wave_1679",-1.19854085213665
"Wave_1680",-1.22712677103609
"Wave_1681",-1.25883670901729
"Wave_1682",-1.29054673570402
"Wave_1683",-1.31406744982263
"Wave_1684",-1.33148596174997
"Wave_1685",-1.34890425126202
"Wave_1686",-1.36632265262065
"Wave_1687",-1.35440297157917
"Wave_1688",-1.31763101322919
"Wave_1689",-1.28085898229178
"Wave_1690",-1.23703685582169
"Wave_1691",-1.12460423607889
"Wave_1692",-1.01088167367183
"Wave_1693",-0.897159134161223
"Wave_1694",-0.811197228622143
"Wave_1695",-0.759999433845127
"Wave_1696",-0.708801752052075
"Wave_1697",-0.657603938997743
"Wave_1698",-0.604238228250248
"Wave_1699",-0.565624997209054
"Wave_1700",-0.5270118631047
"Wave_1701",-0.521055628848929
"Wave_1702",-0.561823547658571
"Wave_1703",-0.602591448631967
"Wave_1704",-0.643359352493387
"Wave_1705",-0.668790714732428
"Wave_1706",-0.661543602806352
"Wave_1707",-0.654296483278198
"Wave_1708",-0.640817947526396
"Wave_1709",-0.654557386865123
"Wave_1710",-0.681332787264882
"Wave_1711",-0.708108199900303
"Wave_1712",-0.79019178651628
"Wave_1713",-0.898474138941848
"Wave_1714",-1.00675652735026
"Wave_1715",-1.11273411486742
"Wave_1716",-1.22182816350896
"Wave_1717",-1.3468274348627
"Wave_1718",-1.47182670820807
"Wave_1719",-1.54460605747329
"Wave_1720",-1.56377938597073
"Wave_1721",-1.58295267300203
"Wave_1722",-1.60212594780979
"Wave_1723",-1.65930489764838
"Wave_1724",-1.74167226503093
"Wave_1725",-1.82403952363883
"Wave_1726",-1.90482098755968
"Wave_1727",-1.91955276988217
"Wave_1728",-1.92720997438805
"Wave_1729",-1.93486715261346
"Wave_1730",-1.8605190832742
"Wave_1731",-1.82686773881962
"Wave_1732",-1.79321631064787
"Wave_1733",-1.74964690904934
"Wave_1734",-1.6542698324563
"Wave_1735",-1.54660742870632
"Wave_1736",-1.43894480746592
"Wave_1737",-1.32278886875642
"Wave_1738",-1.24115803030755
"Wave_1739",-1.15952714372383
"Wave_1740",-1.07316186936608
"Wave_1741",-0.977531164867333
"Wave_1742",-0.888348014584167
"Wave_1743",-0.79916468521498
"Wave_1744",-0.711052727347874
"Wave_1745",-0.601330680551012
"Wave_1746",-0.491608614207263
"Wave_1747",-0.382469929176516
"Wave_1748",-0.298667782663729
"Wave_1749",-0.244994901678962
"Wave_1750",-0.191322149234701
"Wave_1751",-0.185913339129574
"Wave_1752",-0.194874653262674
"Wave_1753",-0.195362380409074
"Wave_1754",-0.195850159458703
"Wave_1755",-0.130760931302178
"Wave_1756",-0.0748883076974202
"Wave_1757",-0.0190155957763102
"Wave_1758",0.015794419719648
"Wave_1759",0.0378399034121273
"Wave_1760",0.0679549972986254
"Wave_1761",0.0980702529519113
"Wave_1762",0.182181888308032
"Wave_1763",0.270681875485342
"Wave_1764",0.359181994021614
"Wave_1765",0.43983616110107
"Wave_1766",0.514873115167159
"Wave_1767",0.598369903283537
"Wave_1768",0.681866815694978
"Wave_1769",0.70714533640308
"Wave_1770",0.753754274599522
"Wave_1771",0.800363341914791
"Wave_1772",0.861860913681856
"Wave_1773",0.981217694209303
"Wave_1774",1.09803135672631
"Wave_1775",1.21484504393157
"Wave_1776",1.14357959605751
"Wave_1777",1.07158489012376
"Wave_1778",1.0084654251795
"Wave_1779",0.958784652200078
"Wave_1780",0.968078255160412
"Wave_1781",0.989550587677013
"Wave_1782",1.0110229181537
"Wave_1783",0.97873366621199
"Wave_1784",0.948947785631504
"Wave_1785",0.92874808656071
"Wave_1786",0.908619095231952
"Wave_1787",0.897785403327451
"Wave_1788",0.921584278413056
"Wave_1789",0.945383094864013
"Wave_1790",0.958565881192911
"Wave_1791",0.95471704478192
"Wave_1792",0.9466021391026
"Wave_1793",0.930572983706254
"Wave_1794",0.848946474145449
"Wave_1795",0.817996843585332
"Wave_1796",0.787047314882482
"Wave_1797",0.797617992474046
"Wave_1798",0.815328994747037
"Wave_1799",0.810119872660943
"Wave_1800",0.804910905913941
"Wave_1801",0.706785484429993
"Wave_1802",0.683209884789682
"Wave_1803",0.659634312022401
"Wave_1804",0.70348063272243
"Wave_1805",0.794042220324762
"Wave_1806",0.863897910820891
"Wave_1807",0.933753498279194
"Wave_1808",0.9272531256943
"Wave_1809",0.925311164446776
"Wave_1810",0.923875610096365
"Wave_1811",0.923268358572207
"Wave_1812",0.90994952682945
"Wave_1813",0.875699699193066
"Wave_1814",0.841449932498605
"Wave_1815",0.887584114054266
"Wave_1816",0.912887359782253
"Wave_1817",0.930750192458094
"Wave_1818",0.940676093291019
"Wave_1819",0.94086375121558
"Wave_1820",0.946108293286855
"Wave_1821",0.951352827050675
"Wave_1822",0.988819726249312
"Wave_1823",1.04103331975142
"Wave_1824",1.09603835846497
"Wave_1825",1.16237645833015
"Wave_1826",1.22961038793008
"Wave_1827",1.23242918065131
"Wave_1828",1.23524805708443
"Wave_1829",1.30224830461898
"Wave_1830",1.30255846546817
"Wave_1831",1.27123107843418
"Wave_1832",1.24394909121236
"Wave_1833",1.22603083232497
"Wave_1834",1.22129543253801
"Wave_1835",1.21655991127458
"Wave_1836",1.28516405301149
"Wave_1837",1.28683798657058
"Wave_1838",1.23845879630866
"Wave_1839",1.22252787675461
"Wave_1840",1.24849210406512
"Wave_1841",1.21346707100069
"Wave_1842",1.17844211265745
"Wave_1843",1.32830146729496
"Wave_1844",1.39754150836198
"Wave_1845",1.39934016503712
"Wave_1846",1.42199396363345
"Wave_1847",1.46485826010278
"Wave_1848",1.40807393141004
"Wave_1849",1.35128975303259
"Wave_1850",1.4874215681688
"Wave_1851",1.53950950776897
"Wave_1852",1.48611868990058
"Wave_1853",1.54512482238133
"Wave_1854",1.7727266007026
"Wave_1855",1.73681502027375
"Wave_1856",1.70090353368253
"Wave_1857",1.78756518111055
"Wave_1858",1.79981475212405
"Wave_1859",1.73765243511309
"Wave_1860",1.83130771552343
"Wave_1861",2.08078063390688
"Wave_1862",2.1011457170385
"Wave_1863",2.121510975194
"Wave_1864",2.37562332340713
"Wave_1865",2.48114990144223
"Wave_1866",2.36379731816322
"Wave_1867",2.34428945381003
"Wave_1868",2.42262602489061
"Wave_1869",2.30361257979886
"Wave_1870",2.1784613405098
"Wave_1871",2.19542005067824
"Wave_1872",2.14414201604393
"Wave_1873",1.9905091794916
"Wave_1874",1.86620624558383
"Wave_1875",1.76145633231568
"Wave_1876",1.6219540894244
"Wave_1877",1.47884037132749
"Wave_1878",1.33797556137701
"Wave_1879",1.23315609036087
"Wave_1880",1.1824045551153
"Wave_1881",1.0853198985956
"Wave_1882",0.957346581216506
"Wave_1883",1.02760703568236
"Wave_1884",1.0545127803799
"Wave_1885",0.819895478176008
"Wave_1886",0.702983055603774
"Wave_1887",0.762628052393371
"Wave_1888",0.606204402833462
"Wave_1889",0.35717991791134
"Wave_1890",0.439760194858196
"Wave_1891",0.495350424543259
"Wave_1892",0.295600705735851
"Wave_1893",0.251444901895179
"Wave_1894",0.440679995485595
"Wave_1895",0.317883415451086
"Wave_1896",0.117078913916021
"Wave_1897",0.242183795866179
"Wave_1898",0.160751599123207
"Wave_1899",-0.487095454083273
"Wave_1900",-1.00417959195876
"Wave_1901",-1.21397860983544
"Wave_1902",-0.423511267361344
"Wave_1903",0.131981288083304
"Wave_1904",0.0959188582768372
"Wave_1905",-0.00506430906120295
"Wave_1906",0.0761569446586649
"Wave_1907",0.0525990868860538
"Wave_1908",-0.0275209542718617
"Wave_1909",0.0584069408360895
"Wave_1910",0.0385103199941379
"Wave_1911",0.0512387733123502
"Wave_1912",0.143497088447634
"Wave_1913",0.159299975869796
"Wave_1914",0.249396011710421
"Wave_1915",0.327930376821525
"Wave_1916",0.380283115345469
"Wave_1917",0.471524798284583
"Wave_1918",0.464329047652663
"Wave_1919",0.475444405991179
"Wave_1920",0.550554571903035
"Wave_1921",0.611790351801142
"Wave_1922",0.685013353564376
"Wave_1923",0.729010110926563
"Wave_1924",0.755343948946375
"Wave_1925",0.795160835508285
"Wave_1926",0.794839811182182
"Wave_1927",0.79942099498161
"Wave_1928",0.801551681076612
"Wave_1929",0.770593432769401
"Wave_1930",0.755750581997479
"Wave_1931",0.764502168791214
"Wave_1932",0.776459050018054
"Wave_1933",0.813740601263325
"Wave_1934",0.82135624858148
"Wave_1935",0.82621930452251
"Wave_1936",0.807973771851589
"Wave_1937",0.771580920638796
"Wave_1938",0.759188308058783
"Wave_1939",0.749355676399315
"Wave_1940",0.734162960138379
"Wave_1941",0.737943869283629
"Wave_1942",0.719526394840557
"Wave_1943",0.70327427640221
"Wave_1944",0.689509961931492
"Wave_1945",0.666485231066682
"Wave_1946",0.645736076102809
"Wave_1947",0.627810994118824
"Wave_1948",0.610023018382931
"Wave_1949",0.612312302428065
"Wave_1950",0.599731369656156
"Wave_1951",0.591675417324115
"Wave_1952",0.584033602796521
"Wave_1953",0.558705945918439
"Wave_1954",0.532552024375118
"Wave_1955",0.497847672306198
"Wave_1956",0.462254488816575
"Wave_1957",0.439693031443643
"Wave_1958",0.412188456832208
"Wave_1959",0.397463905151705
"Wave_1960",0.379919857337578
"Wave_1961",0.34061608092672
"Wave_1962",0.282184544746283
"Wave_1963",0.243821302684271
"Wave_1964",0.205458060431399
"Wave_1965",0.204986377130468
"Wave_1966",0.184371544272491
"Wave_1967",0.15612159556387
"Wave_1968",0.10687946737236
"Wave_1969",0.0535489601149102
"Wave_1970",0.0223618856580422
"Wave_1971",-0.0187446856479457
"Wave_1972",-0.0601468923838021
"Wave_1973",-0.0986987570969868
"Wave_1974",-0.12898401458065
"Wave_1975",-0.160010896887998
"Wave_1976",-0.20557881554816
"Wave_1977",-0.254596560185655
"Wave_1978",-0.294876304537123
"Wave_1979",-0.361613940539171
"Wave_1980",-0.419645944807124
"Wave_1981",-0.433170207667794
"Wave_1982",-0.440237651707338
"Wave_1983",-0.447957562163297
"Wave_1984",-0.476163516174435
"Wave_1985",-0.50436948939698
"Wave_1986",-0.550294638997831
"Wave_1987",-0.605151420974844
"Wave_1988",-0.648390590157127
"Wave_1989",-0.69495146838872
"Wave_1990",-0.754553537261859
"Wave_1991",-0.813663242930278
"Wave_1992",-0.848387722590705
"Wave_1993",-0.881618346881962
"Wave_1994",-0.89775266933039
"Wave_1995",-0.910235258977382
"Wave_1996",-0.922606985437293
"Wave_1997",-0.943954878227391
"Wave_1998",-0.96631244216813
"Wave_1999",-0.971059119574775
"Wave_2000",-0.987179615047597
"Wave_2001",-1.01400778267266
"Wave_2002",-1.05424721143026
"Wave_2003",-1.08952666451173
"Wave_2004",-1.11565529169357
"Wave_2005",-1.16176394720799
"Wave_2006",-1.20675878637954
"Wave_2007",-1.22865308217893
"Wave_2008",-1.23747117465316
"Wave_2009",-1.23886193992625
"Wave_2010",-1.25984478180339
"Wave_2011",-1.28382978719967
"Wave_2012",-1.33581239809262
"Wave_2013",-1.38137894193033
"Wave_2014",-1.42532679844806
"Wave_2015",-1.41216245874475
"Wave_2016",-1.38566432332407
"Wave_2017",-1.36033384233697
"Wave_2018",-1.39174317174114
"Wave_2019",-1.42393578979496
"Wave_2020",-1.44445080090673
"Wave_2021",-1.45248102963792
"Wave_2022",-1.47278208492837
"Wave_2023",-1.48973193621537
"Wave_2024",-1.50668175488847
"Wave_2025",-1.4726287858019
"Wave_2026",-1.44282290222815
"Wave_2027",-1.42593994224711
"Wave_2028",-1.43613629159691
"Wave_2029",-1.44556409830705
"Wave_2030",-1.46158645117705
"Wave_2031",-1.46871728296762
"Wave_2032",-1.47099796286263
"Wave_2033",-1.47487406586852
"Wave_2034",-1.4877484658207
"Wave_2035",-1.49688269319874
"Wave_2036",-1.45854803130289
"Wave_2037",-1.42021335630543
"Wave_2038",-1.38926818797666
"Wave_2039",-1.36121153899795
"Wave_2040",-1.36390692210215
"Wave_2041",-1.39740059467084
"Wave_2042",-1.43089423603741
"Wave_2043",-1.39242877910998
"Wave_2044",-1.34768241094918
"Wave_2045",-1.31300885682512
"Wave_2046",-1.28072270921491
"Wave_2047",-1.24609032478481
"Wave_2048",-1.26360153747821
"Wave_2049",-1.29450900241531
"Wave_2050",-1.31747363654639
"Wave_2051",-1.31994263636848
"Wave_2052",-1.32724402925793
"Wave_2053",-1.31455625094538
"Wave_2054",-1.26216159465472
"Wave_2055",-1.21593420982367
"Wave_2056",-1.20539355892566
"Wave_2057",-1.18164041483598
"Wave_2058",-1.1327925951764
"Wave_2059",-1.09138231607216
"Wave_2060",-1.04997208844654
"Wave_2061",-1.03110523904186
"Wave_2062",-1.03242409892805
"Wave_2063",-1.03097192078714
"Wave_2064",-0.954671057565451
"Wave_2065",-0.878370124250408
"Wave_2066",-0.83771870282407
"Wave_2067",-0.789524023157412
"Wave_2068",-0.71800623951207
"Wave_2069",-0.66398714184618
"Wave_2070",-0.617959063165302
"Wave_2071",-0.595432098384905
"Wave_2072",-0.552354359225863
"Wave_2073",-0.502061711032523
"Wave_2074",-0.407277085424291
"Wave_2075",-0.308584379726653
"Wave_2076",-0.228343828228947
"Wave_2077",-0.201059810749801
"Wave_2078",-0.175711406164924
"Wave_2079",-0.111793573183534
"Wave_2080",-0.0338784619049914
"Wave_2081",-0.00258335944661844
"Wave_2082",0.000970474372744251
"Wave_2083",0.019436012403412
"Wave_2084",0.134582740020449
"Wave_2085",0.233647724933729
"Wave_2086",0.273284808415253
"Wave_2087",0.311175631414277
"Wave_2088",0.349066338475432
"Wave_2089",0.481088334056403
"Wave_2090",0.558915522862007
"Wave_2091",0.575935702502647
"Wave_2092",0.571254843739904
"Wave_2093",0.566574047168484
"Wave_2094",0.604403635611794
"Wave_2095",0.661615347842297
"Wave_2096",0.696654616596091
"Wave_2097",0.653394347487095
"Wave_2098",0.610134053640438
"Wave_2099",0.675762990809037
"Wave_2100",0.754425372617179
"Wave_2101",0.816915446904798
"Wave_2102",0.800058156569499
"Wave_2103",0.783200836175794
"Wave_2104",0.791609000950906
"Wave_2105",0.821346403905233
"Wave_2106",0.796620495438213
"Wave_2107",0.761163455232158
"Wave_2108",0.725706397019157
"Wave_2109",0.822525495582721
"Wave_2110",0.844358125908357
"Wave_2111",0.81829729010232
"Wave_2112",0.801277136105957
"Wave_2113",0.784256941147471
"Wave_2114",0.787281617437069
"Wave_2115",0.817923733866481
"Wave_2116",0.900888180410882
"Wave_2117",0.912558923478285
"Wave_2118",0.924229622437123
"Wave_2119",0.845424758388283
"Wave_2120",0.808380347009482
"Wave_2121",0.767638074017551
"Wave_2122",0.725641365256739
"Wave_2123",0.68364464463714
"Wave_2124",0.659888698241123
"Wave_2125",0.607388831871741
"Wave_2126",0.530174634741856
"Wave_2127",0.464594241900937
"Wave_2128",0.399013740475355
"Wave_2129",0.302088100812264
"Wave_2130",0.21149585154845
"Wave_2131",0.162538804377012
"Wave_2132",0.126083496333755
"Wave_2133",0.0896282043448585
"Wave_2134",0.00687295430717086
"Wave_2135",-0.0536712642359916
"Wave_2136",-0.113370315631481
"Wave_2137",-0.19733610786525
"Wave_2138",-0.281301829975377
"Wave_2139",-0.34180723138754
"Wave_2140",-0.389733077008127
"Wave_2141",-0.462430397344712
"Wave_2142",-0.516016844164951
"Wave_2143",-0.569603293385465
"Wave_2144",-0.622753438336495
"Wave_2145",-0.730332055942831
"Wave_2146",-0.820814480342196
"Wave_2147",-0.879037408492443
"Wave_2148",-0.937260391309079
"Wave_2149",-1.05807263295484
"Wave_2150",-1.14270118035298
"Wave_2151",-1.21993358780652
"Wave_2152",-1.30716909854143
"Wave_2153",-1.38818303534276
"Wave_2154",-1.48505973351498
"Wave_2155",-1.5999008275857
"Wave_2156",-1.68469575114986
"Wave_2157",-1.75612654502779
"Wave_2158",-1.8426911020199
"Wave_2159",-1.92560285938175
"Wave_2160",-1.99297489680549
"Wave_2161",-2.08239889275089
"Wave_2162",-2.18179861865836
"Wave_2163",-2.24798645271819
"Wave_2164",-2.35043410245642
"Wave_2165",-2.45288172650928
"Wave_2166",-2.54109125511085
"Wave_2167",-2.55094235743371
"Wave_2168",-2.56094884242242
"Wave_2169",-2.6027479847017
"Wave_2170",-2.64454710993822
"Wave_2171",-2.70005248984105
"Wave_2172",-2.75222199374357
"Wave_2173",-2.75847496477628
"Wave_2174",-2.7753849366558
"Wave_2175",-2.79229481951394
"Wave_2176",-2.90422086118948
"Wave_2177",-2.99267357780846
"Wave_2178",-3.06393603514028
"Wave_2179",-3.11881724928092
"Wave_2180",-3.17369843069895
"Wave_2181",-3.17143686694036
"Wave_2182",-3.17995061354421
"Wave_2183",-3.21149531787025
"Wave_2184",-3.18381425687121
"Wave_2185",-3.14051944606858
"Wave_2186",-3.19627029815652
"Wave_2187",-3.25202129120079
"Wave_2188",-3.28914501145763
"Wave_2189",-3.29455772234746
"Wave_2190",-3.28876092243381
"Wave_2191",-3.29883030276448
"Wave_2192",-3.30889974589952
"Wave_2193",-3.30589945605783
"Wave_2194",-3.29990307517672
"Wave_2195",-3.2902571620488
"Wave_2196",-3.26788727454987
"Wave_2197",-3.24551743734201
"Wave_2198",-3.28016627023896
"Wave_2199",-3.2957304732008
"Wave_2200",-3.25530447666468
"Wave_2201",-3.22074882765645
"Wave_2202",-3.19323698946858
"Wave_2203",-3.17521847144277
"Wave_2204",-3.15720010824735
"Wave_2205",-3.16785362600016
"Wave_2206",-3.20218191209311
"Wave_2207",-3.23628302256328
"Wave_2208",-3.21260000906547
"Wave_2209",-3.1889169786873
"Wave_2210",-3.18756961257972
"Wave_2211",-3.18674251643009
"Wave_2212",-3.14525052141571
