"","LMA_g_m2.12.comps"
"Wave_1377",20.1496331028083
"Wave_1378",19.1483329439389
"Wave_1379",18.1470330673385
"Wave_1380",16.8429106052127
"Wave_1381",15.5051409606353
"Wave_1382",14.1673711474792
"Wave_1383",12.8804094766199
"Wave_1384",11.7966824502067
"Wave_1385",10.7129535042909
"Wave_1386",9.62922540550625
"Wave_1387",8.33094862872176
"Wave_1388",6.81812296359338
"Wave_1389",5.30529686631994
"Wave_1390",3.79247093277968
"Wave_1391",3.044320353024
"Wave_1392",2.46818597610266
"Wave_1393",1.8920511707211
"Wave_1394",1.315917402583
"Wave_1395",0.289232686705207
"Wave_1396",-0.737450957917453
"Wave_1397",-1.76413529619535
"Wave_1398",-2.69382971929195
"Wave_1399",-3.39721547555465
"Wave_1400",-4.10060105576994
"Wave_1401",-4.8039865805975
"Wave_1402",-5.47351258650917
"Wave_1403",-6.12046461278598
"Wave_1404",-6.76741786740715
"Wave_1405",-7.41437008524907
"Wave_1406",-7.71869508251558
"Wave_1407",-7.98494976399711
"Wave_1408",-8.25120509288344
"Wave_1409",-8.47688276007951
"Wave_1410",-8.54025135134474
"Wave_1411",-8.60362006819724
"Wave_1412",-8.6669891099556
"Wave_1413",-8.74049196445845
"Wave_1414",-8.82413021471774
"Wave_1415",-8.90776890623501
"Wave_1416",-8.99140648104128
"Wave_1417",-9.04524867753722
"Wave_1418",-9.09164169587842
"Wave_1419",-9.13803454872235
"Wave_1420",-9.17380297014157
"Wave_1421",-9.11394481012569
"Wave_1422",-9.05408820468367
"Wave_1423",-8.99423085932129
"Wave_1424",-8.81267600447802
"Wave_1425",-8.60611932287016
"Wave_1426",-8.39956339780357
"Wave_1427",-8.19300716231363
"Wave_1428",-7.99600074386291
"Wave_1429",-7.8030874297802
"Wave_1430",-7.61017417393128
"Wave_1431",-7.41726117267513
"Wave_1432",-7.09997111768342
"Wave_1433",-6.82395214652694
"Wave_1434",-6.5479337966837
"Wave_1435",-6.24965483031925
"Wave_1436",-6.00054536198743
"Wave_1437",-5.75143713153346
"Wave_1438",-5.50232858191958
"Wave_1439",-5.21185604252661
"Wave_1440",-4.89380740492702
"Wave_1441",-4.57575875114827
"Wave_1442",-4.25771023929096
"Wave_1443",-3.83210453002183
"Wave_1444",-3.41880362769098
"Wave_1445",-3.00550208913657
"Wave_1446",-2.61841618813232
"Wave_1447",-2.33619133702355
"Wave_1448",-2.05396696184305
"Wave_1449",-1.77174247579693
"Wave_1450",-1.44345175429218
"Wave_1451",-1.06909529536232
"Wave_1452",-0.694738831254004
"Wave_1453",-0.320382373095018
"Wave_1454",0.141644678686589
"Wave_1455",0.625588719332905
"Wave_1456",1.10953330532149
"Wave_1457",1.58604241353382
"Wave_1458",1.99563849606851
"Wave_1459",2.40523418589644
"Wave_1460",2.81483054893869
"Wave_1461",3.25810576456917
"Wave_1462",3.75190126201305
"Wave_1463",4.24569660834974
"Wave_1464",4.73949193338368
"Wave_1465",5.2208620441434
"Wave_1466",5.69690771774586
"Wave_1467",6.17295236450834
"Wave_1468",6.64899730083922
"Wave_1469",7.20614131303891
"Wave_1470",7.76328537038118
"Wave_1471",8.32042948787196
"Wave_1472",8.86804623011111
"Wave_1473",9.39343193326844
"Wave_1474",9.91881674959845
"Wave_1475",10.4442022327295
"Wave_1476",10.9611626123472
"Wave_1477",11.4479627078135
"Wave_1478",11.9347642570089
"Wave_1479",12.4215648439786
"Wave_1480",12.7782721924973
"Wave_1481",13.0960111353124
"Wave_1482",13.4137512472616
"Wave_1483",13.7870919093893
"Wave_1484",14.2901672336981
"Wave_1485",14.7932415945277
"Wave_1486",15.2963173898951
"Wave_1487",15.6865469797767
"Wave_1488",16.0015465533528
"Wave_1489",16.3165462020895
"Wave_1490",16.631544461085
"Wave_1491",16.9960557293727
"Wave_1492",17.366068088397
"Wave_1493",17.7360803065615
"Wave_1494",18.1225281144755
"Wave_1495",18.5747173082181
"Wave_1496",19.0269067376149
"Wave_1497",19.4790963985366
"Wave_1498",19.8530961150399
"Wave_1499",20.1749681781726
"Wave_1500",20.4968414373831
"Wave_1501",20.818714267647
"Wave_1502",20.984306980594
"Wave_1503",21.1325360102726
"Wave_1504",21.2807659404474
"Wave_1505",21.4706151262176
"Wave_1506",21.8269469643673
"Wave_1507",22.1832785979322
"Wave_1508",22.5396095439449
"Wave_1509",22.6477137687381
"Wave_1510",22.5585977047262
"Wave_1511",22.4694827007669
"Wave_1512",22.3803670414129
"Wave_1513",22.2719844405166
"Wave_1514",22.1614611822174
"Wave_1515",22.0509380307307
"Wave_1516",21.8827388579938
"Wave_1517",21.4838368833368
"Wave_1518",21.0849347458562
"Wave_1519",20.6860324811691
"Wave_1520",20.7961066610067
"Wave_1521",21.1904213079339
"Wave_1522",21.5847359359363
"Wave_1523",21.979050779734
"Wave_1524",21.6274594906451
"Wave_1525",21.1996796929382
"Wave_1526",20.7719002909597
"Wave_1527",20.3576498332409
"Wave_1528",19.9975155095252
"Wave_1529",19.6373802509569
"Wave_1530",19.2772463908138
"Wave_1531",18.8875220279751
"Wave_1532",18.4780580824426
"Wave_1533",18.0685935757134
"Wave_1534",17.6591299801405
"Wave_1535",17.2653131633582
"Wave_1536",16.8732356892709
"Wave_1537",16.4811578201891
"Wave_1538",16.0935830871202
"Wave_1539",15.724016892566
"Wave_1540",15.3544510514801
"Wave_1541",14.9848857616014
"Wave_1542",14.5285643942464
"Wave_1543",14.0285475025149
"Wave_1544",13.5285305717577
"Wave_1545",13.0285142552882
"Wave_1546",12.4494544287365
"Wave_1547",11.8616129485019
"Wave_1548",11.2737716736004
"Wave_1549",10.6323440221623
"Wave_1550",9.87007456094499
"Wave_1551",9.10780507165913
"Wave_1552",8.34553654669354
"Wave_1553",7.88675834189183
"Wave_1554",7.63030778515626
"Wave_1555",7.37385752470512
"Wave_1556",7.11740708691736
"Wave_1557",6.63852372697057
"Wave_1558",6.1465660806667
"Wave_1559",5.65460889030631
"Wave_1560",5.19860948051916
"Wave_1561",4.82651280176449
"Wave_1562",4.45441508382605
"Wave_1563",4.08231858726381
"Wave_1564",3.53694322274369
"Wave_1565",2.91461722169341
"Wave_1566",2.29229250114195
"Wave_1567",1.66996697831428
"Wave_1568",1.31155085059868
"Wave_1569",0.953135267660616
"Wave_1570",0.594719010647607
"Wave_1571",0.205260430805402
"Wave_1572",-0.15576687442703
"Wave_1573",-0.51679345654614
"Wave_1574",-0.877819215689502
"Wave_1575",-1.17832281365354
"Wave_1576",-1.44682760590568
"Wave_1577",-1.71533127014648
"Wave_1578",-1.97697059875401
"Wave_1579",-2.25183869520665
"Wave_1580",-2.52670663424432
"Wave_1581",-2.80157520752803
"Wave_1582",-3.07928500266153
"Wave_1583",-3.28600447802358
"Wave_1584",-3.49272416788861
"Wave_1585",-3.69944255421798
"Wave_1586",-4.00160734317927
"Wave_1587",-4.3184864160044
"Wave_1588",-4.63536451796337
"Wave_1589",-4.95201253098189
"Wave_1590",-5.19175178614914
"Wave_1591",-5.43149171918254
"Wave_1592",-5.67123110968197
"Wave_1593",-5.98209323146267
"Wave_1594",-6.3582097402812
"Wave_1595",-6.73432549538257
"Wave_1596",-7.11044217436818
"Wave_1597",-7.34911615765485
"Wave_1598",-7.54887394350529
"Wave_1599",-7.74863177514204
"Wave_1600",-7.96960997394378
"Wave_1601",-8.13653890340675
"Wave_1602",-8.30346775884721
"Wave_1603",-8.47039691037062
"Wave_1604",-8.54971198701186
"Wave_1605",-8.58974439707435
"Wave_1606",-8.62977584117072
"Wave_1607",-8.66862994510266
"Wave_1608",-8.91742567213657
"Wave_1609",-9.19072721745562
"Wave_1610",-9.4640299343748
"Wave_1611",-9.60118889688014
"Wave_1612",-9.38628954573495
"Wave_1613",-9.17138942031186
"Wave_1614",-8.95648992861025
"Wave_1615",-8.85495978925876
"Wave_1616",-8.77418331290957
"Wave_1617",-8.69340695208349
"Wave_1618",-8.64223112052748
"Wave_1619",-8.75194487650305
"Wave_1620",-8.86165861897469
"Wave_1621",-8.9713728801726
"Wave_1622",-9.09776074074976
"Wave_1623",-9.30699346032258
"Wave_1624",-9.51622656708448
"Wave_1625",-9.72545902497063
"Wave_1626",-9.93218343991654
"Wave_1627",-10.0692893961354
"Wave_1628",-10.2063946129221
"Wave_1629",-10.3579868013895
"Wave_1630",-10.5950801035397
"Wave_1631",-10.8321729506766
"Wave_1632",-11.0692662291939
"Wave_1633",-11.3159811262579
"Wave_1634",-11.493298610223
"Wave_1635",-11.6706160695244
"Wave_1636",-11.8316134953302
"Wave_1637",-12.1663491198724
"Wave_1638",-12.5367089743132
"Wave_1639",-12.9070692251481
"Wave_1640",-13.2830414070078
"Wave_1641",-13.5567480838167
"Wave_1642",-13.8304549276314
"Wave_1643",-14.104161773134
"Wave_1644",-14.3964344953093
"Wave_1645",-14.6632199719807
"Wave_1646",-14.9300046567661
"Wave_1647",-15.3054553817508
"Wave_1648",-15.5194388827434
"Wave_1649",-15.7334228013785
"Wave_1650",-15.9474058807869
"Wave_1651",-16.2240310169099
"Wave_1652",-16.5123383498815
"Wave_1653",-16.8006439166697
"Wave_1654",-17.0789301876458
"Wave_1655",-17.3251562972565
"Wave_1656",-17.5859169156617
"Wave_1657",-17.8466777410283
"Wave_1658",-18.0805263426436
"Wave_1659",-18.207982487568
"Wave_1660",-18.3354379487165
"Wave_1661",-18.462893864081
"Wave_1662",-18.518439316729
"Wave_1663",-18.6227630427054
"Wave_1664",-18.7270863743491
"Wave_1665",-19.0465095099879
"Wave_1666",-19.0140929850753
"Wave_1667",-18.9816767103538
"Wave_1668",-18.9492601626431
"Wave_1669",-19.0421914209732
"Wave_1670",-19.1651452257133
"Wave_1671",-19.288098172897
"Wave_1672",-19.4092505212211
"Wave_1673",-19.562171649833
"Wave_1674",-19.72708760071
"Wave_1675",-19.8920035164726
"Wave_1676",-20.102164246169
"Wave_1677",-20.2097586945669
"Wave_1678",-20.3173534962711
"Wave_1679",-20.4249488268223
"Wave_1680",-20.7638868552496
"Wave_1681",-21.0843957917265
"Wave_1682",-21.4049042267393
"Wave_1683",-21.8988604165052
"Wave_1684",-22.6895512619413
"Wave_1685",-23.4802408456941
"Wave_1686",-24.2709323413743
"Wave_1687",-24.9369516526652
"Wave_1688",-25.5809179789294
"Wave_1689",-26.2248844690351
"Wave_1690",-26.8903347652427
"Wave_1691",-27.6581779242224
"Wave_1692",-28.4032800980462
"Wave_1693",-29.1483830575349
"Wave_1694",-29.588903842498
"Wave_1695",-29.7099922436776
"Wave_1696",-29.8310811016218
"Wave_1697",-29.9521698457013
"Wave_1698",-30.5229560311811
"Wave_1699",-30.9749635080604
"Wave_1700",-31.4269701756674
"Wave_1701",-31.8431628835897
"Wave_1702",-32.0243701493614
"Wave_1703",-32.2055771276665
"Wave_1704",-32.3867837068751
"Wave_1705",-32.761433783941
"Wave_1706",-33.305914449653
"Wave_1707",-33.8503947480053
"Wave_1708",-34.4472228005377
"Wave_1709",-34.9833445612295
"Wave_1710",-35.4519402969415
"Wave_1711",-35.9205369201917
"Wave_1712",-36.0090472073697
"Wave_1713",-35.8441271254497
"Wave_1714",-35.679206607862
"Wave_1715",-35.5142166825974
"Wave_1716",-35.1929858801631
"Wave_1717",-34.7680068454589
"Wave_1718",-34.3430280940293
"Wave_1719",-33.9882776068293
"Wave_1720",-33.5600292392168
"Wave_1721",-33.1317805121816
"Wave_1722",-32.7035318633432
"Wave_1723",-32.3917858255545
"Wave_1724",-31.990092662928
"Wave_1725",-31.5883991958824
"Wave_1726",-31.1101030428068
"Wave_1727",-30.6051027145939
"Wave_1728",-30.1099014784802
"Wave_1729",-29.6147007948047
"Wave_1730",-29.3965936426048
"Wave_1731",-28.8609423737244
"Wave_1732",-28.3252898000624
"Wave_1733",-27.780403580487
"Wave_1734",-27.2877645164948
"Wave_1735",-26.8267516289539
"Wave_1736",-26.3657387762036
"Wave_1737",-26.1391917595995
"Wave_1738",-25.7619629651531
"Wave_1739",-25.3847339673553
"Wave_1740",-24.9977485579559
"Wave_1741",-24.4541449068452
"Wave_1742",-23.8321438142939
"Wave_1743",-23.2101439727771
"Wave_1744",-22.805693584356
"Wave_1745",-22.5742142116261
"Wave_1746",-22.3427355852988
"Wave_1747",-22.0803572295948
"Wave_1748",-21.5124539225057
"Wave_1749",-20.9033992007397
"Wave_1750",-20.2943446716537
"Wave_1751",-19.496142790233
"Wave_1752",-18.5821455485678
"Wave_1753",-17.6864860389557
"Wave_1754",-16.7908272341298
"Wave_1755",-16.5348681981062
"Wave_1756",-16.2566574970294
"Wave_1757",-15.9784466525624
"Wave_1758",-15.4802103960809
"Wave_1759",-14.7602540887924
"Wave_1760",-14.0867202491253
"Wave_1761",-13.4131853415319
"Wave_1762",-12.7917345865925
"Wave_1763",-12.1162688023145
"Wave_1764",-11.4408011744961
"Wave_1765",-10.6463975695981
"Wave_1766",-9.81775919033878
"Wave_1767",-9.1513111514108
"Wave_1768",-8.48486284754375
"Wave_1769",-7.41264191469098
"Wave_1770",-6.72978565760295
"Wave_1771",-6.04692898453107
"Wave_1772",-5.44236898803632
"Wave_1773",-5.23408560497652
"Wave_1774",-5.1504467360074
"Wave_1775",-5.0668083042904
"Wave_1776",-4.38988695462349
"Wave_1777",-4.06021895939394
"Wave_1778",-3.79738568082177
"Wave_1779",-3.53000778289842
"Wave_1780",-3.33207567708201
"Wave_1781",-3.33860291707973
"Wave_1782",-3.34513013825483
"Wave_1783",-3.05711597763263
"Wave_1784",-2.6679239867722
"Wave_1785",-2.30252831670067
"Wave_1786",-1.8970873881918
"Wave_1787",-1.18319762225871
"Wave_1788",-0.677132635790743
"Wave_1789",-0.171068228039816
"Wave_1790",0.176464523807652
"Wave_1791",0.295174582806581
"Wave_1792",0.361112237963225
"Wave_1793",0.477646531647377
"Wave_1794",1.02232847814311
"Wave_1795",1.32202388292397
"Wave_1796",1.62171947491959
"Wave_1797",1.74349352812266
"Wave_1798",1.79310795917267
"Wave_1799",1.91322770624502
"Wave_1800",2.03334873127724
"Wave_1801",2.42437406505027
"Wave_1802",2.50981240119047
"Wave_1803",2.59525140137242
"Wave_1804",2.55675853506009
"Wave_1805",2.475062317201
"Wave_1806",2.4740936468704
"Wave_1807",2.47312526190277
"Wave_1808",2.80353272079724
"Wave_1809",3.0969267553314
"Wave_1810",3.38620759021907
"Wave_1811",3.57953187670839
"Wave_1812",3.71363199915244
"Wave_1813",3.97479971104012
"Wave_1814",4.23596676641039
"Wave_1815",4.19515443619988
"Wave_1816",4.31067936968047
"Wave_1817",4.47367745161219
"Wave_1818",4.51526940561058
"Wave_1819",4.42880909098032
"Wave_1820",4.4684828020552
"Wave_1821",4.50815765497726
"Wave_1822",4.62513972243994
"Wave_1823",4.80153668141663
"Wave_1824",4.99064145055269
"Wave_1825",5.11712792206022
"Wave_1826",5.22912560755332
"Wave_1827",5.65887467404754
"Wave_1828",6.08862526996016
"Wave_1829",5.69502871023695
"Wave_1830",5.82656589219485
"Wave_1831",6.22236664492951
"Wave_1832",6.36580380762259
"Wave_1833",6.17013062482337
"Wave_1834",6.13218967576723
"Wave_1835",6.09424872111063
"Wave_1836",5.66092023818268
"Wave_1837",5.71001470544912
"Wave_1838",6.11001435937674
"Wave_1839",6.21293515277789
"Wave_1840",5.95695975380015
"Wave_1841",6.48145122389644
"Wave_1842",7.00594370185575
"Wave_1843",6.49945603263711
"Wave_1844",6.51321187357865
"Wave_1845",6.95016563298331
"Wave_1846",7.01919036736101
"Wave_1847",6.63657096018174
"Wave_1848",7.15619401356595
"Wave_1849",7.6758176600314
"Wave_1850",6.77419700934073
"Wave_1851",6.45757423978222
"Wave_1852",6.88386642239854
"Wave_1853",6.45571470148711
"Wave_1854",4.74589746297708
"Wave_1855",4.6077784282736
"Wave_1856",4.46966044891247
"Wave_1857",3.60384157189318
"Wave_1858",3.28063365438078
"Wave_1859",3.50003602128916
"Wave_1860",2.98353983576895
"Wave_1861",1.73114641451977
"Wave_1862",1.58351556171607
"Wave_1863",1.4358848685661
"Wave_1864",-0.921297154543009
"Wave_1865",-2.56288674695205
"Wave_1866",-3.13108259982467
"Wave_1867",-4.6201954838303
"Wave_1868",-7.03022507303046
"Wave_1869",-8.91200208583065
"Wave_1870",-10.7172500841161
"Wave_1871",-12.3619871033215
"Wave_1872",-14.0571430256416
"Wave_1873",-15.8279274733685
"Wave_1874",-16.8232394920595
"Wave_1875",-17.3015697844846
"Wave_1876",-18.7344288587188
"Wave_1877",-20.0443143902591
"Wave_1878",-19.292906174725
"Wave_1879",-19.2691687404206
"Wave_1880",-20.3369375619282
"Wave_1881",-20.560525441214
"Wave_1882",-20.2213270135307
"Wave_1883",-21.5301189709251
"Wave_1884",-22.3982260294853
"Wave_1885",-20.7711535579743
"Wave_1886",-19.9382276675614
"Wave_1887",-20.2965218180802
"Wave_1888",-18.8493273347865
"Wave_1889",-16.6283518864864
"Wave_1890",-16.2068307747042
"Wave_1891",-15.5573066212893
"Wave_1892",-13.196013733928
"Wave_1893",-11.5240875366013
"Wave_1894",-10.8862113626269
"Wave_1895",-9.1971264057774
"Wave_1896",-7.24523917948201
"Wave_1897",-6.53250969141982
"Wave_1898",-7.02293599969838
"Wave_1899",-9.99946291103183
"Wave_1900",-10.3433838733647
"Wave_1901",-6.77412255644867
"Wave_1902",-3.52640197100297
"Wave_1903",-1.41782964983968
"Wave_1904",-1.15280893429496
"Wave_1905",0.333903413739716
"Wave_1906",0.843878125009183
"Wave_1907",1.69885953987688
"Wave_1908",2.8028821423061
"Wave_1909",3.19515278634287
"Wave_1910",3.65638052819645
"Wave_1911",4.0328774159188
"Wave_1912",4.28223248196058
"Wave_1913",4.84926069810837
"Wave_1914",5.11928236954488
"Wave_1915",5.3095694373467
"Wave_1916",5.55054342121422
"Wave_1917",5.57417903885785
"Wave_1918",6.11188711012855
"Wave_1919",6.6269646358052
"Wave_1920",7.05739355470274
"Wave_1921",7.49663229191857
"Wave_1922",7.79154534877493
"Wave_1923",7.89938715074789
"Wave_1924",7.98890928846581
"Wave_1925",7.9379062244952
"Wave_1926",7.69636926484421
"Wave_1927",7.44820179011874
"Wave_1928",7.27072389040517
"Wave_1929",7.2390637556015
"Wave_1930",7.08586919577494
"Wave_1931",7.06858024595984
"Wave_1932",7.16162259890866
"Wave_1933",7.1576112689401
"Wave_1934",7.02514122530525
"Wave_1935",6.9038575037803
"Wave_1936",6.80609868007701
"Wave_1937",6.67650960538104
"Wave_1938",6.44917559244613
"Wave_1939",6.10191059349442
"Wave_1940",5.74909910511175
"Wave_1941",5.36569187524073
"Wave_1942",5.19517452807792
"Wave_1943",5.02444228574721
"Wave_1944",4.86753908392735
"Wave_1945",4.73266898973295
"Wave_1946",4.62632367980262
"Wave_1947",4.47921806274716
"Wave_1948",4.31479107880793
"Wave_1949",3.95978118042401
"Wave_1950",3.66793358610222
"Wave_1951",3.34046773229172
"Wave_1952",2.94619150388353
"Wave_1953",2.62757769435399
"Wave_1954",2.43780096900106
"Wave_1955",2.27092132911187
"Wave_1956",2.09704227417508
"Wave_1957",1.87597157356679
"Wave_1958",1.69473174211294
"Wave_1959",1.44497028885264
"Wave_1960",1.1905432065041
"Wave_1961",1.03959493408466
"Wave_1962",0.957440933371944
"Wave_1963",0.627679294309576
"Wave_1964",0.297917614347917
"Wave_1965",-0.0380764836686214
"Wave_1966",-0.258086067807612
"Wave_1967",-0.533776410685389
"Wave_1968",-0.75718917971085
"Wave_1969",-0.922402484169937
"Wave_1970",-1.06750174148524
"Wave_1971",-1.23134036307004
"Wave_1972",-1.39389847674198
"Wave_1973",-1.54153139232728
"Wave_1974",-1.68406255119736
"Wave_1975",-1.85686329104776
"Wave_1976",-2.08661952632873
"Wave_1977",-2.32304707251539
"Wave_1978",-2.55938019825269
"Wave_1979",-2.69717749641873
"Wave_1980",-2.86387480132692
"Wave_1981",-3.14312811307616
"Wave_1982",-3.42035184209033
"Wave_1983",-3.65159250286518
"Wave_1984",-3.63546189457753
"Wave_1985",-3.6193312107396
"Wave_1986",-3.6343748568865
"Wave_1987",-3.68405159777677
"Wave_1988",-3.78910983947804
"Wave_1989",-3.96630504411733
"Wave_1990",-4.11903452049035
"Wave_1991",-4.15747419873652
"Wave_1992",-4.1852686224941
"Wave_1993",-4.23552576308532
"Wave_1994",-4.41177464607489
"Wave_1995",-4.51185152067447
"Wave_1996",-4.53597362488632
"Wave_1997",-4.52524189311124
"Wave_1998",-4.51907704881225
"Wave_1999",-4.65001040337907
"Wave_2000",-4.71852196971007
"Wave_2001",-4.77510378478605
"Wave_2002",-4.88813635403633
"Wave_2003",-5.03729187513288
"Wave_2004",-5.12717643637445
"Wave_2005",-5.07626182203864
"Wave_2006",-5.01524415497415
"Wave_2007",-4.89336897641065
"Wave_2008",-4.80156484364997
"Wave_2009",-4.71728091041517
"Wave_2010",-4.71787708664589
"Wave_2011",-4.72706880665742
"Wave_2012",-4.67412663831047
"Wave_2013",-4.44034600452375
"Wave_2014",-4.17161072603559
"Wave_2015",-4.1084183193709
"Wave_2016",-4.11700163030036
"Wave_2017",-4.18984229181298
"Wave_2018",-3.90812605661784
"Wave_2019",-3.60962275498537
"Wave_2020",-3.35896885058206
"Wave_2021",-3.24093691350719
"Wave_2022",-3.06478123085495
"Wave_2023",-2.51809022992477
"Wave_2024",-1.9713993326041
"Wave_2025",-1.83474271502825
"Wave_2026",-1.72040523142064
"Wave_2027",-1.56438004981006
"Wave_2028",-1.47043840344991
"Wave_2029",-1.41633528899841
"Wave_2030",-1.34310140362741
"Wave_2031",-1.33193533849484
"Wave_2032",-1.34673442374799
"Wave_2033",-1.26906856423154
"Wave_2034",-1.10726320715924
"Wave_2035",-0.85436692132356
"Wave_2036",-0.438184377164961
"Wave_2037",-0.0220017451532413
"Wave_2038",0.0906993097186266
"Wave_2039",0.0571224703929355
"Wave_2040",0.166369183189068
"Wave_2041",0.812087291732881
"Wave_2042",1.45780558454168
"Wave_2043",1.68639436504751
"Wave_2044",1.77370553418205
"Wave_2045",1.85464732994807
"Wave_2046",1.69472766661327
"Wave_2047",1.50969716632922
"Wave_2048",1.64642284924497
"Wave_2049",1.98952661176761
"Wave_2050",2.31302776405796
"Wave_2051",2.57530224950196
"Wave_2052",2.84494151704827
"Wave_2053",3.09015172568837
"Wave_2054",3.19207202144539
"Wave_2055",3.30831076050048
"Wave_2056",3.30682896183336
"Wave_2057",3.14095504206049
"Wave_2058",2.93237310198368
"Wave_2059",2.98577267531447
"Wave_2060",3.03917208257122
"Wave_2061",2.98854419041802
"Wave_2062",2.92465575141875
"Wave_2063",2.74867083464533
"Wave_2064",2.20550317236831
"Wave_2065",1.66233599548568
"Wave_2066",1.64070033434746
"Wave_2067",1.69200829048664
"Wave_2068",1.58503449259368
"Wave_2069",1.20678231055497
"Wave_2070",0.839424667077427
"Wave_2071",0.470686768226607
"Wave_2072",-0.074272024434575
"Wave_2073",-0.669150855063616
"Wave_2074",-1.29940713420826
"Wave_2075",-1.88858806584208
"Wave_2076",-2.35102163268289
"Wave_2077",-2.47245464110626
"Wave_2078",-2.58735076611639
"Wave_2079",-2.86581907298047
"Wave_2080",-3.19988935893899
"Wave_2081",-3.25199415298742
"Wave_2082",-3.06265318068415
"Wave_2083",-2.95237375729026
"Wave_2084",-3.44423324656999
"Wave_2085",-3.88920163704913
"Wave_2086",-4.04753640991713
"Wave_2087",-4.02980634010864
"Wave_2088",-4.01207607593175
"Wave_2089",-4.45052051419009
"Wave_2090",-4.67161376923158
"Wave_2091",-4.61344322286023
"Wave_2092",-4.59047550920975
"Wave_2093",-4.56750748614485
"Wave_2094",-4.90946279276806
"Wave_2095",-5.34205797484169
"Wave_2096",-5.59856112605876
"Wave_2097",-5.25631810482523
"Wave_2098",-4.91407484402332
"Wave_2099",-5.19543982189276
"Wave_2100",-5.59630520971096
"Wave_2101",-5.89698683905273
"Wave_2102",-5.55847653802688
"Wave_2103",-5.219966589717
"Wave_2104",-5.11729473892267
"Wave_2105",-5.15772276802161
"Wave_2106",-5.02879127027682
"Wave_2107",-5.16537604156257
"Wave_2108",-5.30196076650698
"Wave_2109",-5.84359042409055
"Wave_2110",-5.78928942979446
"Wave_2111",-5.47524375967126
"Wave_2112",-5.09965098323408
"Wave_2113",-4.72405853833467
"Wave_2114",-4.61496811509236
"Wave_2115",-4.78665462848304
"Wave_2116",-5.19949602342582
"Wave_2117",-5.46882256673144
"Wave_2118",-5.73814858688385
"Wave_2119",-5.31631130743241
"Wave_2120",-4.8418750817993
"Wave_2121",-4.38541140787677
"Wave_2122",-4.28030636267284
"Wave_2123",-4.17520125004717
"Wave_2124",-4.10387918295598
"Wave_2125",-3.91105479695909
"Wave_2126",-3.62609828136796
"Wave_2127",-3.5968488730105
"Wave_2128",-3.56759991281349
"Wave_2129",-3.47621114335084
"Wave_2130",-3.43087563357298
"Wave_2131",-3.38350103679063
"Wave_2132",-2.57751198096776
"Wave_2133",-1.77152320378714
"Wave_2134",-1.26222543273382
"Wave_2135",-1.06864130071857
"Wave_2136",-0.841494800048562
"Wave_2137",-0.299569386595762
"Wave_2138",0.242356463125695
"Wave_2139",0.736260774431941
"Wave_2140",1.2307701431506
"Wave_2141",1.87241187807582
"Wave_2142",2.66857794486875
"Wave_2143",3.46474359471736
"Wave_2144",4.23429930937519
"Wave_2145",5.24675996553462
"Wave_2146",6.18202358596031
"Wave_2147",6.90867570369248
"Wave_2148",7.63532770487591
"Wave_2149",8.48649877117789
"Wave_2150",9.09638411318664
"Wave_2151",9.65181320197976
"Wave_2152",10.2565408457276
"Wave_2153",10.8314532159218
"Wave_2154",11.5829980097817
"Wave_2155",12.445784132518
"Wave_2156",13.1555980248352
"Wave_2157",13.79977763021
"Wave_2158",14.5135556663302
"Wave_2159",15.1360313563408
"Wave_2160",15.6787638147758
"Wave_2161",16.2925186870897
"Wave_2162",16.8507132922986
"Wave_2163",17.1841836105207
"Wave_2164",17.7198378919558
"Wave_2165",18.255492192269
"Wave_2166",19.0204178971141
"Wave_2167",19.5931949249045
"Wave_2168",20.1290305450888
"Wave_2169",20.2266541256176
"Wave_2170",20.3242774731004
"Wave_2171",20.2214326930403
"Wave_2172",19.9748300532324
"Wave_2173",19.6284704104756
"Wave_2174",19.6292358395204
"Wave_2175",19.6300005699402
"Wave_2176",20.2565733747835
"Wave_2177",20.7866138293581
"Wave_2178",21.2568645751555
"Wave_2179",21.5842324007055
"Wave_2180",21.9115993533154
"Wave_2181",22.3429510829461
"Wave_2182",22.8683660171439
"Wave_2183",23.0488933416025
"Wave_2184",22.4215416245188
"Wave_2185",21.7446292893557
"Wave_2186",22.1340602693662
"Wave_2187",22.5234904430758
"Wave_2188",22.7485150224124
"Wave_2189",22.8114002945742
"Wave_2190",22.8187033454661
"Wave_2191",22.9091857271843
"Wave_2192",22.9996676983747
"Wave_2193",22.9267376585594
"Wave_2194",22.7554753911907
"Wave_2195",22.5757886242615
"Wave_2196",22.4155651598945
"Wave_2197",22.2553423334552
"Wave_2198",22.1789225430519
"Wave_2199",22.0079031744334
"Wave_2200",21.7385385424278
"Wave_2201",21.5250487249155
"Wave_2202",21.3425763905467
"Wave_2203",21.5291177907378
"Wave_2204",21.7156586503164
"Wave_2205",21.3406159219274
"Wave_2206",20.6845343162294
"Wave_2207",20.0957723003284
"Wave_2208",19.4471927730314
"Wave_2209",18.7986134184071
"Wave_2210",17.853429081214
"Wave_2211",16.7970248250315
"Wave_2212",15.9104319091673
"Wave_2213",16.0006410114679
"Wave_2214",16.1124411893627
"Wave_2215",15.8696817427188
"Wave_2216",15.5659380750694
"Wave_2217",15.339980044931
"Wave_2218",15.1130487980733
"Wave_2219",14.8043446585209
"Wave_2220",13.8964788597973
"Wave_2221",12.9886120532336
"Wave_2222",12.3844858166914
"Wave_2223",11.8701052068544
