"","protein_mg_m2.12.comps"
"Wave_1370",-0.281137236651829
"Wave_1371",-0.518039043028433
"Wave_1372",-0.757627729976129
"Wave_1373",-1.00348668941761
"Wave_1374",-1.24934593865486
"Wave_1375",-1.49520461648854
"Wave_1376",-1.777843571425
"Wave_1377",-2.08500262582478
"Wave_1378",-2.39216172553398
"Wave_1379",-2.69932065134565
"Wave_1380",-3.06604703043965
"Wave_1381",-3.43939191530126
"Wave_1382",-3.81273635659456
"Wave_1383",-4.15587933886694
"Wave_1384",-4.37821324552045
"Wave_1385",-4.60054744372114
"Wave_1386",-4.82288171529351
"Wave_1387",-4.93824363023749
"Wave_1388",-4.94663384495687
"Wave_1389",-4.9550238184069
"Wave_1390",-4.96341395781416
"Wave_1391",-4.87448877931289
"Wave_1392",-4.75240805483971
"Wave_1393",-4.63032725093231
"Wave_1394",-4.50824651631775
"Wave_1395",-4.2366197409985
"Wave_1396",-3.96499248583373
"Wave_1397",-3.69336561945467
"Wave_1398",-3.36458033117734
"Wave_1399",-2.90242590911459
"Wave_1400",-2.44027174711576
"Wave_1401",-1.97811773654096
"Wave_1402",-1.54516551293793
"Wave_1403",-1.13168156695478
"Wave_1404",-0.718197487842467
"Wave_1405",-0.304713517545188
"Wave_1406",0.0890204687693216
"Wave_1407",0.480559651730778
"Wave_1408",0.87209901949961
"Wave_1409",1.24830350088407
"Wave_1410",1.56316837325174
"Wave_1411",1.87803336563896
"Wave_1412",2.19289813082706
"Wave_1413",2.45343547528406
"Wave_1414",2.65964493615115
"Wave_1415",2.86585463113264
"Wave_1416",3.07206417199301
"Wave_1417",3.20417406262221
"Wave_1418",3.3177591663145
"Wave_1419",3.4313443987999
"Wave_1420",3.5380123219016
"Wave_1421",3.58242513479926
"Wave_1422",3.62683789432794
"Wave_1423",3.6712504689866
"Wave_1424",3.67161162948191
"Wave_1425",3.62834387228311
"Wave_1426",3.58507582080293
"Wave_1427",3.54180803449721
"Wave_1428",3.49118150255305
"Wave_1429",3.43740183688182
"Wave_1430",3.38362174301887
"Wave_1431",3.32984190428422
"Wave_1432",3.25267231448607
"Wave_1433",3.18327062198443
"Wave_1434",3.11386857811524
"Wave_1435",3.03470324006177
"Wave_1436",2.94615558537672
"Wave_1437",2.85760752715699
"Wave_1438",2.7690594177927
"Wave_1439",2.6782642807761
"Wave_1440",2.58597037690713
"Wave_1441",2.49367666305874
"Wave_1442",2.4013828637482
"Wave_1443",2.31500087763274
"Wave_1444",2.23080467736868
"Wave_1445",2.14660847198024
"Wave_1446",2.06619824116497
"Wave_1447",2.00093196816137
"Wave_1448",1.93566528907053
"Wave_1449",1.87039906485768
"Wave_1450",1.77665928351341
"Wave_1451",1.65444600937292
"Wave_1452",1.53223329016045
"Wave_1453",1.41002006412922
"Wave_1454",1.37745193824832
"Wave_1455",1.36729533457135
"Wave_1456",1.35713848480929
"Wave_1457",1.34470776490863
"Wave_1458",1.3118094981343
"Wave_1459",1.27891117154207
"Wave_1460",1.24601313555224
"Wave_1461",1.21165115775115
"Wave_1462",1.17509433728861
"Wave_1463",1.13853738662847
"Wave_1464",1.1019805914564
"Wave_1465",1.06954134214675
"Wave_1466",1.03886728275875
"Wave_1467",1.00819283788323
"Wave_1468",0.977518625853227
"Wave_1469",0.951143169992366
"Wave_1470",0.924768101149945
"Wave_1471",0.898392747549926
"Wave_1472",0.868858147628212
"Wave_1473",0.831951016401026
"Wave_1474",0.795044071933766
"Wave_1475",0.758137017555136
"Wave_1476",0.669218688256471
"Wave_1477",0.562541896977881
"Wave_1478",0.455864882342779
"Wave_1479",0.349188210838256
"Wave_1480",0.259078479100077
"Wave_1481",0.174564843773198
"Wave_1482",0.0900514163882556
"Wave_1483",-0.0128848584310291
"Wave_1484",-0.15880707224024
"Wave_1485",-0.304729255201089
"Wave_1486",-0.450651016907813
"Wave_1487",-0.589884201998206
"Wave_1488",-0.724657701817211
"Wave_1489",-0.859431164950484
"Wave_1490",-0.994204756565162
"Wave_1491",-1.14756545766817
"Wave_1492",-1.30299150841626
"Wave_1493",-1.45841729694224
"Wave_1494",-1.59861399855148
"Wave_1495",-1.67789452974787
"Wave_1496",-1.75717537972138
"Wave_1497",-1.8364562102754
"Wave_1498",-1.89420942311709
"Wave_1499",-1.93761088357556
"Wave_1500",-1.98101191189751
"Wave_1501",-2.02441349243555
"Wave_1502",-2.10514382704763
"Wave_1503",-2.19002147993447
"Wave_1504",-2.27489922192022
"Wave_1505",-2.35468167729729
"Wave_1506",-2.41408393634272
"Wave_1507",-2.4734860603947
"Wave_1508",-2.53288801334392
"Wave_1509",-2.56892920000684
"Wave_1510",-2.58133530925748
"Wave_1511",-2.59374116619421
"Wave_1512",-2.60614738293201
"Wave_1513",-2.66744573424239
"Wave_1514",-2.73417670340373
"Wave_1515",-2.8009074330202
"Wave_1516",-2.85121857700152
"Wave_1517",-2.83585046796825
"Wave_1518",-2.82048218499677
"Wave_1519",-2.80511402213078
"Wave_1520",-2.82551410589535
"Wave_1521",-2.86302452268801
"Wave_1522",-2.90053474516821
"Wave_1523",-2.93804524500093
"Wave_1524",-2.88624379192545
"Wave_1525",-2.82488414207924
"Wave_1526",-2.76352471051634
"Wave_1527",-2.71314577083505
"Wave_1528",-2.70668977494326
"Wave_1529",-2.70023359885536
"Wave_1530",-2.69377746006155
"Wave_1531",-2.59996642140271
"Wave_1532",-2.43807103856261
"Wave_1533",-2.2761761150182
"Wave_1534",-2.11428104070944
"Wave_1535",-2.1035134657053
"Wave_1536",-2.10953778718809
"Wave_1537",-2.11556203246558
"Wave_1538",-2.09802556783819
"Wave_1539",-1.98624539975997
"Wave_1540",-1.87446520341588
"Wave_1541",-1.76268468311193
"Wave_1542",-1.61173393928908
"Wave_1543",-1.42984922269021
"Wave_1544",-1.24796388484384
"Wave_1545",-1.06607901568203
"Wave_1546",-0.98846490761937
"Wave_1547",-0.922436654502867
"Wave_1548",-0.856408135233512
"Wave_1549",-0.764516475202491
"Wave_1550",-0.604843460920485
"Wave_1551",-0.445170501482297
"Wave_1552",-0.285497798082543
"Wave_1553",-0.179184455023436
"Wave_1554",-0.108445135853364
"Wave_1555",-0.0377053030554636
"Wave_1556",0.0330343431278969
"Wave_1557",0.100398556260773
"Wave_1558",0.169418147827829
"Wave_1559",0.238437803942274
"Wave_1560",0.298474751259724
"Wave_1561",0.337552491318502
"Wave_1562",0.376630234417592
"Wave_1563",0.415708071954576
"Wave_1564",0.508505781256545
"Wave_1565",0.625236081340824
"Wave_1566",0.741966290456737
"Wave_1567",0.858696680833751
"Wave_1568",0.820346538731397
"Wave_1569",0.781996734871377
"Wave_1570",0.743646742090545
"Wave_1571",0.755920703312947
"Wave_1572",0.846533304153758
"Wave_1573",0.937146057142161
"Wave_1574",1.0277588320137
"Wave_1575",1.0779744549048
"Wave_1576",1.11252046257382
"Wave_1577",1.14706693153602
"Wave_1578",1.18053810361631
"Wave_1579",1.20772757600954
"Wave_1580",1.23491645102233
"Wave_1581",1.26210573603059
"Wave_1582",1.32871855495028
"Wave_1583",1.42977149116867
"Wave_1584",1.53082431162993
"Wave_1585",1.63187728584382
"Wave_1586",1.69284341304051
"Wave_1587",1.74423482086048
"Wave_1588",1.79562611594292
"Wave_1589",1.85627214698915
"Wave_1590",1.94784726010631
"Wave_1591",2.03942236991156
"Wave_1592",2.13099748655469
"Wave_1593",2.15682015333494
"Wave_1594",2.11689768705914
"Wave_1595",2.07697494643923
"Wave_1596",2.03705227124448
"Wave_1597",2.05381593492955
"Wave_1598",2.07590091115475
"Wave_1599",2.09798574470788
"Wave_1600",2.12261771704066
"Wave_1601",2.15572403555012
"Wave_1602",2.18883032907537
"Wave_1603",2.22193691493206
"Wave_1604",2.2205251808858
"Wave_1605",2.19529683615282
"Wave_1606",2.17006886559754
"Wave_1607",2.13799393258828
"Wave_1608",2.01764002689532
"Wave_1609",1.89432406735516
"Wave_1610",1.77100825777835
"Wave_1611",1.69955783196691
"Wave_1612",1.69521667216113
"Wave_1613",1.69087616336574
"Wave_1614",1.6865355233529
"Wave_1615",1.67234988935417
"Wave_1616",1.65411268843266
"Wave_1617",1.63587577831688
"Wave_1618",1.61161472612279
"Wave_1619",1.58815328143596
"Wave_1620",1.56469162916472
"Wave_1621",1.54123008221963
"Wave_1622",1.49664320765933
"Wave_1623",1.41811502182556
"Wave_1624",1.33958689326969
"Wave_1625",1.2610586701527
"Wave_1626",1.25370866126715
"Wave_1627",1.25373200973867
"Wave_1628",1.25375547011894
"Wave_1629",1.23220196234741
"Wave_1630",1.16123915136549
"Wave_1631",1.09027606569208
"Wave_1632",1.01931349948473
"Wave_1633",1.02931948359981
"Wave_1634",1.07001043632435
"Wave_1635",1.11070122436658
"Wave_1636",1.14806093232921
"Wave_1637",1.13256634895609
"Wave_1638",1.11453050302676
"Wave_1639",1.09649432767884
"Wave_1640",1.07681583345864
"Wave_1641",1.0462315535846
"Wave_1642",1.01564781230944
"Wave_1643",0.985063477858473
"Wave_1644",1.01785755855783
"Wave_1645",1.04756481322832
"Wave_1646",1.0772718289408
"Wave_1647",1.11749477946819
"Wave_1648",1.08659447176167
"Wave_1649",1.05569458819613
"Wave_1650",1.02479430189654
"Wave_1651",1.00828696506151
"Wave_1652",1.00981347036732
"Wave_1653",1.0113400636467
"Wave_1654",1.01363362877743
"Wave_1655",1.01858434329426
"Wave_1656",1.02247399931133
"Wave_1657",1.02636347790907
"Wave_1658",1.00911571216647
"Wave_1659",0.930755977533101
"Wave_1660",0.852395995568348
"Wave_1661",0.774035873697936
"Wave_1662",0.685028836067221
"Wave_1663",0.58732788745313
"Wave_1664",0.489626642483767
"Wave_1665",0.397880641227559
"Wave_1666",0.21171451925309
"Wave_1667",0.0255483296876734
"Wave_1668",-0.160617756323943
"Wave_1669",-0.348832795219177
"Wave_1670",-0.532757415777178
"Wave_1671",-0.716682045726014
"Wave_1672",-0.907951728850607
"Wave_1673",-1.21009581361038
"Wave_1674",-1.52343163578752
"Wave_1675",-1.83676737491639
"Wave_1676",-2.13660554976777
"Wave_1677",-2.44618847716863
"Wave_1678",-2.7557714614718
"Wave_1679",-3.06535436383741
"Wave_1680",-3.20857113147406
"Wave_1681",-3.33445733372
"Wave_1682",-3.46034348342344
"Wave_1683",-3.60852954600849
"Wave_1684",-3.79884579213073
"Wave_1685",-3.98916218294414
"Wave_1686",-4.17947843474273
"Wave_1687",-4.2864527507679
"Wave_1688",-4.35647439894292
"Wave_1689",-4.42649663826147
"Wave_1690",-4.49189303933183
"Wave_1691",-4.48431918380345
"Wave_1692",-4.46890994309197
"Wave_1693",-4.45350083702886
"Wave_1694",-4.39510761523339
"Wave_1695",-4.33813142821318
"Wave_1696",-4.2811554043241
"Wave_1697",-4.22417914021959
"Wave_1698",-4.19597144015103
"Wave_1699",-4.18886052402681
"Wave_1700",-4.18174942304508
"Wave_1701",-4.16211063936176
"Wave_1702",-4.0709727500145
"Wave_1703",-3.97983425245345
"Wave_1704",-3.8886966448643
"Wave_1705",-3.84359181402287
"Wave_1706",-3.8155089661837
"Wave_1707",-3.78742619625602
"Wave_1708",-3.73749992780954
"Wave_1709",-3.65655517430637
"Wave_1710",-3.58969887332514
"Wave_1711",-3.52284283429487
"Wave_1712",-3.53706057903153
"Wave_1713",-3.61038359662553
"Wave_1714",-3.6837065604437
"Wave_1715",-3.74885429591042
"Wave_1716",-3.77707032266135
"Wave_1717",-3.82971755020529
"Wave_1718",-3.88236483496084
"Wave_1719",-3.93358994903682
"Wave_1720",-3.96983056705648
"Wave_1721",-4.00607134413269
"Wave_1722",-4.04231198343371
"Wave_1723",-4.02582851189391
"Wave_1724",-4.06299703711139
"Wave_1725",-4.10016531525871
"Wave_1726",-4.13892932778928
"Wave_1727",-4.10055721095188
"Wave_1728",-4.05334757339653
"Wave_1729",-4.00613823373128
"Wave_1730",-3.96284503783494
"Wave_1731",-3.93342938448763
"Wave_1732",-3.90401388354271
"Wave_1733",-3.84716984693398
"Wave_1734",-3.72005375999984
"Wave_1735",-3.5902498539791
"Wave_1736",-3.46044594833361
"Wave_1737",-3.30489765608688
"Wave_1738",-3.15723542361722
"Wave_1739",-3.00957308228921
"Wave_1740",-2.85555877830658
"Wave_1741",-2.69245966770699
"Wave_1742",-2.54024234624858
"Wave_1743",-2.38802506755023
"Wave_1744",-2.16024311573052
"Wave_1745",-1.85743494329696
"Wave_1746",-1.55462664245308
"Wave_1747",-1.25222360084897
"Wave_1748",-0.969659597153392
"Wave_1749",-0.711386271149351
"Wave_1750",-0.453112906022389
"Wave_1751",-0.258399041876964
"Wave_1752",-0.159030412425391
"Wave_1753",-0.0676077923997634
"Wave_1754",0.023814367437178
"Wave_1755",0.223958533649125
"Wave_1756",0.462995955977431
"Wave_1757",0.702033032911415
"Wave_1758",0.928977816995727
"Wave_1759",1.1327682727147
"Wave_1760",1.33440948166637
"Wave_1761",1.53605100988291
"Wave_1762",1.79678004238015
"Wave_1763",2.14931731798731
"Wave_1764",2.50185415915043
"Wave_1765",2.84483390074124
"Wave_1766",3.16259096738183
"Wave_1767",3.47839950703893
"Wave_1768",3.79420808037266
"Wave_1769",4.00377486328006
"Wave_1770",4.19874583980944
"Wave_1771",4.39371710862838
"Wave_1772",4.58736997577609
"Wave_1773",4.7591763103009
"Wave_1774",4.90612280678189
"Wave_1775",5.0530694835579
"Wave_1776",5.01915567347477
"Wave_1777",4.99750017073332
"Wave_1778",4.98581943640527
"Wave_1779",4.96454075558898
"Wave_1780",4.92048825121109
"Wave_1781",4.91287132476826
"Wave_1782",4.90525474730024
"Wave_1783",4.88359208669138
"Wave_1784",4.88239324306725
"Wave_1785",4.88865080474952
"Wave_1786",4.88744805116397
"Wave_1787",4.83765341182325
"Wave_1788",4.86208239703094
"Wave_1789",4.88651172161675
"Wave_1790",4.84646969419816
"Wave_1791",4.75838538203172
"Wave_1792",4.6681316311288
"Wave_1793",4.57780830430382
"Wave_1794",4.49912811123176
"Wave_1795",4.5308636270465
"Wave_1796",4.56259902849995
"Wave_1797",4.63059029917267
"Wave_1798",4.69556132551465
"Wave_1799",4.73434780556541
"Wave_1800",4.77313450933516
"Wave_1801",4.80462395472721
"Wave_1802",4.89365819449628
"Wave_1803",4.98269240721733
"Wave_1804",5.04015985188236
"Wave_1805",5.05965293745016
"Wave_1806",5.07273849745564
"Wave_1807",5.08582384920912
"Wave_1808",5.05360622108723
"Wave_1809",4.97319084867
"Wave_1810",4.88742047403056
"Wave_1811",4.82798433940405
"Wave_1812",4.81530752917522
"Wave_1813",4.81351560375468
"Wave_1814",4.81172325942677
"Wave_1815",4.87684559094406
"Wave_1816",4.9258356597637
"Wave_1817",4.96893383322652
"Wave_1818",5.02182108698402
"Wave_1819",5.08351653595477
"Wave_1820",5.13150304930302
"Wave_1821",5.17949003920969
"Wave_1822",5.25532504736297
"Wave_1823",5.30928297396502
"Wave_1824",5.3569982365364
"Wave_1825",5.38884495556031
"Wave_1826",5.37900319183915
"Wave_1827",5.29761489154517
"Wave_1828",5.21622660586847
"Wave_1829",5.28715976660749
"Wave_1830",5.27182740480887
"Wave_1831",5.21227082795187
"Wave_1832",5.16549893917347
"Wave_1833",5.14061879125047
"Wave_1834",5.1265966894
"Wave_1835",5.11257485793293
"Wave_1836",5.1781361599732
"Wave_1837",5.14765743250563
"Wave_1838",5.04725639496859
"Wave_1839",4.96071746247174
"Wave_1840",4.8890591951881
"Wave_1841",4.76419581150188
"Wave_1842",4.63933272573085
"Wave_1843",4.70508042700284
"Wave_1844",4.63665933509301
"Wave_1845",4.46467307022455
"Wave_1846",4.37633569918358
"Wave_1847",4.39183961913581
"Wave_1848",4.21264870147288
"Wave_1849",4.0334579427841
"Wave_1850",4.01296043382839
"Wave_1851",3.9242331892087
"Wave_1852",3.74964332729239
"Wave_1853",3.69393683339236
"Wave_1854",3.81655563694968
"Wave_1855",3.70156726582919
"Wave_1856",3.58657890252434
"Wave_1857",3.57458548967062
"Wave_1858",3.43801543337813
"Wave_1859",3.17686939570158
"Wave_1860",3.0970606666077
"Wave_1861",3.19858964448888
"Wave_1862",3.13927772303096
"Wave_1863",3.07996582597142
"Wave_1864",3.03037144224912
"Wave_1865",2.91105356150051
"Wave_1866",2.68715145493185
"Wave_1867",2.47808664801208
"Wave_1868",2.28385830968762
"Wave_1869",2.21959223300927
"Wave_1870",2.15571350550516
"Wave_1871",1.96536674916478
"Wave_1872",1.81429307522131
"Wave_1873",1.72212836843833
"Wave_1874",1.61537738325818
"Wave_1875",1.49890211246681
"Wave_1876",1.59506634552434
"Wave_1877",1.68032699486895
"Wave_1878",1.45481802423035
"Wave_1879",1.39204768875947
"Wave_1880",1.57338555099797
"Wave_1881",1.53390554213842
"Wave_1882",1.34721380070549
"Wave_1883",1.48424499079424
"Wave_1884",1.57141924318037
"Wave_1885",1.31528855299643
"Wave_1886",1.22783338933527
"Wave_1887",1.39339140774394
"Wave_1888",1.36935465931337
"Wave_1889",1.26406307044656
"Wave_1890",1.35103996857716
"Wave_1891",1.43050591816952
"Wave_1892",1.3944751389642
"Wave_1893",1.43176315831859
"Wave_1894",1.57902916350816
"Wave_1895",1.5636184990672
"Wave_1896",1.5075386224907
"Wave_1897",1.49049048627183
"Wave_1898",2.0278565884047
"Wave_1899",3.84873660651121
"Wave_1900",5.04486966720072
"Wave_1901",5.12730311171558
"Wave_1902",3.62052320282051
"Wave_1903",2.57973547924847
"Wave_1904",2.46946526485133
"Wave_1905",2.12399864426418
"Wave_1906",1.73859036470675
"Wave_1907",1.46603029871646
"Wave_1908",1.22833917827628
"Wave_1909",0.936530115706634
"Wave_1910",0.874027915719945
"Wave_1911",0.817676213192756
"Wave_1912",0.725703548234072
"Wave_1913",0.543396315545255
"Wave_1914",0.333048105107665
"Wave_1915",0.125192092982465
"Wave_1916",-0.0735841625640657
"Wave_1917",-0.17062629202846
"Wave_1918",-0.223501722095476
"Wave_1919",-0.274404617448648
"Wave_1920",-0.329787977053112
"Wave_1921",-0.403727407913073
"Wave_1922",-0.513094418370057
"Wave_1923",-0.640515321374618
"Wave_1924",-0.760490448768427
"Wave_1925",-0.87968679626825
"Wave_1926",-0.928733894582283
"Wave_1927",-0.987319583867082
"Wave_1928",-1.10301218547867
"Wave_1929",-1.24713339440052
"Wave_1930",-1.35674347450585
"Wave_1931",-1.440247505364
"Wave_1932",-1.52735373720879
"Wave_1933",-1.57979759684426
"Wave_1934",-1.60087057914476
"Wave_1935",-1.62573034154611
"Wave_1936",-1.62805625261752
"Wave_1937",-1.57386076530318
"Wave_1938",-1.5480657792283
"Wave_1939",-1.61630550275607
"Wave_1940",-1.70095379503314
"Wave_1941",-1.73206986081458
"Wave_1942",-1.69273185643794
"Wave_1943",-1.65806022748147
"Wave_1944",-1.63914202976279
"Wave_1945",-1.61585602134161
"Wave_1946",-1.59366053549542
"Wave_1947",-1.61922631786228
"Wave_1948",-1.65645977684883
"Wave_1949",-1.70906779109837
"Wave_1950",-1.70545273267663
"Wave_1951",-1.69637975542405
"Wave_1952",-1.68635423469915
"Wave_1953",-1.69720765450226
"Wave_1954",-1.7101095855006
"Wave_1955",-1.6491955241141
"Wave_1956",-1.57992794565931
"Wave_1957",-1.53114143817959
"Wave_1958",-1.50175016811003
"Wave_1959",-1.45774489433542
"Wave_1960",-1.40267195517985
"Wave_1961",-1.36295340357775
"Wave_1962",-1.35919911064695
"Wave_1963",-1.33094899504254
"Wave_1964",-1.30269887702706
"Wave_1965",-1.26957437755851
"Wave_1966",-1.24468560610447
"Wave_1967",-1.22696044816205
"Wave_1968",-1.25193283718016
"Wave_1969",-1.29059898765923
"Wave_1970",-1.29850242899924
"Wave_1971",-1.20905185336709
"Wave_1972",-1.12003148050472
"Wave_1973",-1.06170790756489
"Wave_1974",-1.04362192420365
"Wave_1975",-1.04465196232831
"Wave_1976",-1.00349878982644
"Wave_1977",-0.947020793368442
"Wave_1978",-0.913290390913218
"Wave_1979",-0.975174008098778
"Wave_1980",-1.03917691649728
"Wave_1981",-1.07771069836217
"Wave_1982",-1.09361353149848
"Wave_1983",-1.08131190080059
"Wave_1984",-1.03409419179878
"Wave_1985",-0.986876438914693
"Wave_1986",-0.948232903099669
"Wave_1987",-0.911264004732762
"Wave_1988",-0.87728081016426
"Wave_1989",-0.92598060836889
"Wave_1990",-1.00713025564067
"Wave_1991",-1.07191517274278
"Wave_1992",-1.02747635126311
"Wave_1993",-0.980733212568412
"Wave_1994",-0.953120923878261
"Wave_1995",-0.965378291142677
"Wave_1996",-1.00099558341375
"Wave_1997",-1.09195032452302
"Wave_1998",-1.18645808090232
"Wave_1999",-1.21234396232805
"Wave_2000",-1.17879556632515
"Wave_2001",-1.15084587628388
"Wave_2002",-1.11653221448992
"Wave_2003",-1.0738924783214
"Wave_2004",-1.01558454812667
"Wave_2005",-1.01609866486209
"Wave_2006",-1.02054550325851
"Wave_2007",-1.08627019547767
"Wave_2008",-1.17787857257678
"Wave_2009",-1.24442770619542
"Wave_2010",-1.23311909745358
"Wave_2011",-1.21594403415382
"Wave_2012",-1.19207801546958
"Wave_2013",-1.16280851573449
"Wave_2014",-1.16721910919519
"Wave_2015",-1.23245148739043
"Wave_2016",-1.29324260958696
"Wave_2017",-1.29058950688448
"Wave_2018",-1.33093641595304
"Wave_2019",-1.3742880485038
"Wave_2020",-1.44617024712708
"Wave_2021",-1.51904423620693
"Wave_2022",-1.59897837068494
"Wave_2023",-1.65801100240917
"Wave_2024",-1.71704363727801
"Wave_2025",-1.69130627569373
"Wave_2026",-1.62572697532502
"Wave_2027",-1.55973919197427
"Wave_2028",-1.59949703704411
"Wave_2029",-1.66592961397319
"Wave_2030",-1.706438058028
"Wave_2031",-1.6661513684109
"Wave_2032",-1.62467208714109
"Wave_2033",-1.69017379694703
"Wave_2034",-1.80356896350238
"Wave_2035",-1.88600996469528
"Wave_2036",-1.86585939842214
"Wave_2037",-1.84570881153952
"Wave_2038",-1.8453894797869
"Wave_2039",-1.84910991737686
"Wave_2040",-1.84887150624041
"Wave_2041",-1.90739081481946
"Wave_2042",-1.96591006352127
"Wave_2043",-2.00479409598042
"Wave_2044",-2.0128163317538
"Wave_2045",-2.03605909230992
"Wave_2046",-2.13038402229597
"Wave_2047",-2.22866085497364
"Wave_2048",-2.24258723461164
"Wave_2049",-2.21782714480743
"Wave_2050",-2.20489706327607
"Wave_2051",-2.2818777016932
"Wave_2052",-2.37711131103431
"Wave_2053",-2.44425000851153
"Wave_2054",-2.45782651046123
"Wave_2055",-2.47153360764596
"Wave_2056",-2.44520775784231
"Wave_2057",-2.3914095987699
"Wave_2058",-2.30479324988161
"Wave_2059",-2.16228365701445
"Wave_2060",-2.01977413777543
"Wave_2061",-1.82510740468333
"Wave_2062",-1.55400015709105
"Wave_2063",-1.29092414012541
"Wave_2064",-1.12765108732652
"Wave_2065",-0.964378104516305
"Wave_2066",-0.7508286791124
"Wave_2067",-0.529768794859314
"Wave_2068",-0.276231725826493
"Wave_2069",-0.0378481870297491
"Wave_2070",0.190431719745932
"Wave_2071",0.396978265609117
"Wave_2072",0.651609043088002
"Wave_2073",0.91413574226221
"Wave_2074",1.19505498829318
"Wave_2075",1.47267669683021
"Wave_2076",1.73498212914931
"Wave_2077",1.98060387102907
"Wave_2078",2.22552467042322
"Wave_2079",2.41384167883049
"Wave_2080",2.58958470178662
"Wave_2081",2.79644755670776
"Wave_2082",3.05438381972388
"Wave_2083",3.3123561649302
"Wave_2084",3.50309242123708
"Wave_2085",3.6648737366987
"Wave_2086",3.78338972711106
"Wave_2087",3.84833893796261
"Wave_2088",3.9132885653986
"Wave_2089",4.13382635809939
"Wave_2090",4.39404657520417
"Wave_2091",4.6118586925734
"Wave_2092",4.70426681780833
"Wave_2093",4.79667480316913
"Wave_2094",4.93641854237518
"Wave_2095",5.07663585900828
"Wave_2096",5.20152539486168
"Wave_2097",5.33274298751763
"Wave_2098",5.46396066884059
"Wave_2099",5.64111460357746
"Wave_2100",5.82336064000817
"Wave_2101",6.00128683242094
"Wave_2102",6.08357862599704
"Wave_2103",6.16587057999734
"Wave_2104",6.17583604207532
"Wave_2105",6.14539511917471
"Wave_2106",6.11052507509454
"Wave_2107",6.19624135973133
"Wave_2108",6.28195765675307
"Wave_2109",6.3565857248313
"Wave_2110",6.36468654364447
"Wave_2111",6.37353354864234
"Wave_2112",6.4288438080176
"Wave_2113",6.48415398420424
"Wave_2114",6.50396135521007
"Wave_2115",6.51056612452905
"Wave_2116",6.54127409567954
"Wave_2117",6.49198423287963
"Wave_2118",6.44269444724411
"Wave_2119",6.36472975306298
"Wave_2120",6.34189340522421
"Wave_2121",6.31025020486771
"Wave_2122",6.25338755291981
"Wave_2123",6.19652509707523
"Wave_2124",6.08482775487953
"Wave_2125",5.92793334376183
"Wave_2126",5.75978376157454
"Wave_2127",5.65668727617869
"Wave_2128",5.55359085185381
"Wave_2129",5.32040857721264
"Wave_2130",5.00468316832043
"Wave_2131",4.73685320287504
"Wave_2132",4.6406685215553
"Wave_2133",4.54448389188684
"Wave_2134",4.27926992950979
"Wave_2135",3.9796067826098
"Wave_2136",3.70529218536815
"Wave_2137",3.4279742425671
"Wave_2138",3.15065666420579
"Wave_2139",2.87369984241561
"Wave_2140",2.57616257543985
"Wave_2141",2.26222670368128
"Wave_2142",2.00511131315794
"Wave_2143",1.74799578181603
"Wave_2144",1.53347601665251
"Wave_2145",1.29523888694017
"Wave_2146",0.987729907399334
"Wave_2147",0.476920926178728
"Wave_2148",-0.0338882746184014
"Wave_2149",-0.424965360938021
"Wave_2150",-0.777655428601098
"Wave_2151",-1.11858523782266
"Wave_2152",-1.44149952481618
"Wave_2153",-1.76370812338386
"Wave_2154",-2.12326634652455
"Wave_2155",-2.49375019814406
"Wave_2156",-2.8866115290673
"Wave_2157",-3.33245878709086
"Wave_2158",-3.78911183429795
"Wave_2159",-4.16409331251805
"Wave_2160",-4.51919430644309
"Wave_2161",-4.87361291305431
"Wave_2162",-5.23801105100871
"Wave_2163",-5.59120629271823
"Wave_2164",-5.85644685515181
"Wave_2165",-6.12168714915334
"Wave_2166",-6.34072720289087
"Wave_2167",-6.52760499093747
"Wave_2168",-6.73474345872444
"Wave_2169",-6.91377359167401
"Wave_2170",-7.09280379617966
"Wave_2171",-7.32282259436556
"Wave_2172",-7.57456624707338
"Wave_2173",-7.81029806227998
"Wave_2174",-8.04661048286541
"Wave_2175",-8.2829229988891
"Wave_2176",-8.40479827820843
"Wave_2177",-8.4574699814443
"Wave_2178",-8.41237188276068
"Wave_2179",-8.20741842456668
"Wave_2180",-8.00246519713327
"Wave_2181",-8.00371863149889
"Wave_2182",-8.03060748542544
"Wave_2183",-8.0517243121852
"Wave_2184",-8.05206668443256
"Wave_2185",-8.04449959910029
"Wave_2186",-7.98775060422943
"Wave_2187",-7.93100168890165
"Wave_2188",-7.91642703697349
"Wave_2189",-7.90329358673673
"Wave_2190",-7.89003888821729
"Wave_2191",-8.01144101216121
"Wave_2192",-8.13284278209332
"Wave_2193",-8.03641793723791
"Wave_2194",-7.85072491143146
"Wave_2195",-7.68387305752545
"Wave_2196",-7.56225172229993
"Wave_2197",-7.44063067050522
"Wave_2198",-7.46377530117694
"Wave_2199",-7.49765183675472
"Wave_2200",-7.392638459999
"Wave_2201",-7.14155291703456
"Wave_2202",-6.88392146970928
"Wave_2203",-6.64800960985212
"Wave_2204",-6.41209774029432
"Wave_2205",-6.25926918918281
"Wave_2206",-6.15149318436448
"Wave_2207",-6.09982442193666
"Wave_2208",-6.21316718037047
"Wave_2209",-6.3265099447176
"Wave_2210",-6.29767178662653
"Wave_2211",-6.23471792274997
"Wave_2212",-6.16903829542423
"Wave_2213",-6.15949636227564
"Wave_2214",-6.15317384563504
"Wave_2215",-6.17234955576501
"Wave_2216",-6.19113878268964
