"","glucose_umol_m2.8.comps"
"Wave_1373",0.380871727350039
"Wave_1374",0.40947378329113
"Wave_1375",0.438075846960572
"Wave_1376",0.466662470395508
"Wave_1377",0.495238746849799
"Wave_1378",0.523815044195503
"Wave_1379",0.552391332490004
"Wave_1380",0.578155716419303
"Wave_1381",0.603607664257139
"Wave_1382",0.629059607581944
"Wave_1383",0.651061454468271
"Wave_1384",0.659263088511842
"Wave_1385",0.667464677350281
"Wave_1386",0.675666267084409
"Wave_1387",0.666228124455439
"Wave_1388",0.639150231308728
"Wave_1389",0.612072306709379
"Wave_1390",0.584994379356647
"Wave_1391",0.563769344028041
"Wave_1392",0.541046034494307
"Wave_1393",0.518322732668859
"Wave_1394",0.495599430192394
"Wave_1395",0.450202113513386
"Wave_1396",0.404804802323747
"Wave_1397",0.359407483825447
"Wave_1398",0.313087369570648
"Wave_1399",0.264614047129492
"Wave_1400",0.216140712696469
"Wave_1401",0.167667385896662
"Wave_1402",0.121832902870166
"Wave_1403",0.0777576655224352
"Wave_1404",0.0336824408216678
"Wave_1405",-0.0103928017913942
"Wave_1406",-0.0450233883743737
"Wave_1407",-0.0786045512689731
"Wave_1408",-0.112185727037996
"Wave_1409",-0.143875955587116
"Wave_1410",-0.168002437656716
"Wave_1411",-0.19212892845125
"Wave_1412",-0.216255397885645
"Wave_1413",-0.235419133021787
"Wave_1414",-0.249620130751861
"Wave_1415",-0.263821126968325
"Wave_1416",-0.278022135979573
"Wave_1417",-0.286635025182231
"Wave_1418",-0.293850878917718
"Wave_1419",-0.301066727144712
"Wave_1420",-0.307697424827
"Wave_1421",-0.309061759748924
"Wave_1422",-0.310426104776328
"Wave_1423",-0.311790441979897
"Wave_1424",-0.310282974308948
"Wave_1425",-0.306908622007663
"Wave_1426",-0.303534245034072
"Wave_1427",-0.300159880510073
"Wave_1428",-0.295298174014211
"Wave_1429",-0.289799031717212
"Wave_1430",-0.284299890283284
"Wave_1431",-0.278800743408625
"Wave_1432",-0.271357153835983
"Wave_1433",-0.264528939745782
"Wave_1434",-0.257700708026295
"Wave_1435",-0.249807311831113
"Wave_1436",-0.240366726933894
"Wave_1437",-0.230926163583491
"Wave_1438",-0.221485602400819
"Wave_1439",-0.21127645246609
"Wave_1440",-0.200554918947561
"Wave_1441",-0.189833392166534
"Wave_1442",-0.179111871040359
"Wave_1443",-0.169636331377825
"Wave_1444",-0.160657978919438
"Wave_1445",-0.151679606099705
"Wave_1446",-0.142516164222765
"Wave_1447",-0.13261240668323
"Wave_1448",-0.122708636728081
"Wave_1449",-0.112804877975029
"Wave_1450",-0.103933277615646
"Wave_1451",-0.0960938561658762
"Wave_1452",-0.088254444664713
"Wave_1453",-0.0804150116052599
"Wave_1454",-0.0749878566504521
"Wave_1455",-0.0701637404000288
"Wave_1456",-0.0653396446568446
"Wave_1457",-0.0604996582993804
"Wave_1458",-0.0555165506232118
"Wave_1459",-0.0505334584252063
"Wave_1460",-0.0455503570051967
"Wave_1461",-0.0406576885198884
"Wave_1462",-0.0359006883864174
"Wave_1463",-0.0311436853853231
"Wave_1464",-0.0263866945453404
"Wave_1465",-0.020651230818563
"Wave_1466",-0.0144964228869239
"Wave_1467",-0.00834164263262701
"Wave_1468",-0.00218684585925828
"Wave_1469",0.000752003963981423
"Wave_1470",0.0036908554202901
"Wave_1471",0.00662969476762987
"Wave_1472",0.0103210464668835
"Wave_1473",0.0157682390174517
"Wave_1474",0.021215409492446
"Wave_1475",0.0266625853552849
"Wave_1476",0.0313791245298846
"Wave_1477",0.0352741545647238
"Wave_1478",0.0391692005666613
"Wave_1479",0.0430642389144835
"Wave_1480",0.0475685233579708
"Wave_1481",0.0513280985368988
"Wave_1482",0.0550876927380472
"Wave_1483",0.0600373001628314
"Wave_1484",0.067763619059254
"Wave_1485",0.0754899277014906
"Wave_1486",0.0832162559218348
"Wave_1487",0.0869209063488987
"Wave_1488",0.087944442801741
"Wave_1489",0.0889680025364482
"Wave_1490",0.0899915243206964
"Wave_1491",0.0938179883603422
"Wave_1492",0.0979558722906283
"Wave_1493",0.102093784092027
"Wave_1494",0.105090883425102
"Wave_1495",0.1035248560563
"Wave_1496",0.101958828112607
"Wave_1497",0.100392809808923
"Wave_1498",0.102061279197832
"Wave_1499",0.105886080401338
"Wave_1500",0.109710893631875
"Wave_1501",0.113535719825003
"Wave_1502",0.113707435011917
"Wave_1503",0.113473261186069
"Wave_1504",0.113239074439845
"Wave_1505",0.113533606576814
"Wave_1506",0.115942924106188
"Wave_1507",0.118352250692991
"Wave_1508",0.120761591129201
"Wave_1509",0.119548676255658
"Wave_1510",0.115004077652642
"Wave_1511",0.110459467927635
"Wave_1512",0.105914857073142
"Wave_1513",0.0979168540762903
"Wave_1514",0.089535141751605
"Wave_1515",0.0811534350581828
"Wave_1516",0.0738454788992755
"Wave_1517",0.0708325516494334
"Wave_1518",0.0678196390797318
"Wave_1519",0.064806710006709
"Wave_1520",0.0601979156386471
"Wave_1521",0.053883696476992
"Wave_1522",0.0475695045018289
"Wave_1523",0.0412552792874255
"Wave_1524",0.0315902078563868
"Wave_1525",0.0212918023967607
"Wave_1526",0.0109934100363443
"Wave_1527",0.0014158034519897
"Wave_1528",-0.00527861028246074
"Wave_1529",-0.0119730229279488
"Wave_1530",-0.0186674347620454
"Wave_1531",-0.0274280287926505
"Wave_1532",-0.0380359944111885
"Wave_1533",-0.0486439629687975
"Wave_1534",-0.0592519182808317
"Wave_1535",-0.071294669605545
"Wave_1536",-0.0834968805386021
"Wave_1537",-0.0956990475547827
"Wave_1538",-0.107239416546697
"Wave_1539",-0.116132535329893
"Wave_1540",-0.125025660982673
"Wave_1541",-0.133918749406148
"Wave_1542",-0.143410771149965
"Wave_1543",-0.152899218671386
"Wave_1544",-0.162387684233407
"Wave_1545",-0.171876109545162
"Wave_1546",-0.184841124528316
"Wave_1547",-0.198192406600382
"Wave_1548",-0.211543677306484
"Wave_1549",-0.22416635004219
"Wave_1550",-0.234735560927633
"Wave_1551",-0.245304760526859
"Wave_1552",-0.255873966696301
"Wave_1553",-0.263190738151716
"Wave_1554",-0.268339214706375
"Wave_1555",-0.273487685276297
"Wave_1556",-0.278636157344657
"Wave_1557",-0.289751056282937
"Wave_1558",-0.300937140448973
"Wave_1559",-0.312123194806077
"Wave_1560",-0.32248497569162
"Wave_1561",-0.330923403632006
"Wave_1562",-0.339361838422774
"Wave_1563",-0.347800240501264
"Wave_1564",-0.35658111171841
"Wave_1565",-0.365620528278207
"Wave_1566",-0.374659930149062
"Wave_1567",-0.383699349399197
"Wave_1568",-0.38005601634143
"Wave_1569",-0.376412669045248
"Wave_1570",-0.372769342245761
"Wave_1571",-0.373991487972884
"Wave_1572",-0.381434054152528
"Wave_1573",-0.388876613851933
"Wave_1574",-0.396319178807019
"Wave_1575",-0.401394052256473
"Wave_1576",-0.405571724132981
"Wave_1577",-0.409749406517515
"Wave_1578",-0.413937023602208
"Wave_1579",-0.417661879392487
"Wave_1580",-0.421386735028981
"Wave_1581",-0.425111614691673
"Wave_1582",-0.427051050837141
"Wave_1583",-0.426225063172851
"Wave_1584",-0.425399058637546
"Wave_1585",-0.424573044384473
"Wave_1586",-0.42542314011138
"Wave_1587",-0.426272759706031
"Wave_1588",-0.427122370852696
"Wave_1589",-0.427578532299076
"Wave_1590",-0.424621760973473
"Wave_1591",-0.421664988976776
"Wave_1592",-0.418708207629551
"Wave_1593",-0.417591529856564
"Wave_1594",-0.417696993463476
"Wave_1595",-0.417802483122069
"Wave_1596",-0.417907963745005
"Wave_1597",-0.417587411440584
"Wave_1598",-0.416537347448158
"Wave_1599",-0.415487271555998
"Wave_1600",-0.414273716383448
"Wave_1601",-0.41160069539435
"Wave_1602",-0.40892768242541
"Wave_1603",-0.406254670366435
"Wave_1604",-0.401770958967983
"Wave_1605",-0.396596822550442
"Wave_1606",-0.391422690903562
"Wave_1607",-0.386661877469358
"Wave_1608",-0.387489945350944
"Wave_1609",-0.388525676017297
"Wave_1610",-0.389561393580057
"Wave_1611",-0.389111371784079
"Wave_1612",-0.383748202179819
"Wave_1613",-0.378385015822853
"Wave_1614",-0.37302182051694
"Wave_1615",-0.367107029712742
"Wave_1616",-0.36062267071479
"Wave_1617",-0.354138311028373
"Wave_1618",-0.348184985689183
"Wave_1619",-0.346280934949258
"Wave_1620",-0.344376905000237
"Wave_1621",-0.342472874033639
"Wave_1622",-0.340180731163889
"Wave_1623",-0.338054503790928
"Wave_1624",-0.335928281395119
"Wave_1625",-0.333802056088191
"Wave_1626",-0.327955719113542
"Wave_1627",-0.320356291586188
"Wave_1628",-0.312756876958124
"Wave_1629",-0.305823021389157
"Wave_1630",-0.303192905576483
"Wave_1631",-0.300562789202387
"Wave_1632",-0.297932665150331
"Wave_1633",-0.299393438158859
"Wave_1634",-0.300410560084693
"Wave_1635",-0.301427692367042
"Wave_1636",-0.301999551310058
"Wave_1637",-0.302523087315803
"Wave_1638",-0.30348652812289
"Wave_1639",-0.3044499861998
"Wave_1640",-0.306182553122411
"Wave_1641",-0.307012146270774
"Wave_1642",-0.307841749419482
"Wave_1643",-0.308671343067304
"Wave_1644",-0.308719827765557
"Wave_1645",-0.307766549026123
"Wave_1646",-0.306813308746607
"Wave_1647",-0.308895411231022
"Wave_1648",-0.312250676089395
"Wave_1649",-0.315605940978073
"Wave_1650",-0.318961203986791
"Wave_1651",-0.321724335110934
"Wave_1652",-0.322527697232769
"Wave_1653",-0.323331030206149
"Wave_1654",-0.324406736879731
"Wave_1655",-0.328407964337761
"Wave_1656",-0.33252776550503
"Wave_1657",-0.336647589354499
"Wave_1658",-0.338440096585758
"Wave_1659",-0.334974182400589
"Wave_1660",-0.331508230851222
"Wave_1661",-0.328042297842894
"Wave_1662",-0.327310811077636
"Wave_1663",-0.327664701429028
"Wave_1664",-0.328018574144731
"Wave_1665",-0.329013288594671
"Wave_1666",-0.311894204399781
"Wave_1667",-0.294775130624392
"Wave_1668",-0.277656027146071
"Wave_1669",-0.266647036986405
"Wave_1670",-0.259004560753101
"Wave_1671",-0.251362100125069
"Wave_1672",-0.24368967212955
"Wave_1673",-0.234619358257156
"Wave_1674",-0.22526701199093
"Wave_1675",-0.215914648390695
"Wave_1676",-0.209436151615818
"Wave_1677",-0.203062265214437
"Wave_1678",-0.196688369140323
"Wave_1679",-0.190314484482808
"Wave_1680",-0.189278275951728
"Wave_1681",-0.188414944481098
"Wave_1682",-0.187551608273893
"Wave_1683",-0.189714270427741
"Wave_1684",-0.194308631659466
"Wave_1685",-0.198902971666511
"Wave_1686",-0.203497332174152
"Wave_1687",-0.212501650001508
"Wave_1688",-0.22587482448306
"Wave_1689",-0.239248015097961
"Wave_1690",-0.252502476506919
"Wave_1691",-0.259729958550647
"Wave_1692",-0.265717764488238
"Wave_1693",-0.271705581428323
"Wave_1694",-0.273080126135601
"Wave_1695",-0.271470030575067
"Wave_1696",-0.269859937606061
"Wave_1697",-0.268249839455213
"Wave_1698",-0.273415190406852
"Wave_1699",-0.277640894306398
"Wave_1700",-0.281866604874481
"Wave_1701",-0.287845559105993
"Wave_1702",-0.286027576365041
"Wave_1703",-0.284209604361599
"Wave_1704",-0.282391623789879
"Wave_1705",-0.282672378443102
"Wave_1706",-0.284881241351965
"Wave_1707",-0.287090104768232
"Wave_1708",-0.28968782999836
"Wave_1709",-0.290628712505731
"Wave_1710",-0.290766528345211
"Wave_1711",-0.290904358675123
"Wave_1712",-0.285968081839674
"Wave_1713",-0.275186675942067
"Wave_1714",-0.264405259176606
"Wave_1715",-0.253585628399182
"Wave_1716",-0.243731204492137
"Wave_1717",-0.234749412362288
"Wave_1718",-0.225767625463228
"Wave_1719",-0.221344581961242
"Wave_1720",-0.213500282438393
"Wave_1721",-0.20565597399173
"Wave_1722",-0.197811655232915
"Wave_1723",-0.18750329414057
"Wave_1724",-0.177605647589545
"Wave_1725",-0.167708006824035
"Wave_1726",-0.158832034724363
"Wave_1727",-0.156195339810502
"Wave_1728",-0.15408162891037
"Wave_1729",-0.15196792116044
"Wave_1730",-0.150959553405759
"Wave_1731",-0.143671761259617
"Wave_1732",-0.136383922989057
"Wave_1733",-0.131179401640417
"Wave_1734",-0.130918427656639
"Wave_1735",-0.130692844927924
"Wave_1736",-0.130467246964734
"Wave_1737",-0.131640839995026
"Wave_1738",-0.127619020234037
"Wave_1739",-0.123597205054483
"Wave_1740",-0.120206708053192
"Wave_1741",-0.116543130577931
"Wave_1742",-0.111013895567165
"Wave_1743",-0.105484652876236
"Wave_1744",-0.102422171011924
"Wave_1745",-0.100757439762268
"Wave_1746",-0.099092742767341
"Wave_1747",-0.096796927431373
"Wave_1748",-0.0890506743518992
"Wave_1749",-0.0816486552822621
"Wave_1750",-0.0742466047816991
"Wave_1751",-0.0638040478583321
"Wave_1752",-0.0473119913899246
"Wave_1753",-0.0300676753613311
"Wave_1754",-0.0128233628898322
"Wave_1755",-0.0118873257218373
"Wave_1756",-0.0132439333555038
"Wave_1757",-0.0146005662854324
"Wave_1758",-0.0123327261619893
"Wave_1759",-0.00723362147319246
"Wave_1760",-0.00325109652159307
"Wave_1761",0.000731437026650565
"Wave_1762",0.0039350133591278
"Wave_1763",0.00804671300207339
"Wave_1764",0.0121584091030176
"Wave_1765",0.0174626401818851
"Wave_1766",0.0195043698004782
"Wave_1767",0.0175160690981577
"Wave_1768",0.0155277772005896
"Wave_1769",0.0245681441466846
"Wave_1770",0.0254532591346892
"Wave_1771",0.0263383652876649
"Wave_1772",0.0277718852818203
"Wave_1773",0.0287717268115979
"Wave_1774",0.0258303887257945
"Wave_1775",0.0228890392186947
"Wave_1776",0.0324854405983788
"Wave_1777",0.0363279931202913
"Wave_1778",0.0389341935427249
"Wave_1779",0.0412769459666144
"Wave_1780",0.0410999426476499
"Wave_1781",0.0375023010111743
"Wave_1782",0.0339046877501359
"Wave_1783",0.0364920964301764
"Wave_1784",0.0393348549106816
"Wave_1785",0.04121058328281
"Wave_1786",0.0433640001659872
"Wave_1787",0.0473574041864513
"Wave_1788",0.0487140400809459
"Wave_1789",0.0500706574417154
"Wave_1790",0.0532515674439875
"Wave_1791",0.0558481002993932
"Wave_1792",0.057673002615238
"Wave_1793",0.0604579776103482
"Wave_1794",0.0712711914972653
"Wave_1795",0.0765709091871326
"Wave_1796",0.0818706071512909
"Wave_1797",0.0842715142867849
"Wave_1798",0.0839486131726902
"Wave_1799",0.0837423665479684
"Wave_1800",0.0835360871184262
"Wave_1801",0.0918068968153681
"Wave_1802",0.097772434138175
"Wave_1803",0.10373796174045
"Wave_1804",0.106710209134435
"Wave_1805",0.108098104036462
"Wave_1806",0.110894968006954
"Wave_1807",0.113691808961135
"Wave_1808",0.120951771790961
"Wave_1809",0.127421321552503
"Wave_1810",0.133803043469996
"Wave_1811",0.13847356340812
"Wave_1812",0.140764066001682
"Wave_1813",0.143334810463887
"Wave_1814",0.145905574662416
"Wave_1815",0.1400889089624
"Wave_1816",0.137846956244749
"Wave_1817",0.136731655925723
"Wave_1818",0.134074296328992
"Wave_1819",0.131115380903786
"Wave_1820",0.132850115983347
"Wave_1821",0.134584834247554
"Wave_1822",0.139322076677238
"Wave_1823",0.145337262621785
"Wave_1824",0.151588527138864
"Wave_1825",0.153401512888521
"Wave_1826",0.15028858510472
"Wave_1827",0.154101678605695
"Wave_1828",0.157914760780809
"Wave_1829",0.151706062086699
"Wave_1830",0.156196759610099
"Wave_1831",0.165750172522012
"Wave_1832",0.171885932329798
"Wave_1833",0.174492211131246
"Wave_1834",0.183486513303477
"Wave_1835",0.192480802985009
"Wave_1836",0.188533009681684
"Wave_1837",0.192972583531058
"Wave_1838",0.203962454259818
"Wave_1839",0.209770642255331
"Wave_1840",0.209933834060713
"Wave_1841",0.229245219786597
"Wave_1842",0.248556637495093
"Wave_1843",0.242209575030434
"Wave_1844",0.246403648627023
"Wave_1845",0.259525762830536
"Wave_1846",0.267194843765034
"Wave_1847",0.26875778344406
"Wave_1848",0.288981488206092
"Wave_1849",0.309205183389659
"Wave_1850",0.296717885393504
"Wave_1851",0.296750330181041
"Wave_1852",0.312937070937131
"Wave_1853",0.317084068312334
"Wave_1854",0.303171511888436
"Wave_1855",0.314367957426444
"Wave_1856",0.325564416363979
"Wave_1857",0.306824269151131
"Wave_1858",0.300552356431929
"Wave_1859",0.306748677061839
"Wave_1860",0.299676112370891
"Wave_1861",0.279334696453233
"Wave_1862",0.273278743375242
"Wave_1863",0.26722279562224
"Wave_1864",0.235443617815724
"Wave_1865",0.215683539692718
"Wave_1866",0.213952136668083
"Wave_1867",0.203234499661456
"Wave_1868",0.183530623477496
"Wave_1869",0.173082275088
"Wave_1870",0.164504945339033
"Wave_1871",0.163511376683657
"Wave_1872",0.15577443288729
"Wave_1873",0.137922436490154
"Wave_1874",0.131539124333269
"Wave_1875",0.132801545148208
"Wave_1876",0.100226168866227
"Wave_1877",0.068178326700627
"Wave_1878",0.0747159786163405
"Wave_1879",0.0627437619156735
"Wave_1880",0.023006762386748
"Wave_1881",-0.000363714336667417
"Wave_1882",-0.0128231557268897
"Wave_1883",-0.0681700116242269
"Wave_1884",-0.117430672932061
"Wave_1885",-0.123285586755746
"Wave_1886",-0.146886349488648
"Wave_1887",-0.197105897761615
"Wave_1888",-0.217520125022573
"Wave_1889",-0.225160639509459
"Wave_1890",-0.264790807169034
"Wave_1891",-0.302278965440196
"Wave_1892",-0.316981468616121
"Wave_1893",-0.343533950906316
"Wave_1894",-0.38786140722563
"Wave_1895",-0.407318573309982
"Wave_1896",-0.420558163994822
"Wave_1897",-0.451109040586936
"Wave_1898",-0.518907892448799
"Wave_1899",-0.669130583077865
"Wave_1900",-0.697151292243119
"Wave_1901",-0.538014002027533
"Wave_1902",-0.344181468040389
"Wave_1903",-0.23276621729253
"Wave_1904",-0.287845083329885
"Wave_1905",-0.304204632847261
"Wave_1906",-0.32402389236071
"Wave_1907",-0.332808717874726
"Wave_1908",-0.338258317159184
"Wave_1909",-0.345768761254746
"Wave_1910",-0.358129649633443
"Wave_1911",-0.371689038014864
"Wave_1912",-0.388834766940557
"Wave_1913",-0.404168991676307
"Wave_1914",-0.422899102822449
"Wave_1915",-0.436460292311805
"Wave_1916",-0.446835976011321
"Wave_1917",-0.453913112659942
"Wave_1918",-0.456405588059876
"Wave_1919",-0.457831232863918
"Wave_1920",-0.457426859892976
"Wave_1921",-0.460678429211971
"Wave_1922",-0.466063790314649
"Wave_1923",-0.471220004487558
"Wave_1924",-0.475363530070097
"Wave_1925",-0.481263468368333
"Wave_1926",-0.491132123355487
"Wave_1927",-0.501242031495766
"Wave_1928",-0.509980402821385
"Wave_1929",-0.515213937630242
"Wave_1930",-0.519954824711236
"Wave_1931",-0.523562252462042
"Wave_1932",-0.526895051830294
"Wave_1933",-0.533804911364578
"Wave_1934",-0.538960121619121
"Wave_1935",-0.541890560898097
"Wave_1936",-0.536232574191654
"Wave_1937",-0.531040582135019
"Wave_1938",-0.529526517340795
"Wave_1939",-0.534690339251523
"Wave_1940",-0.540604149055299
"Wave_1941",-0.546584477653676
"Wave_1942",-0.547400857117262
"Wave_1943",-0.547740975500345
"Wave_1944",-0.545811999206678
"Wave_1945",-0.543336944036128
"Wave_1946",-0.5388275076133
"Wave_1947",-0.531733936417261
"Wave_1948",-0.524502926649231
"Wave_1949",-0.519669472197503
"Wave_1950",-0.508834795028667
"Wave_1951",-0.497725040139589
"Wave_1952",-0.486694544651476
"Wave_1953",-0.476843626716704
"Wave_1954",-0.465575567912496
"Wave_1955",-0.458607508596096
"Wave_1956",-0.452222204841981
"Wave_1957",-0.444496508095804
"Wave_1958",-0.433903374990308
"Wave_1959",-0.424371155542293
"Wave_1960",-0.416147586824352
"Wave_1961",-0.407146145677164
"Wave_1962",-0.397326479976319
"Wave_1963",-0.386251998331302
"Wave_1964",-0.37517751523125
"Wave_1965",-0.361974071153178
"Wave_1966",-0.348736356087537
"Wave_1967",-0.337463067016108
"Wave_1968",-0.327128241379454
"Wave_1969",-0.315932766913614
"Wave_1970",-0.300293797644819
"Wave_1971",-0.284111701226429
"Wave_1972",-0.268183407550699
"Wave_1973",-0.256852973914239
"Wave_1974",-0.248992957731087
"Wave_1975",-0.24140798784398
"Wave_1976",-0.231189222049722
"Wave_1977",-0.220243237020207
"Wave_1978",-0.210659247916436
"Wave_1979",-0.202301762011564
"Wave_1980",-0.1938169182361
"Wave_1981",-0.182677414725994
"Wave_1982",-0.17010776385269
"Wave_1983",-0.156046078227108
"Wave_1984",-0.140210072420473
"Wave_1985",-0.124374063873537
"Wave_1986",-0.111099199333552
"Wave_1987",-0.0990687204086869
"Wave_1988",-0.0886135481331837
"Wave_1989",-0.0807083080522916
"Wave_1990",-0.0723205916858346
"Wave_1991",-0.061100652462753
"Wave_1992",-0.0476472455757503
"Wave_1993",-0.0344993686446354
"Wave_1994",-0.0242768591689587
"Wave_1995",-0.0142299780173332
"Wave_1996",-0.0022757712258587
"Wave_1997",0.0137344789029418
"Wave_1998",0.0299834726803
"Wave_1999",0.0417127679185459
"Wave_2000",0.0506147133002095
"Wave_2001",0.0598484972764862
"Wave_2002",0.0667077124938089
"Wave_2003",0.0722174130835202
"Wave_2004",0.077219041192612
"Wave_2005",0.0890468304927979
"Wave_2006",0.101385898390765
"Wave_2007",0.117689565424147
"Wave_2008",0.133356322776687
"Wave_2009",0.146630948511074
"Wave_2010",0.153882985732133
"Wave_2011",0.160731636402354
"Wave_2012",0.167433731175873
"Wave_2013",0.175921011873708
"Wave_2014",0.186152427378902
"Wave_2015",0.195226976051544
"Wave_2016",0.202994897239502
"Wave_2017",0.212909829588824
"Wave_2018",0.235265041144821
"Wave_2019",0.257310582578103
"Wave_2020",0.268140867137742
"Wave_2021",0.273352342985738
"Wave_2022",0.277734204090841
"Wave_2023",0.284276823812344
"Wave_2024",0.290819441746384
"Wave_2025",0.295519705884876
"Wave_2026",0.303301423821401
"Wave_2027",0.311799190879729
"Wave_2028",0.315099685898655
"Wave_2029",0.316683158410492
"Wave_2030",0.318537590349906
"Wave_2031",0.32362854899218
"Wave_2032",0.328559492853041
"Wave_2033",0.338937086934334
"Wave_2034",0.351923272133211
"Wave_2035",0.363334729872025
"Wave_2036",0.371021944411779
"Wave_2037",0.378709163740618
"Wave_2038",0.377544052221665
"Wave_2039",0.37321727600725
"Wave_2040",0.37109665203066
"Wave_2041",0.376727845942205
"Wave_2042",0.382359037750205
"Wave_2043",0.387590852011267
"Wave_2044",0.39359190373616
"Wave_2045",0.399014077442118
"Wave_2046",0.395434657217327
"Wave_2047",0.391005127455282
"Wave_2048",0.388275629289422
"Wave_2049",0.389050885393817
"Wave_2050",0.389136522282258
"Wave_2051",0.384024016190021
"Wave_2052",0.377865931999916
"Wave_2053",0.376126490922783
"Wave_2054",0.378149384527499
"Wave_2055",0.380116250499434
"Wave_2056",0.378394933364772
"Wave_2057",0.374551036908878
"Wave_2058",0.37065791307457
"Wave_2059",0.377455825768706
"Wave_2060",0.384253723591853
"Wave_2061",0.38503246975392
"Wave_2062",0.383387328775897
"Wave_2063",0.381209126013435
"Wave_2064",0.366140173507631
"Wave_2065",0.351071224953143
"Wave_2066",0.339042801169586
"Wave_2067",0.330714836701017
"Wave_2068",0.321457607338573
"Wave_2069",0.317404509128203
"Wave_2070",0.314170574371826
"Wave_2071",0.309847638604889
"Wave_2072",0.301973369005544
"Wave_2073",0.292626095433184
"Wave_2074",0.278892391203311
"Wave_2075",0.265535090725846
"Wave_2076",0.253634192060889
"Wave_2077",0.246184217437055
"Wave_2078",0.23906519703347
"Wave_2079",0.231469017311342
"Wave_2080",0.223008879984057
"Wave_2081",0.216142601528919
"Wave_2082",0.209633698260969
"Wave_2083",0.201583463935832
"Wave_2084",0.186269305369114
"Wave_2085",0.173787093693178
"Wave_2086",0.167729365047748
"Wave_2087",0.162634438026567
"Wave_2088",0.157539521348037
"Wave_2089",0.139468414785343
"Wave_2090",0.123915646788599
"Wave_2091",0.11146135120894
"Wave_2092",0.0955067704220705
"Wave_2093",0.0795522068267767
"Wave_2094",0.0678892755374163
"Wave_2095",0.0595798800267384
"Wave_2096",0.0528405520204488
"Wave_2097",0.0539138659704016
"Wave_2098",0.0549871886308261
"Wave_2099",0.0436509874982263
"Wave_2100",0.0276995603187106
"Wave_2101",0.0131223061053472
"Wave_2102",0.0119564920686693
"Wave_2103",0.0107906794987277
"Wave_2104",-2.59381531236141e-05
"Wave_2105",-0.0153351071519269
"Wave_2106",-0.0270444750271642
"Wave_2107",-0.0354965205976612
"Wave_2108",-0.0439485876206848
"Wave_2109",-0.0588722077102134
"Wave_2110",-0.0665409179002241
"Wave_2111",-0.0707965295758864
"Wave_2112",-0.0796808614437816
"Wave_2113",-0.0885651910494746
"Wave_2114",-0.0951701551942404
"Wave_2115",-0.100459886219605
"Wave_2116",-0.108607198157154
"Wave_2117",-0.114150056343112
"Wave_2118",-0.119692899020726
"Wave_2119",-0.122580680642066
"Wave_2120",-0.130393473496315
"Wave_2121",-0.136638700924201
"Wave_2122",-0.141591859846366
"Wave_2123",-0.146545031702565
"Wave_2124",-0.151992491475013
"Wave_2125",-0.15563475963879
"Wave_2126",-0.158307077065986
"Wave_2127",-0.168380141608002
"Wave_2128",-0.17845320467118
"Wave_2129",-0.183031717875455
"Wave_2130",-0.186214502196121
"Wave_2131",-0.190718555377552
"Wave_2132",-0.189404477974801
"Wave_2133",-0.188090396396659
"Wave_2134",-0.190965351673811
"Wave_2135",-0.198228421758943
"Wave_2136",-0.204094115660869
"Wave_2137",-0.200998000403255
"Wave_2138",-0.197901882436204
"Wave_2139",-0.189119425630884
"Wave_2140",-0.177287461826259
"Wave_2141",-0.164193031538179
"Wave_2142",-0.153462179664922
"Wave_2143",-0.142731330032102
"Wave_2144",-0.142617993612666
"Wave_2145",-0.14178231253827
"Wave_2146",-0.140945186092926
"Wave_2147",-0.135533849860754
"Wave_2148",-0.130122519295825
"Wave_2149",-0.117917537729517
"Wave_2150",-0.108825865515626
"Wave_2151",-0.0997568864602054
"Wave_2152",-0.0878301300973701
"Wave_2153",-0.076334961760246
"Wave_2154",-0.0635300236694839
"Wave_2155",-0.0494265573513056
"Wave_2156",-0.0394007651402075
"Wave_2157",-0.0328956094808174
"Wave_2158",-0.0251717982748431
"Wave_2159",-0.0179013918692898
"Wave_2160",-0.0119000248116521
"Wave_2161",-0.00508996894255312
"Wave_2162",0.00212585021043576
"Wave_2163",0.0062505698039906
"Wave_2164",0.0137601773474308
"Wave_2165",0.0212697944630684
"Wave_2166",0.0369085292302603
"Wave_2167",0.0516763444610358
"Wave_2168",0.065097223512907
"Wave_2169",0.0694934672408439
"Wave_2170",0.0738897142630298
"Wave_2171",0.0777772835082806
"Wave_2172",0.0814105067311341
"Wave_2173",0.0826371502028567
"Wave_2174",0.0861042984618604
"Wave_2175",0.0895714418755346
"Wave_2176",0.104564937005742
"Wave_2177",0.117790366842068
"Wave_2178",0.132918523686549
"Wave_2179",0.1511985497091
"Wave_2180",0.169478581839466
"Wave_2181",0.175638091010213
"Wave_2182",0.182381560494174
"Wave_2183",0.186336506539055
"Wave_2184",0.180131794990016
"Wave_2185",0.17268591650167
"Wave_2186",0.169563687446532
"Wave_2187",0.166441460439987
"Wave_2188",0.163700260271647
"Wave_2189",0.160145840387634
"Wave_2190",0.158772991923308
"Wave_2191",0.175998783927017
"Wave_2192",0.193224551148127
"Wave_2193",0.206076848284495
"Wave_2194",0.217642629887068
"Wave_2195",0.229508433877431
"Wave_2196",0.241744659514429
"Wave_2197",0.253980892917072
"Wave_2198",0.245727363830501
"Wave_2199",0.231242858312245
"Wave_2200",0.219892702274335
"Wave_2201",0.215083981865428
"Wave_2202",0.210594416750543
"Wave_2203",0.202564364475172
"Wave_2204",0.194534307293204
"Wave_2205",0.190332507807377
