"","all_carb_m2.12.comps"
"Wave_1377",2.83108192546964
"Wave_1378",4.29386196673752
"Wave_1379",5.75664015472686
"Wave_1380",8.47126227481672
"Wave_1381",11.3249777548393
"Wave_1382",14.1786931740002
"Wave_1383",16.7780862908256
"Wave_1384",18.3601882908462
"Wave_1385",19.9422895095396
"Wave_1386",21.5243905999386
"Wave_1387",21.6760149950659
"Wave_1388",20.3971593996823
"Wave_1389",19.1183012083202
"Wave_1390",17.8394457290079
"Wave_1391",17.3488250302348
"Wave_1392",16.9543575711986
"Wave_1393",16.5598928720009
"Wave_1394",16.1654267425542
"Wave_1395",13.6180820939905
"Wave_1396",11.0707383839292
"Wave_1397",8.52339361063569
"Wave_1398",5.84888650150516
"Wave_1399",2.87766001284271
"Wave_1400",-0.0935661869067537
"Wave_1401",-3.06479242546384
"Wave_1402",-5.88378303386872
"Wave_1403",-8.60128203087636
"Wave_1404",-11.3187808453554
"Wave_1405",-14.0362824633551
"Wave_1406",-16.4222600479775
"Wave_1407",-18.7714037269877
"Wave_1408",-21.1205479735781
"Wave_1409",-23.3302840939585
"Wave_1410",-24.9823943555485
"Wave_1411",-26.6345056307391
"Wave_1412",-28.2866141688078
"Wave_1413",-29.7252479541535
"Wave_1414",-30.9504103970647
"Wave_1415",-32.1755725438119
"Wave_1416",-33.4007337606117
"Wave_1417",-34.1218936448316
"Wave_1418",-34.7170520035825
"Wave_1419",-35.3122110151778
"Wave_1420",-35.8519504658141
"Wave_1421",-35.8929219112891
"Wave_1422",-35.9338949604212
"Wave_1423",-35.9748667412506
"Wave_1424",-35.7239904833304
"Wave_1425",-35.2666487149298
"Wave_1426",-34.8093030430224
"Wave_1427",-34.3519609087873
"Wave_1428",-33.8069121402224
"Wave_1429",-33.2242750016707
"Wave_1430",-32.6416401944835
"Wave_1431",-32.0590025211083
"Wave_1432",-31.3542966560011
"Wave_1433",-30.7183283807936
"Wave_1434",-30.0823594281778
"Wave_1435",-29.3711229038462
"Wave_1436",-28.5630974275986
"Wave_1437",-27.7550755100622
"Wave_1438",-26.9470529597614
"Wave_1439",-26.0514491678487
"Wave_1440",-25.0974565323742
"Wave_1441",-24.1434642071274
"Wave_1442",-23.189470761573
"Wave_1443",-21.828893818385
"Wave_1444",-20.4303402709563
"Wave_1445",-19.0317871696758
"Wave_1446",-17.6613034039582
"Wave_1447",-16.4030981242876
"Wave_1448",-15.1448941860921
"Wave_1449",-13.8866916136356
"Wave_1450",-12.9239261750426
"Wave_1451",-12.2565984596941
"Wave_1452",-11.5892725739281
"Wave_1453",-10.9219449040858
"Wave_1454",-9.64348809482848
"Wave_1455",-8.21224885980508
"Wave_1456",-6.78100900917506
"Wave_1457",-5.36766842913697
"Wave_1458",-4.11539927576644
"Wave_1459",-2.86313495630059
"Wave_1460",-1.61086396518707
"Wave_1461",-0.343673543978511
"Wave_1462",0.945901420030863
"Wave_1463",2.23547695545103
"Wave_1464",3.52505108203968
"Wave_1465",4.7385181200085
"Wave_1466",5.91936323205677
"Wave_1467",7.10020728104006
"Wave_1468",8.28105225865111
"Wave_1469",9.7985111170152
"Wave_1470",11.3159718400381
"Wave_1471",12.8334289112811
"Wave_1472",14.2940142467785
"Wave_1473",15.6218922116785
"Wave_1474",16.9497655493988
"Wave_1475",18.2776428399133
"Wave_1476",19.6568783969496
"Wave_1477",20.9760191593715
"Wave_1478",22.2951618930694
"Wave_1479",23.6143053939179
"Wave_1480",24.720250488919
"Wave_1481",25.7765176939963
"Wave_1482",26.8327914466124
"Wave_1483",28.0461418101769
"Wave_1484",29.6260158145092
"Wave_1485",31.2058878088742
"Wave_1486",32.785761492086
"Wave_1487",33.8987017137178
"Wave_1488",34.7003533126058
"Wave_1489",35.5020047218122
"Wave_1490",36.3036529457824
"Wave_1491",37.4260958723417
"Wave_1492",38.5841775006114
"Wave_1493",39.7422612574795
"Wave_1494",40.8130530437459
"Wave_1495",41.5346779072051
"Wave_1496",42.256303218864
"Wave_1497",42.9779269185759
"Wave_1498",43.6570615512651
"Wave_1499",44.3078697633658
"Wave_1500",44.9586753073338
"Wave_1501",45.6094846383507
"Wave_1502",46.0281555396802
"Wave_1503",46.4210344257227
"Wave_1504",46.8139112962398
"Wave_1505",47.2146097453194
"Wave_1506",47.64660251035
"Wave_1507",48.0785917491727
"Wave_1508",48.5105831395621
"Wave_1509",48.4565590648814
"Wave_1510",48.0404823987027
"Wave_1511",47.6244033781434
"Wave_1512",47.2083245839538
"Wave_1513",46.5894536752605
"Wave_1514",45.9480480309704
"Wave_1515",45.3066459999708
"Wave_1516",44.8613227248951
"Wave_1517",45.2003384130703
"Wave_1518",45.5393573481898
"Wave_1519",45.8783737790381
"Wave_1520",45.23278379148
"Wave_1521",43.7839253950817
"Wave_1522",42.3350674702078
"Wave_1523",40.8862084891806
"Wave_1524",39.4418955642352
"Wave_1525",38.0120367151581
"Wave_1526",36.5821768299484
"Wave_1527",35.16472719142
"Wave_1528",33.7969045408406
"Wave_1529",32.4290854698848
"Wave_1530",31.0612636684137
"Wave_1531",29.4023487020447
"Wave_1532",27.5055769408083
"Wave_1533",25.6088027400227
"Wave_1534",23.7120302662936
"Wave_1535",21.7559965606713
"Wave_1536",19.7933781508939
"Wave_1537",17.8307632069419
"Wave_1538",15.8544601582907
"Wave_1539",13.8234183115908
"Wave_1540",11.7923732337638
"Wave_1541",9.76133157912341
"Wave_1542",7.68189601672783
"Wave_1543",5.62538514095811
"Wave_1544",3.56887400707024
"Wave_1545",1.51236437856228
"Wave_1546",-0.60767281141739
"Wave_1547",-2.73476721786282
"Wave_1548",-4.86186241118454
"Wave_1549",-7.05991577687403
"Wave_1550",-9.45953093463088
"Wave_1551",-11.8591455661519
"Wave_1552",-14.258760406722
"Wave_1553",-16.5908754657835
"Wave_1554",-18.8779878155461
"Wave_1555",-21.1651024507673
"Wave_1556",-23.4522156781783
"Wave_1557",-25.8072406175264
"Wave_1558",-28.1757700799475
"Wave_1559",-30.5442997409299
"Wave_1560",-32.7456947725915
"Wave_1561",-34.5571133628115
"Wave_1562",-36.3685291095619
"Wave_1563",-38.1799460485044
"Wave_1564",-40.2089542614167
"Wave_1565",-42.3607150142196
"Wave_1566",-44.5124743761849
"Wave_1567",-46.6642341879581
"Wave_1568",-48.0625318731923
"Wave_1569",-49.4608257866829
"Wave_1570",-50.859122162837
"Wave_1571",-52.3882242260804
"Wave_1572",-53.9068319043851
"Wave_1573",-55.4254391627723
"Wave_1574",-56.9440472320184
"Wave_1575",-58.0896781259019
"Wave_1576",-59.1008782237956
"Wave_1577",-60.1120781149858
"Wave_1578",-61.1413941961118
"Wave_1579",-62.1672589934612
"Wave_1580",-63.1931286243911
"Wave_1581",-64.2189952937895
"Wave_1582",-64.9662594011483
"Wave_1583",-65.2627978519033
"Wave_1584",-65.5593369233457
"Wave_1585",-65.8558714235525
"Wave_1586",-66.5844624647943
"Wave_1587",-67.4403626733631
"Wave_1588",-68.2962621766648
"Wave_1589",-69.0560587220991
"Wave_1590",-69.0921550131996
"Wave_1591",-69.128248705618
"Wave_1592",-69.1643443546907
"Wave_1593",-69.0855585067585
"Wave_1594",-69.0538869183025
"Wave_1595",-69.02221571813
"Wave_1596",-68.9905415556095
"Wave_1597",-68.9216398163931
"Wave_1598",-68.7475485734601
"Wave_1599",-68.5734542686871
"Wave_1600",-68.2352385578974
"Wave_1601",-67.2885277246439
"Wave_1602",-66.3418179820232
"Wave_1603",-65.3951063245695
"Wave_1604",-64.2412769900003
"Wave_1605",-62.8918246590233
"Wave_1606",-61.5423711896572
"Wave_1607",-60.1293590136739
"Wave_1608",-59.1701629114316
"Wave_1609",-58.3249491039803
"Wave_1610",-57.4797343217299
"Wave_1611",-56.3628972330547
"Wave_1612",-54.4740708864667
"Wave_1613",-52.5852434986573
"Wave_1614",-50.6964155267945
"Wave_1615",-49.0160287885025
"Wave_1616",-47.3700081193701
"Wave_1617",-45.7239871507076
"Wave_1618",-44.0780790207678
"Wave_1619",-42.3695311442656
"Wave_1620",-40.6609842684203
"Wave_1621",-38.952438644716
"Wave_1622",-37.4758965358083
"Wave_1623",-36.3215169437518
"Wave_1624",-35.1671394850153
"Wave_1625",-34.012762133419
"Wave_1626",-32.2561561118104
"Wave_1627",-30.2623924541995
"Wave_1628",-28.2686295452913
"Wave_1629",-26.3557563715363
"Wave_1630",-25.0815690771047
"Wave_1631",-23.8073811794048
"Wave_1632",-22.533193417346
"Wave_1633",-20.8260196523287
"Wave_1634",-18.7084187906188
"Wave_1635",-16.5908181161945
"Wave_1636",-14.4789705924889
"Wave_1637",-13.3164959147487
"Wave_1638",-12.2537533178407
"Wave_1639",-11.1910133424599
"Wave_1640",-9.964680798432
"Wave_1641",-8.28782607163672
"Wave_1642",-6.61097094767462
"Wave_1643",-4.93411881797635
"Wave_1644",-3.73079917038394
"Wave_1645",-2.60775329752225
"Wave_1646",-1.48470978260728
"Wave_1647",-0.518869942587269
"Wave_1648",0.854539911214326
"Wave_1649",2.22794941245847
"Wave_1650",3.60135928450693
"Wave_1651",5.27494310262975
"Wave_1652",7.11402829022703
"Wave_1653",8.95311496906668
"Wave_1654",10.7877036662931
"Wave_1655",12.4359997750794
"Wave_1656",14.047834962264
"Wave_1657",15.6596710711572
"Wave_1658",17.0826271474631
"Wave_1659",18.3800450694688
"Wave_1660",19.6774611529618
"Wave_1661",20.9748786174839
"Wave_1662",22.2946439372435
"Wave_1663",23.5760746053706
"Wave_1664",24.8575103366082
"Wave_1665",25.7083673425421
"Wave_1666",26.822550047074
"Wave_1667",27.9367337261894
"Wave_1668",29.050917454024
"Wave_1669",29.8814606974469
"Wave_1670",30.6209709213398
"Wave_1671",31.3604820538282
"Wave_1672",32.1154862049927
"Wave_1673",32.262539838626
"Wave_1674",32.2227413526384
"Wave_1675",32.1829431303262
"Wave_1676",31.8537108643828
"Wave_1677",31.6509112231627
"Wave_1678",31.4481134310758
"Wave_1679",31.2453147722564
"Wave_1680",30.8016795369656
"Wave_1681",30.1570085345351
"Wave_1682",29.5123371985068
"Wave_1683",28.4341243239707
"Wave_1684",26.2948576240342
"Wave_1685",24.155594515194
"Wave_1686",22.0163284730145
"Wave_1687",19.8825286197932
"Wave_1688",17.6542318940916
"Wave_1689",15.4259363636219
"Wave_1690",13.1126598215895
"Wave_1691",10.0794837927255
"Wave_1692",7.0575508014515
"Wave_1693",4.03561722135855
"Wave_1694",1.56644223350513
"Wave_1695",-0.200929660439755
"Wave_1696",-1.96830629406004
"Wave_1697",-3.73568000533073
"Wave_1698",-5.18700125108277
"Wave_1699",-6.16043376819968
"Wave_1700",-7.13386643659072
"Wave_1701",-7.82581638854935
"Wave_1702",-7.28850788001168
"Wave_1703",-6.75119698677264
"Wave_1704",-6.21388646085808
"Wave_1705",-5.05799685521833
"Wave_1706",-3.61604014221384
"Wave_1707",-2.17408255520219
"Wave_1708",-0.761353113889586
"Wave_1709",0.845261421283593
"Wave_1710",2.52957094673547
"Wave_1711",4.2138812515937
"Wave_1712",5.99705183776413
"Wave_1713",7.96989965672541
"Wave_1714",9.94274887859456
"Wave_1715",11.8804864673152
"Wave_1716",13.1862720428782
"Wave_1717",14.2814095859111
"Wave_1718",15.376546556062
"Wave_1719",15.9732577530571
"Wave_1720",16.6774811966469
"Wave_1721",17.3817046869811
"Wave_1722",18.0859289839561
"Wave_1723",17.6774794842488
"Wave_1724",17.1110955419868
"Wave_1725",16.544709955071
"Wave_1726",15.855065267459
"Wave_1727",14.6092461386087
"Wave_1728",13.3221750664063
"Wave_1729",12.0351016304766
"Wave_1730",10.3601671360379
"Wave_1731",8.9045240622194
"Wave_1732",7.44888573046457
"Wave_1733",6.05649091293772
"Wave_1734",4.7365141121761
"Wave_1735",3.38432951134796
"Wave_1736",2.03214461628914
"Wave_1737",0.0209091774979013
"Wave_1738",-1.78302416468583
"Wave_1739",-3.58695800651203
"Wave_1740",-5.37754839685852
"Wave_1741",-6.65002172432433
"Wave_1742",-7.61265591582472
"Wave_1743",-8.57528852116183
"Wave_1744",-9.60246860888944
"Wave_1745",-10.3870719047501
"Wave_1746",-11.171679258054
"Wave_1747",-11.8625987975265
"Wave_1748",-11.4792461217978
"Wave_1749",-10.7492460243532
"Wave_1750",-10.0192445625504
"Wave_1751",-8.66508851832658
"Wave_1752",-6.75736870308148
"Wave_1753",-4.8672967683654
"Wave_1754",-2.97722600478937
"Wave_1755",-2.6181203572517
"Wave_1756",-2.08537608883122
"Wave_1757",-1.55263255279798
"Wave_1758",-0.982539575790979
"Wave_1759",-0.928898230592615
"Wave_1760",-1.1206026552241
"Wave_1761",-1.31230669354817
"Wave_1762",-0.917754481643001
"Wave_1763",-0.0397377958235696
"Wave_1764",0.838276170715894
"Wave_1765",1.93022118113723
"Wave_1766",2.73490634062447
"Wave_1767",3.01530629217325
"Wave_1768",3.29570441776578
"Wave_1769",4.8353311351774
"Wave_1770",5.39558337883348
"Wave_1771",5.95583733948509
"Wave_1772",6.42693226978115
"Wave_1773",6.69507902258052
"Wave_1774",7.19375186634381
"Wave_1775",7.69242809223324
"Wave_1776",8.81552998051286
"Wave_1777",8.97869386150891
"Wave_1778",9.00546457138271
"Wave_1779",8.90610230605891
"Wave_1780",8.42215904041734
"Wave_1781",8.21804670795203
"Wave_1782",8.01393520087347
"Wave_1783",8.15618416405211
"Wave_1784",8.16679429033068
"Wave_1785",8.08676400256775
"Wave_1786",8.08928720247977
"Wave_1787",8.88539092929823
"Wave_1788",9.88400264681532
"Wave_1789",10.8826124212999
"Wave_1790",11.9360866001739
"Wave_1791",12.4678608677921
"Wave_1792",12.7603771755077
"Wave_1793",13.1240484503901
"Wave_1794",14.1327862787179
"Wave_1795",15.1831154249233
"Wave_1796",16.2334406017416
"Wave_1797",16.7804655369794
"Wave_1798",16.5351997607781
"Wave_1799",16.0972726515911
"Wave_1800",15.6593457936573
"Wave_1801",16.0451277415612
"Wave_1802",16.4305430681422
"Wave_1803",16.8159611382599
"Wave_1804",17.1598574725825
"Wave_1805",17.5536810659744
"Wave_1806",18.0389472569979
"Wave_1807",18.5242131361733
"Wave_1808",19.671013909729
"Wave_1809",20.3888439921442
"Wave_1810",21.0590056871907
"Wave_1811",21.6472812824924
"Wave_1812",22.1571541901174
"Wave_1813",22.733670615431
"Wave_1814",23.3101865512505
"Wave_1815",22.4453641808076
"Wave_1816",21.7901723499191
"Wave_1817",21.2274275741928
"Wave_1818",20.6555334756577
"Wave_1819",20.17356736197
"Wave_1820",19.9334494597218
"Wave_1821",19.6933329426448
"Wave_1822",19.7128446672653
"Wave_1823",19.91606615082
"Wave_1824",20.1580009107702
"Wave_1825",20.2814347338187
"Wave_1826",20.4290113450756
"Wave_1827",21.3841692355655
"Wave_1828",22.3393288880471
"Wave_1829",22.4271965539033
"Wave_1830",23.5515783778257
"Wave_1831",25.1614806917897
"Wave_1832",26.3384221029935
"Wave_1833",26.8576389810787
"Wave_1834",27.3437365209906
"Wave_1835",27.8298324498342
"Wave_1836",27.3198680149185
"Wave_1837",27.5934866327064
"Wave_1838",28.4632755947027
"Wave_1839",29.0855168402941
"Wave_1840",29.4953841851639
"Wave_1841",31.3358040761152
"Wave_1842",33.1762252592408
"Wave_1843",32.3024255158749
"Wave_1844",32.3178173578701
"Wave_1845",33.1270552470902
"Wave_1846",33.7037468057462
"Wave_1847",34.0536916694324
"Wave_1848",35.5022545205057
"Wave_1849",36.9508150407749
"Wave_1850",35.4367435903946
"Wave_1851",35.0037259405879
"Wave_1852",35.9809389745638
"Wave_1853",35.1848425363729
"Wave_1854",31.7287874445533
"Wave_1855",30.9860357134813
"Wave_1856",30.2432856092003
"Wave_1857",28.3346359787481
"Wave_1858",27.489529420535
"Wave_1859",27.7079617108747
"Wave_1860",25.8786300943602
"Wave_1861",22.001533176546
"Wave_1862",19.5433295219599
"Wave_1863",17.0851251719281
"Wave_1864",11.2737637258625
"Wave_1865",6.91662054849571
"Wave_1866",4.74081528797741
"Wave_1867",1.51695112377455
"Wave_1868",-2.75497303823246
"Wave_1869",-4.76454547479619
"Wave_1870",-6.65182425151816
"Wave_1871",-9.70077665820157
"Wave_1872",-12.7093172831213
"Wave_1873",-15.6572428537431
"Wave_1874",-18.2876871243805
"Wave_1875",-20.7064780708941
"Wave_1876",-25.1287024963152
"Wave_1877",-29.5180201780329
"Wave_1878",-31.6077759634262
"Wave_1879",-34.9821459504292
"Wave_1880",-40.2834373791492
"Wave_1881",-43.7468323989845
"Wave_1882",-45.9849612267473
"Wave_1883",-51.0772461018368
"Wave_1884",-55.128031446755
"Wave_1885",-53.7443078129391
"Wave_1886",-53.83425430852
"Wave_1887",-56.1347079634365
"Wave_1888",-54.7500092778771
"Wave_1889",-51.7859606962934
"Wave_1890",-52.3016766756314
"Wave_1891",-52.2809854873143
"Wave_1892",-48.5681056840903
"Wave_1893",-46.2481790279575
"Wave_1894",-46.017682651938
"Wave_1895",-43.2278377114453
"Wave_1896",-39.7981554459446
"Wave_1897",-39.0075736901796
"Wave_1898",-41.3068660019237
"Wave_1899",-50.1316531656857
"Wave_1900",-53.6974576362858
"Wave_1901",-48.7017102089208
"Wave_1902",-37.6482634888746
"Wave_1903",-29.2677192132884
"Wave_1904",-27.3862063273525
"Wave_1905",-25.8980811317714
"Wave_1906",-25.609908230082
"Wave_1907",-23.5834921333894
"Wave_1908",-20.9225234621548
"Wave_1909",-19.6494397864932
"Wave_1910",-17.4630437686979
"Wave_1911",-15.3907825828989
"Wave_1912",-13.420658771956
"Wave_1913",-10.9189306109565
"Wave_1914",-9.25348136452814
"Wave_1915",-8.0697293744262
"Wave_1916",-6.85348220431366
"Wave_1917",-5.46578815300431
"Wave_1918",-3.59840458879636
"Wave_1919",-1.81674091898702
"Wave_1920",-0.29480121907464
"Wave_1921",1.35187412716414
"Wave_1922",2.91077626032277
"Wave_1923",4.17847425020142
"Wave_1924",5.35898732351388
"Wave_1925",6.25167713218413
"Wave_1926",7.34455591724553
"Wave_1927",8.38172047776064
"Wave_1928",9.14384838408797
"Wave_1929",9.82770523363765
"Wave_1930",10.1969139592794
"Wave_1931",10.9934203883598
"Wave_1932",12.1079034625981
"Wave_1933",12.912343333308
"Wave_1934",12.8262738604135
"Wave_1935",12.8507954389664
"Wave_1936",13.1109179792846
"Wave_1937",13.0608937763844
"Wave_1938",12.9470424880696
"Wave_1939",12.9562475253549
"Wave_1940",13.0121736219323
"Wave_1941",12.566283398465
"Wave_1942",12.58005187369
"Wave_1943",12.6671852565219
"Wave_1944",12.879477373362
"Wave_1945",12.8393181121086
"Wave_1946",12.7491230755662
"Wave_1947",12.2652975478044
"Wave_1948",11.6955730809544
"Wave_1949",10.9697719680051
"Wave_1950",11.2034362242937
"Wave_1951",11.4920459116846
"Wave_1952",11.4798514939661
"Wave_1953",10.9470709506512
"Wave_1954",10.191739937259
"Wave_1955",9.01046603084819
"Wave_1956",7.79835014209602
"Wave_1957",6.8953989004337
"Wave_1958",6.55773831521519
"Wave_1959",6.17502478252171
"Wave_1960",6.00808158032956
"Wave_1961",6.05506782723487
"Wave_1962",5.95076318358136
"Wave_1963",5.1868405375582
"Wave_1964",4.42291806097821
"Wave_1965",3.74059144998458
"Wave_1966",3.33942668405863
"Wave_1967",2.76020865858929
"Wave_1968",2.2948561738077
"Wave_1969",1.99276612001875
"Wave_1970",2.02750300122736
"Wave_1971",1.76601988441032
"Wave_1972",1.49687486915276
"Wave_1973",1.25743804648751
"Wave_1974",1.16599805776916
"Wave_1975",1.01508724372574
"Wave_1976",1.15002653967309
"Wave_1977",1.37129663757697
"Wave_1978",1.27136315720863
"Wave_1979",0.767193454237225
"Wave_1980",0.255307971102861
"Wave_1981",-0.296013522842414
"Wave_1982",-0.853048453838222
"Wave_1983",-1.21799625878693
"Wave_1984",-0.51883040205958
"Wave_1985",0.180335331455504
"Wave_1986",0.372376653956928
"Wave_1987",0.309209988446919
"Wave_1988",0.143880970321642
"Wave_1989",0.326483258301299
"Wave_1990",0.760361106772726
"Wave_1991",1.55755302898429
"Wave_1992",2.15285830502531
"Wave_1993",2.70451542523398
"Wave_1994",3.00706709449358
"Wave_1995",3.45334620491461
"Wave_1996",3.89027489364169
"Wave_1997",4.31502337475895
"Wave_1998",4.73945730894067
"Wave_1999",4.95693403150923
"Wave_2000",5.31710566981768
"Wave_2001",5.82885162990933
"Wave_2002",6.23047151054299
"Wave_2003",6.43331971315679
"Wave_2004",6.46383419060042
"Wave_2005",6.96954465113065
"Wave_2006",7.53192977659335
"Wave_2007",8.68710687585687
"Wave_2008",9.92500490125195
"Wave_2009",10.8590493539064
"Wave_2010",11.9612761283598
"Wave_2011",13.1159513032873
"Wave_2012",13.7658521424891
"Wave_2013",14.1547410129132
"Wave_2014",14.7819414073445
"Wave_2015",15.3428058788765
"Wave_2016",15.7480707265912
"Wave_2017",16.361001328423
"Wave_2018",18.1207394064233
"Wave_2019",19.8374765222992
"Wave_2020",20.4435483991962
"Wave_2021",20.56718330369
"Wave_2022",20.7459708396697
"Wave_2023",21.934977117941
"Wave_2024",23.12398345165
"Wave_2025",23.7737728112032
"Wave_2026",24.3962917689812
"Wave_2027",25.1735160401253
"Wave_2028",26.1022979242161
"Wave_2029",26.9787244633102
"Wave_2030",27.6785530084413
"Wave_2031",28.2623737741987
"Wave_2032",28.7664762539754
"Wave_2033",28.6840957498308
"Wave_2034",28.4870261097058
"Wave_2035",28.4757528500428
"Wave_2036",29.6266037461093
"Wave_2037",30.7774551920319
"Wave_2038",31.2016109767221
"Wave_2039",31.4726447691042
"Wave_2040",32.1455631921474
"Wave_2041",33.0140210155959
"Wave_2042",33.882478318115
"Wave_2043",33.7067677189202
"Wave_2044",33.2330370613657
"Wave_2045",32.7400067312688
"Wave_2046",31.563901607272
"Wave_2047",30.3169016372567
"Wave_2048",29.9088287633956
"Wave_2049",30.2073847844441
"Wave_2050",30.3599454271733
"Wave_2051",29.9585713888605
"Wave_2052",29.5700749892303
"Wave_2053",29.3157527315467
"Wave_2054",28.9855229690535
"Wave_2055",28.678374546691
"Wave_2056",27.8427424099874
"Wave_2057",26.5162995515988
"Wave_2058",25.0627854629005
"Wave_2059",24.7488769931875
"Wave_2060",24.4349687685978
"Wave_2061",23.875885470996
"Wave_2062",23.4852338610002
"Wave_2063",23.0502669806032
"Wave_2064",20.9239240492373
"Wave_2065",18.7975796865878
"Wave_2066",17.5664213047017
"Wave_2067",16.9527465720693
"Wave_2068",16.1215440866835
"Wave_2069",15.1268886417286
"Wave_2070",14.1704673863921
"Wave_2071",13.2654634111825
"Wave_2072",12.0608718589945
"Wave_2073",10.752369714337
"Wave_2074",8.57372137583593
"Wave_2075",6.28144678745853
"Wave_2076",3.98847930221627
"Wave_2077",2.23486021012629
"Wave_2078",0.495084139373123
"Wave_2079",-1.51346342727838
"Wave_2080",-3.62035570748568
"Wave_2081",-4.75538693604972
"Wave_2082",-5.21231113141193
"Wave_2083",-5.94690063530089
"Wave_2084",-8.42955658221777
"Wave_2085",-10.5903947941764
"Wave_2086",-12.0833404404874
"Wave_2087",-13.7500315902724
"Wave_2088",-15.416723868781
"Wave_2089",-18.1899914661673
"Wave_2090",-20.4218474888554
"Wave_2091",-21.967012307444
"Wave_2092",-23.7337301158704
"Wave_2093",-25.5004457811185
"Wave_2094",-27.031535608267
"Wave_2095",-28.3152286122191
"Wave_2096",-29.5743636863309
"Wave_2097",-31.1057224689548
"Wave_2098",-32.6370803941659
"Wave_2099",-34.8898747320807
"Wave_2100",-37.2733738796271
"Wave_2101",-39.5465899267333
"Wave_2102",-40.5785464971334
"Wave_2103",-41.6105033185604
"Wave_2104",-42.9159726038162
"Wave_2105",-44.4912067890919
"Wave_2106",-45.4162789080357
"Wave_2107",-45.7240922522495
"Wave_2108",-46.0319050154771
"Wave_2109",-47.7888797846268
"Wave_2110",-48.6359559896553
"Wave_2111",-48.9069535594264
"Wave_2112",-49.7721583883139
"Wave_2113",-50.6373634342884
"Wave_2114",-51.5912105654171
"Wave_2115",-52.8306240611253
"Wave_2116",-54.6434204849157
"Wave_2117",-55.7513357704906
"Wave_2118",-56.8592492191381
"Wave_2119",-56.2097016213964
"Wave_2120",-55.6287974163678
"Wave_2121",-55.1268153154427
"Wave_2122",-55.3906865020538
"Wave_2123",-55.6545571477318
"Wave_2124",-56.2464052129142
"Wave_2125",-56.6698202345957
"Wave_2126",-56.885568065245
"Wave_2127",-57.004669480609
"Wave_2128",-57.1237692853505
"Wave_2129",-56.8412502935491
"Wave_2130",-56.7022128306226
"Wave_2131",-56.8215144974749
"Wave_2132",-56.5065754011208
"Wave_2133",-56.1916353824009
"Wave_2134",-56.1595971345337
"Wave_2135",-56.7143879887727
"Wave_2136",-57.1461147913148
"Wave_2137",-57.0335587703897
"Wave_2138",-56.9210038424678
"Wave_2139",-55.989676339218
"Wave_2140",-54.7365296688892
"Wave_2141",-53.0735037503194
"Wave_2142",-50.7520218569567
"Wave_2143",-48.4305389351196
"Wave_2144",-47.324487221383
"Wave_2145",-46.1025335067032
"Wave_2146",-45.2914232076399
"Wave_2147",-45.1388145412578
"Wave_2148",-44.9862068564031
"Wave_2149",-42.7927936512196
"Wave_2150",-40.8817066800133
"Wave_2151",-39.174037710068
"Wave_2152",-37.5335524017489
"Wave_2153",-35.9442752799049
"Wave_2154",-34.048764467442
"Wave_2155",-31.9614770794116
"Wave_2156",-30.3153405555768
"Wave_2157",-28.895647982443
"Wave_2158",-27.2788549278682
"Wave_2159",-25.5421546248999
"Wave_2160",-23.9892342645162
"Wave_2161",-22.6520841138006
"Wave_2162",-21.6535678119706
"Wave_2163",-20.9831335806558
"Wave_2164",-19.1920021157597
"Wave_2165",-17.4008676733597
"Wave_2166",-15.1934120546755
"Wave_2167",-13.2931480809666
"Wave_2168",-11.4487864461834
"Wave_2169",-10.7814453870811
"Wave_2170",-10.1141058868127
"Wave_2171",-8.97718654889017
"Wave_2172",-7.52708883757714
"Wave_2173",-6.72937107174084
"Wave_2174",-6.21610679363989
"Wave_2175",-5.70284338266088
"Wave_2176",-3.84282133724886
"Wave_2177",-2.30650692594509
"Wave_2178",-0.621466867743556
"Wave_2179",1.3538326225056
"Wave_2180",3.32913490301505
"Wave_2181",6.1297233263828
"Wave_2182",9.17856640078135
"Wave_2183",11.6999145116775
"Wave_2184",12.7537650431092
"Wave_2185",13.6275353102414
"Wave_2186",15.5925111651511
"Wave_2187",17.5574868088218
"Wave_2188",18.5024139661722
"Wave_2189",18.7411242251266
"Wave_2190",19.2761629240031
"Wave_2191",21.167456887039
"Wave_2192",23.0587487738305
"Wave_2193",25.1936189472993
"Wave_2194",27.4202808966924
"Wave_2195",29.5741993822941
"Wave_2196",31.5562582654897
"Wave_2197",33.5383173831387
"Wave_2198",33.761973182379
"Wave_2199",33.5241457971326
"Wave_2200",34.0852699825948
"Wave_2201",35.9925038885206
"Wave_2202",37.9934705416049
"Wave_2203",40.9195993967346
"Wave_2204",43.8457260360414
"Wave_2205",46.7007375830601
"Wave_2206",49.6154686119692
"Wave_2207",51.9857964698032
"Wave_2208",51.9966212883924
"Wave_2209",52.0074432245211
"Wave_2210",52.3689351677458
"Wave_2211",52.6657235240552
"Wave_2212",52.7372669366347
"Wave_2213",53.9569252328343
"Wave_2214",55.30448768164
"Wave_2215",57.5046422899561
"Wave_2216",59.6716241402617
"Wave_2217",61.2471562754621
"Wave_2218",62.2657547305829
"Wave_2219",63.3170042802121
"Wave_2220",64.2278599407621
"Wave_2221",65.1387147591739
"Wave_2222",66.6697953142181
"Wave_2223",68.3646371506916
"Wave_2224",69.4919519912568
"Wave_2225",69.6751425831181
"Wave_2226",69.8583315074709
"Wave_2227",70.1958339118843
"Wave_2228",70.5018540067084
"Wave_2229",70.944830821424
"Wave_2230",71.4694818022328
"Wave_2231",72.0486862746028
