"","starch_umol_Glc_m2.12.comps"
"Wave_705",-0.395950966632447
"Wave_706",0.738689784759801
"Wave_707",2.78375979044595
"Wave_708",5.99387299556479
"Wave_709",6.71162526290933
"Wave_710",6.97803586473132
"Wave_711",9.85103112001756
"Wave_712",12.8242012669317
"Wave_713",12.4148942081436
"Wave_714",13.9424334153355
"Wave_715",13.0792941719168
"Wave_716",13.8956298551814
"Wave_717",14.0430531566199
"Wave_718",14.3215291639528
"Wave_719",16.620742352023
"Wave_720",16.4859468116825
"Wave_721",17.8158430486564
"Wave_722",19.7098505755323
"Wave_723",20.6570650650106
"Wave_724",20.7774323723791
"Wave_725",20.2318841662324
"Wave_726",19.4568943195448
"Wave_727",19.9917195482897
"Wave_728",14.6649408615127
"Wave_729",8.30246089581161
"Wave_730",-0.840406481336386
"Wave_731",-3.76695819411322
"Wave_732",-7.27226148522398
"Wave_733",-12.0498094718592
"Wave_734",-19.0095338745936
"Wave_735",-29.9141407363859
"Wave_736",-40.9850332033736
"Wave_737",-50.2391467876435
"Wave_738",-53.6672039334344
"Wave_739",-57.9753890679214
"Wave_740",-57.816887798754
"Wave_741",-58.8974291987058
"Wave_742",-63.9423259598584
"Wave_743",-66.471834215303
"Wave_744",-68.5911744687033
"Wave_745",-65.9440267281351
"Wave_746",-61.3661560410769
"Wave_747",-59.548937300961
"Wave_748",-56.4824027337024
"Wave_749",-56.221836842879
"Wave_750",-56.7065862417414
"Wave_751",-56.2936481390528
"Wave_752",-57.381766691869
"Wave_753",-52.7163769775685
"Wave_754",-47.3350023159453
"Wave_755",-43.1267308411225
"Wave_756",-42.1176486841708
"Wave_757",-41.0402674645754
"Wave_758",-41.5625288323495
"Wave_759",-37.9549698911486
"Wave_760",-31.7625011388368
"Wave_761",-28.081701117899
"Wave_762",-23.064746840955
"Wave_763",-21.5406348935117
"Wave_764",-22.1110697913172
"Wave_765",-18.9047994493195
"Wave_766",-16.3488884245619
"Wave_767",-13.8181050724142
"Wave_768",-11.6157373478552
"Wave_769",-7.41023839557529
"Wave_770",-6.10639755854379
"Wave_771",-0.953248147847245
"Wave_772",-1.81597721042457
"Wave_773",-2.33708887220055
"Wave_774",0.234617315576335
"Wave_775",3.11188107177178
"Wave_776",7.93343528686488
"Wave_777",8.81508857293776
"Wave_778",7.58251588505197
"Wave_779",11.0322725390025
"Wave_780",15.9201121102698
"Wave_781",16.6774269277662
"Wave_782",15.1251556816723
"Wave_783",17.0053446561088
"Wave_784",16.7654456033227
"Wave_785",19.2359062356101
"Wave_786",17.0056290744017
"Wave_787",18.0526214038491
"Wave_788",21.3588712609839
"Wave_789",23.526711961547
"Wave_790",24.0834200072566
"Wave_791",26.9536852940144
"Wave_792",25.1152170115308
"Wave_793",25.2709064707851
"Wave_794",26.4637468550736
"Wave_795",25.0157191314174
"Wave_796",24.4484255534252
"Wave_797",25.1104796761951
"Wave_798",28.0270372273276
"Wave_799",28.7920643331478
"Wave_800",27.5110996893008
"Wave_801",23.8990746966004
"Wave_802",24.7464000043387
"Wave_803",28.1226118078588
"Wave_804",30.1995031486523
"Wave_805",33.1125746418961
"Wave_806",35.9338011612454
"Wave_807",32.7165125447619
"Wave_808",31.1348147482316
"Wave_809",28.5342056120038
"Wave_810",29.9739043127107
"Wave_811",29.2320301146263
"Wave_812",32.6127272161101
"Wave_813",32.1088605615775
"Wave_814",27.5616475908763
"Wave_815",27.4763823195303
"Wave_816",26.7106131893631
"Wave_817",22.8482868558947
"Wave_818",25.6539612726056
"Wave_819",27.5542786237476
"Wave_820",27.2883983425778
"Wave_821",28.5949186193713
"Wave_822",29.5735168815591
"Wave_823",29.8471164417723
"Wave_824",27.8242711819326
"Wave_825",27.3941517225097
"Wave_826",28.0988939303851
"Wave_827",27.0116329005116
"Wave_828",28.2500674915683
"Wave_829",25.8645389758234
"Wave_830",22.0478737859321
"Wave_831",23.9140759881952
"Wave_832",25.3596753660943
"Wave_833",21.5532655051851
"Wave_834",21.9797456404443
"Wave_835",19.7181905418844
"Wave_836",22.4206343757607
"Wave_837",21.0193735319264
"Wave_838",22.8110741892165
"Wave_839",23.0146831143869
"Wave_840",18.9782322251024
"Wave_841",21.0642695607982
"Wave_842",26.7495030369022
"Wave_843",18.4475111170999
"Wave_844",15.7440979723388
"Wave_845",27.4861215966236
"Wave_846",24.0391585391953
"Wave_847",24.8127493592403
"Wave_848",20.847335198319
"Wave_849",14.4425919893089
"Wave_850",12.0878814298825
"Wave_851",11.2007103050389
"Wave_852",14.7312635503277
"Wave_853",18.5068387669637
"Wave_854",13.3174728680172
"Wave_855",15.7789713700604
"Wave_856",16.9642949785781
"Wave_857",16.2926325340412
"Wave_858",14.6169800078799
"Wave_859",11.2618086115576
"Wave_860",11.0619170562962
"Wave_861",11.2019114490395
"Wave_862",8.94904333621798
"Wave_863",9.27603089265636
"Wave_864",8.77801460514789
"Wave_865",13.0080757993055
"Wave_866",16.3856314039834
"Wave_867",17.6674257139357
"Wave_868",13.9129404527561
"Wave_869",10.9187016072244
"Wave_870",6.11332420886155
"Wave_871",5.37265571636926
"Wave_872",8.51555625036433
"Wave_873",20.2124211955278
"Wave_874",15.1777540864584
"Wave_875",8.94051724307277
"Wave_876",6.15071649243745
"Wave_877",6.07601268194957
"Wave_878",13.4914066306151
"Wave_879",7.73463769211676
"Wave_880",13.4371984215261
"Wave_881",13.2727736819214
"Wave_882",4.76444260756742
"Wave_883",19.0116634397465
"Wave_884",9.47538029944041
"Wave_885",5.7194447998222
"Wave_886",5.27649690374985
"Wave_887",5.40528271005719
"Wave_888",6.81072455738522
"Wave_889",14.1164950540811
"Wave_890",3.72545243476959
"Wave_891",10.0972876189071
"Wave_892",3.66214064116527
"Wave_893",2.57303953242431
"Wave_894",6.65878652612765
"Wave_895",13.40592074591
"Wave_896",5.38342919140651
"Wave_897",3.21488163117951
"Wave_898",1.11958718823777
"Wave_899",-1.92692552346217
"Wave_900",-1.65456352006834
"Wave_901",3.25634179443956
"Wave_902",6.89761864705921
"Wave_903",2.61527556671027
"Wave_904",-3.50797115987242
"Wave_905",-4.39036916895375
"Wave_906",-1.31005259270837
"Wave_907",-2.28953863389162
"Wave_908",-5.30184691628383
"Wave_909",7.2513949479527
"Wave_910",-2.33925505931301
"Wave_911",-6.19126946413095
"Wave_912",-3.00413685233751
"Wave_913",-1.63843501594988
"Wave_914",-3.70213029948069
"Wave_915",-5.09481553988619
"Wave_916",-7.81431827670646
"Wave_917",-11.3040075530226
"Wave_918",-15.9818052953377
"Wave_919",-16.5715257836066
"Wave_920",-6.15518957527982
"Wave_921",1.53206812131001
"Wave_922",-7.86986895046673
"Wave_923",-18.7610492375208
"Wave_924",-20.4925658729395
"Wave_925",-14.3152097352168
"Wave_926",-5.07827439250559
"Wave_927",2.66215359092696
"Wave_928",0.702905496013076
"Wave_929",-15.4288153811513
"Wave_930",-21.432386701243
"Wave_931",-22.7912620492159
"Wave_932",-15.1068369783953
"Wave_933",-0.840449137235198
"Wave_934",-4.62703184735393
"Wave_935",-26.8782942074432
"Wave_936",-29.1095166981876
"Wave_937",-12.2114484788382
"Wave_938",-4.0458646980621
"Wave_939",-2.04830137822284
"Wave_940",-0.663736099504295
"Wave_941",-17.1257635343641
"Wave_942",-26.5205176062051
"Wave_943",-21.6880756895453
"Wave_944",-10.7743787439605
"Wave_945",-14.2428472365061
"Wave_946",-26.1900906398582
"Wave_947",-26.2895882201096
"Wave_948",-11.573669376359
"Wave_949",-9.65275466319908
"Wave_950",2.84175426339969
"Wave_951",-13.650202721296
"Wave_952",-22.3937645101387
"Wave_953",-23.5239776153959
"Wave_954",-28.8905428762325
"Wave_955",-23.4743063566832
"Wave_956",-7.38730882896139
"Wave_957",-31.0478218878828
"Wave_958",-12.911505229801
"Wave_959",-5.96076227567828
"Wave_960",-18.6397118230531
"Wave_961",-27.9857676112697
"Wave_962",-22.8408673289457
"Wave_963",-21.4781496960738
"Wave_964",-25.0534099963104
"Wave_965",-20.1875364745395
"Wave_966",-24.0111744628023
"Wave_967",-26.8054165932917
"Wave_968",-23.6895320407954
"Wave_969",-20.1473402138037
"Wave_970",-23.4557227429167
"Wave_971",-19.3920520471575
"Wave_972",-20.2284980523048
"Wave_973",-22.5453010160609
"Wave_974",-24.8621068025259
"Wave_975",-24.31088717682
"Wave_976",-23.5545022254356
"Wave_977",-23.5658749627611
"Wave_978",-23.5772495251087
"Wave_979",-19.6762002362476
"Wave_980",-14.460864338877
"Wave_981",-8.65914702213275
"Wave_982",-3.55833433124134
"Wave_983",-4.7656913451152
"Wave_984",-6.97041415350249
"Wave_985",-9.42447710136878
"Wave_986",-11.2612123197354
"Wave_987",-10.6286357142184
"Wave_988",-4.77932930520802
"Wave_989",1.06997703371357
"Wave_990",7.1725374771705
"Wave_991",13.3292762410214
"Wave_992",18.1831829509102
"Wave_993",23.0370921882972
"Wave_994",25.623535643236
"Wave_995",26.6681308219226
"Wave_996",27.6422404318656
"Wave_997",28.6163513601925
"Wave_998",27.9458283183265
"Wave_999",26.1222652508993
"Wave_1000",23.8505075806481
"Wave_1001",21.5787526887847
"Wave_1002",23.208841097373
"Wave_1003",24.3615379679775
"Wave_1004",25.1238364717308
"Wave_1005",25.7752212992743
"Wave_1006",25.4283656072537
"Wave_1007",27.5811707196175
"Wave_1008",30.0117146956037
"Wave_1009",31.494959809012
"Wave_1010",29.1114317759775
"Wave_1011",26.0296359977443
"Wave_1012",22.9478400401791
"Wave_1013",20.0207213198984
"Wave_1014",16.9288041828997
"Wave_1015",12.9109819362093
"Wave_1016",8.89315853081016
"Wave_1017",5.44804827265276
"Wave_1018",1.96230515763735
"Wave_1019",-1.94587981828781
"Wave_1020",-5.85406705509832
"Wave_1021",-9.91305980252312
"Wave_1022",-13.0477037941868
"Wave_1023",-15.7584985184017
"Wave_1024",-18.4692933361294
"Wave_1025",-20.6118423129248
"Wave_1026",-21.5638533526973
"Wave_1027",-22.3905975405121
"Wave_1028",-23.1272722736775
"Wave_1029",-23.1162264110054
"Wave_1030",-23.6712782947045
"Wave_1031",-24.226332207117
"Wave_1032",-24.6261280649223
"Wave_1033",-24.2444844386308
"Wave_1034",-23.4885219562664
"Wave_1035",-22.7325597971042
"Wave_1036",-22.2526636626206
"Wave_1037",-21.5966895794021
"Wave_1038",-20.3505385453568
"Wave_1039",-19.1043862576793
"Wave_1040",-17.7852433960182
"Wave_1041",-17.7586187821804
"Wave_1042",-18.3067822992938
"Wave_1043",-18.85494812987
"Wave_1044",-19.1910765829437
"Wave_1045",-18.4495352279727
"Wave_1046",-17.5941432103816
"Wave_1047",-16.7387512708732
"Wave_1048",-16.2274009867066
"Wave_1049",-16.9051592861784
"Wave_1050",-17.5829179964286
"Wave_1051",-18.2340175977494
"Wave_1052",-18.4144157809754
"Wave_1053",-18.0563899935235
"Wave_1054",-17.6983627354836
"Wave_1055",-17.3898202269479
"Wave_1056",-17.5586337568901
"Wave_1057",-18.0893430829648
"Wave_1058",-18.6200531532063
"Wave_1059",-18.981856391856
"Wave_1060",-19.1694156959472
"Wave_1061",-19.3546851091995
"Wave_1062",-19.5399561371997
"Wave_1063",-19.6580730505321
"Wave_1064",-19.6373455739625
"Wave_1065",-19.6043880618585
"Wave_1066",-19.571430522281
"Wave_1067",-19.3677733783031
"Wave_1068",-18.5873226350305
"Wave_1069",-17.8068697452886
"Wave_1070",-17.0264190375978
"Wave_1071",-16.4022046932478
"Wave_1072",-16.0868039715826
"Wave_1073",-15.7714000940767
"Wave_1074",-15.3107860097586
"Wave_1075",-15.0277937779593
"Wave_1076",-15.5032701703644
"Wave_1077",-15.9787456470519
"Wave_1078",-16.8903428738362
"Wave_1079",-17.8075772512961
"Wave_1080",-18.4468622348421
"Wave_1081",-19.086144141615
"Wave_1082",-19.3368376871445
"Wave_1083",-19.918943452478
"Wave_1084",-20.5666580857365
"Wave_1085",-21.2143722903332
"Wave_1086",-21.1311888110761
"Wave_1087",-20.3184775444028
"Wave_1088",-19.5057672717267
"Wave_1089",-18.6930557313473
"Wave_1090",-18.1883848798314
"Wave_1091",-16.8820869259442
"Wave_1092",-15.5757883418602
"Wave_1093",-14.1285268936919
"Wave_1094",-12.1123108468469
"Wave_1095",-10.0926951587136
"Wave_1096",-8.0730794362461
"Wave_1097",-6.13083240516298
"Wave_1098",-5.22092842606272
"Wave_1099",-4.52397730236738
"Wave_1100",-3.82702879603512
"Wave_1101",-3.03325210051481
"Wave_1102",-2.41812637010455
"Wave_1103",-1.80300365604887
"Wave_1104",-1.18787914420437
"Wave_1105",-0.902410809282002
"Wave_1106",-0.932372250132685
"Wave_1107",-0.962332260254495
"Wave_1108",-0.992294932366687
"Wave_1109",-0.901550703922947
"Wave_1110",-0.936187831596658
"Wave_1111",-0.970823815475568
"Wave_1112",-0.889480463845192
"Wave_1113",-0.00905165025738697
"Wave_1114",0.708214356420592
"Wave_1115",1.42548076510531
"Wave_1116",1.83562188014026
"Wave_1117",2.19474653091798
"Wave_1118",2.72027285826498
"Wave_1119",3.24579912572254
"Wave_1120",4.09482378820257
"Wave_1121",3.99835031836863
"Wave_1122",3.90187900343676
"Wave_1123",3.805403903554
"Wave_1124",4.35023241297468
"Wave_1125",4.75360921239012
"Wave_1126",5.1569883591441
"Wave_1127",5.56036721404736
"Wave_1128",6.26051767071299
"Wave_1129",6.40091441190899
"Wave_1130",6.54131092902939
"Wave_1131",6.81102141635049
"Wave_1132",7.24835969760337
"Wave_1133",7.25874976409079
"Wave_1134",7.26914020054661
"Wave_1135",7.34547041053712
"Wave_1136",6.79968113853926
"Wave_1137",6.16767287502508
"Wave_1138",5.5356639216332
"Wave_1139",4.89547078440492
"Wave_1140",3.76958169987675
"Wave_1141",2.64369365371498
"Wave_1142",1.51780270152844
"Wave_1143",-0.198487745976025
"Wave_1144",-1.38136878892849
"Wave_1145",-2.56424901247232
"Wave_1146",-3.74713139246819
"Wave_1147",-4.88952638049166
"Wave_1148",-5.64371598514404
"Wave_1149",-6.39790799787626
"Wave_1150",-7.15962541908626
"Wave_1151",-7.43869142325534
"Wave_1152",-7.58015556717172
"Wave_1153",-7.72162265116788
"Wave_1154",-8.71933939919001
"Wave_1155",-8.27512322171995
"Wave_1156",-7.83090513672977
"Wave_1157",-7.38669040739568
"Wave_1158",-6.52612957905155
"Wave_1159",-5.21219485039093
"Wave_1160",-3.89825768635011
"Wave_1161",-2.58432362676839
"Wave_1162",-1.94856109599128
"Wave_1163",-1.53659913374341
"Wave_1164",-1.12463729399003
"Wave_1165",-0.7126746291538
"Wave_1166",-0.385978525544451
"Wave_1167",-0.118855775311474
"Wave_1168",0.148265142329669
"Wave_1169",0.387922201038605
"Wave_1170",-0.00664549477056156
"Wave_1171",-0.459476463991079
"Wave_1172",-0.912307486356313
"Wave_1173",-1.19576095287826
"Wave_1174",-1.29386535090141
"Wave_1175",-1.39197139091828
"Wave_1176",-1.49007696485346
"Wave_1177",-1.63618802486238
"Wave_1178",-1.79306263052479
"Wave_1179",-1.94994003268806
"Wave_1180",-2.10681414742842
"Wave_1181",-2.24055487045037
"Wave_1182",-2.39689451816623
"Wave_1183",-2.55323790822831
"Wave_1184",-2.7095777327358
"Wave_1185",-2.75578612815993
"Wave_1186",-2.70025966159784
"Wave_1187",-2.64473413589231
"Wave_1188",-2.53469999789854
"Wave_1189",-2.62265045455151
"Wave_1190",-2.71060494628868
"Wave_1191",-2.79855712541788
"Wave_1192",-3.25822049197901
"Wave_1193",-3.52093504856307
"Wave_1194",-3.78364966413328
"Wave_1195",-4.04636638077521
"Wave_1196",-3.98678535591871
"Wave_1197",-3.87755165612072
"Wave_1198",-3.76831804927637
"Wave_1199",-3.65908430188033
"Wave_1200",-3.68867322641387
"Wave_1201",-3.82531685920873
"Wave_1202",-3.96195914411966
"Wave_1203",-4.1371369538928
"Wave_1204",-4.14242661129675
"Wave_1205",-4.09030604873967
"Wave_1206",-4.03818605099797
"Wave_1207",-3.87858870990275
"Wave_1208",-3.51188452842258
"Wave_1209",-3.14518007282238
"Wave_1210",-2.77847343703618
"Wave_1211",-2.42801056675164
"Wave_1212",-1.99607817639384
"Wave_1213",-1.56414667492825
"Wave_1214",-1.13221260434106
"Wave_1215",-0.330139568483911
"Wave_1216",0.593035692343293
"Wave_1217",1.51621087836778
"Wave_1218",2.4393848776347
"Wave_1219",3.32717847895422
"Wave_1220",4.25327658888306
"Wave_1221",5.17937686537805
"Wave_1222",6.11120799249248
"Wave_1223",7.1885063313943
"Wave_1224",8.26580602636272
"Wave_1225",9.34310555390167
"Wave_1226",10.2221880154949
"Wave_1227",10.5838314585701
"Wave_1228",10.9454750581991
"Wave_1229",11.3071172802292
"Wave_1230",11.6316712047795
"Wave_1231",11.9597035239532
"Wave_1232",12.2877360265258
"Wave_1233",12.615769086207
"Wave_1234",13.1031778303869
"Wave_1235",13.5786345018576
"Wave_1236",14.0540887321963
"Wave_1237",14.4963149712387
"Wave_1238",14.9455609893833
"Wave_1239",15.3948061807301
"Wave_1240",15.8440538488116
"Wave_1241",16.1597177731092
"Wave_1242",16.1636328875591
"Wave_1243",16.1675462945132
"Wave_1244",16.171461169646
"Wave_1245",16.1067719659571
"Wave_1246",15.9906436256279
"Wave_1247",15.874515184713
"Wave_1248",15.7583874934397
"Wave_1249",15.8863352694488
"Wave_1250",16.0656242913298
"Wave_1251",16.2449141013876
"Wave_1252",16.4200012665243
"Wave_1253",16.2187094623653
"Wave_1254",16.0174190271638
"Wave_1255",15.8161283463238
"Wave_1256",15.5847858126402
"Wave_1257",15.2833277944516
"Wave_1258",14.9818675995225
"Wave_1259",14.6804099989122
"Wave_1260",14.3279466074029
"Wave_1261",13.8959514821432
"Wave_1262",13.463958378133
"Wave_1263",13.031962401447
"Wave_1264",12.4435074573144
"Wave_1265",11.8159349427137
"Wave_1266",11.188362671587
"Wave_1267",10.5819769297523
"Wave_1268",10.4222305557796
"Wave_1269",10.2624843252627
"Wave_1270",10.1027382559154
"Wave_1271",10.0757922763334
"Wave_1272",10.4485443296135
"Wave_1273",10.8212965521812
"Wave_1274",11.1940497744958
"Wave_1275",11.812081536845
"Wave_1276",12.445512132544
"Wave_1277",13.0789406338339
"Wave_1278",13.7123724508996
"Wave_1279",14.3151461026381
"Wave_1280",14.9401088316458
"Wave_1281",15.565074672135
"Wave_1282",16.1900355027431
"Wave_1283",16.3957836949052
"Wave_1284",16.6015298623989
"Wave_1285",16.8072767410015
"Wave_1286",16.9600617581483
"Wave_1287",16.7644427347805
"Wave_1288",16.5688228395798
"Wave_1289",16.3732027209253
"Wave_1290",16.3126661214563
"Wave_1291",16.3872117895488
"Wave_1292",16.4617586365662
"Wave_1293",16.5363061604758
"Wave_1294",16.373938054923
"Wave_1295",16.1523414493903
"Wave_1296",15.9307434436357
"Wave_1297",15.7091460348534
"Wave_1298",15.5440200939465
"Wave_1299",15.3788946582765
"Wave_1300",15.2137688179695
"Wave_1301",15.1471705666292
"Wave_1302",15.3104688381889
"Wave_1303",15.4737680292514
"Wave_1304",15.6370675991972
"Wave_1305",15.9378096379276
"Wave_1306",16.3572502203096
"Wave_1307",16.7766879504963
"Wave_1308",17.1961261257961
"Wave_1309",17.6483668430873
"Wave_1310",18.1088082830211
"Wave_1311",18.5692490546352
"Wave_1312",18.9204168543706
"Wave_1313",19.5152275330378
"Wave_1314",20.1100379426672
"Wave_1315",20.7048478401916
"Wave_1316",21.0480087893625
"Wave_1317",20.8039826971889
"Wave_1318",20.5599576037929
"Wave_1319",20.3159309144065
"Wave_1320",20.2360991839441
"Wave_1321",20.2657273958929
"Wave_1322",20.2953540806534
"Wave_1323",20.3249813240935
"Wave_1324",19.9780746367711
"Wave_1325",19.5370355196949
"Wave_1326",19.0959942463264
"Wave_1327",18.6534056795047
"Wave_1328",18.1968930073098
"Wave_1329",17.7403809763969
"Wave_1330",17.2838660455144
"Wave_1331",16.7741666759518
"Wave_1332",16.1750870626232
"Wave_1333",15.5760061619232
"Wave_1334",14.9769267433508
"Wave_1335",14.3089206291541
"Wave_1336",13.5949639012894
"Wave_1337",12.8810061733875
"Wave_1338",12.1670494101288
"Wave_1339",11.424014839569
"Wave_1340",10.6777478976166
"Wave_1341",9.9314816075935
"Wave_1342",9.29444597562136
"Wave_1343",9.09433617837997
"Wave_1344",8.89422519471544
"Wave_1345",8.69411376319547
"Wave_1346",8.088276863751
"Wave_1347",6.87384781441807
"Wave_1348",5.65941650802438
"Wave_1349",4.44499024839093
"Wave_1350",2.9426772821575
"Wave_1351",1.3169887694205
"Wave_1352",-0.308698599851734
"Wave_1353",-1.93438831179063
"Wave_1354",-2.92002305029723
"Wave_1355",-3.90566065753428
"Wave_1356",-4.89129679853591
"Wave_1357",-5.84307028931543
"Wave_1358",-6.65940235926168
"Wave_1359",-7.4757357873749
"Wave_1360",-8.29206549826557
"Wave_1361",-9.10597278557857
"Wave_1362",-9.91745453399245
"Wave_1363",-10.7289364058347
"Wave_1364",-11.5404174632935
"Wave_1365",-12.1650645880145
"Wave_1366",-12.7430026163748
"Wave_1367",-13.3209402370166
"Wave_1368",-13.8732192308181
"Wave_1369",-14.1945520691327
"Wave_1370",-14.5158852540609
"Wave_1371",-14.8372184579531
"Wave_1372",-15.2819466883968
"Wave_1373",-16.0145949096705
"Wave_1374",-16.7472424694304
"Wave_1375",-17.4798899940769
"Wave_1376",-17.4844315082521
"Wave_1377",-17.0035681413443
