"","starch_umol_Glc_m2.12.comps"
"Wave_1378",-16.522704900619
"Wave_1379",-16.0418430511
"Wave_1380",-13.9820998854803
"Wave_1381",-11.7469281728864
"Wave_1382",-9.51175511224656
"Wave_1383",-7.44570968261518
"Wave_1384",-6.05618101218603
"Wave_1385",-4.66665160109404
"Wave_1386",-3.27712141862748
"Wave_1387",-2.62255580526595
"Wave_1388",-2.70295324213416
"Wave_1389",-2.78335071609414
"Wave_1390",-2.86375001379519
"Wave_1391",-2.01864536794614
"Wave_1392",-0.870801248933287
"Wave_1393",0.27704534805618
"Wave_1394",1.42489006997025
"Wave_1395",1.78377279293665
"Wave_1396",2.14265349808493
"Wave_1397",2.5015358996616
"Wave_1398",2.70410485059855
"Wave_1399",2.54194484740486
"Wave_1400",2.37978379673955
"Wave_1401",2.217622260836
"Wave_1402",2.14259939318292
"Wave_1403",2.12566837871423
"Wave_1404",2.10873810909892
"Wave_1405",2.09180439642752
"Wave_1406",2.15152869391466
"Wave_1407",2.21976782226277
"Wave_1408",2.28800870405531
"Wave_1409",2.2406688803443
"Wave_1410",1.73101435252768
"Wave_1411",1.22135783577554
"Wave_1412",0.711702790831285
"Wave_1413",0.283231180504052
"Wave_1414",-0.0640592551387869
"Wave_1415",-0.411352111042351
"Wave_1416",-0.75864342907324
"Wave_1417",-0.865481339509456
"Wave_1418",-0.912204997320025
"Wave_1419",-0.958929034722906
"Wave_1420",-1.01229241263396
"Wave_1421",-1.12541210926132
"Wave_1422",-1.23853305815432
"Wave_1423",-1.35165221197906
"Wave_1424",-1.2944686899016
"Wave_1425",-1.32639890015731
"Wave_1426",-1.3583270421703
"Wave_1427",-1.39025716756962
"Wave_1428",-1.48284278508901
"Wave_1429",-1.60142327678003
"Wave_1430",-1.72000532624847
"Wave_1431",-1.83858533615699
"Wave_1432",-1.69742696056744
"Wave_1433",-1.67226655639412
"Wave_1434",-1.64710617784636
"Wave_1435",-1.53839904647567
"Wave_1436",-1.36192685043637
"Wave_1437",-1.18545570279884
"Wave_1438",-1.00898307059191
"Wave_1439",-0.781002828566054
"Wave_1440",-0.518681397360867
"Wave_1441",-0.2563574884653
"Wave_1442",0.00596547147300663
"Wave_1443",0.572938007916538
"Wave_1444",1.14312247066862
"Wave_1445",1.71330724265723
"Wave_1446",2.28053932476354
"Wave_1447",2.83596092868206
"Wave_1448",3.39138137272439
"Wave_1449",3.94680168775509
"Wave_1450",4.42343888569538
"Wave_1451",4.82129420185844
"Wave_1452",5.21914683657534
"Wave_1453",5.61700222781019
"Wave_1454",6.22770291244309
"Wave_1455",6.89161540829852
"Wave_1456",7.55552863800791
"Wave_1457",8.21508912820261
"Wave_1458",8.8354775045804
"Wave_1459",9.4558653369198
"Wave_1460",10.0762557518441
"Wave_1461",10.7138867987676
"Wave_1462",11.3773807809135
"Wave_1463",12.0408756248994
"Wave_1464",12.7043693718701
"Wave_1465",13.2376272929877
"Wave_1466",13.7150665486278
"Wave_1467",14.192505989769
"Wave_1468",14.6699456465533
"Wave_1469",15.2678465652946
"Wave_1470",15.8657486824979
"Wave_1471",16.4636494460354
"Wave_1472",17.0956508240226
"Wave_1473",17.8072155719774
"Wave_1474",18.5187782662892
"Wave_1475",19.2303433359072
"Wave_1476",20.0353113963729
"Wave_1477",20.8012857397
"Wave_1478",21.5672626164546
"Wave_1479",22.333239897169
"Wave_1480",22.6199967354494
"Wave_1481",22.8402862017253
"Wave_1482",23.060578059219
"Wave_1483",23.4412493225541
"Wave_1484",24.1961468348786
"Wave_1485",24.9510443703008
"Wave_1486",25.7059419381147
"Wave_1487",26.4235077692658
"Wave_1488",27.1161857389168
"Wave_1489",27.8088640400711
"Wave_1490",28.5015417821255
"Wave_1491",29.0921700836067
"Wave_1492",29.6714592729145
"Wave_1493",30.2507482354647
"Wave_1494",30.7508921377429
"Wave_1495",30.9344551908606
"Wave_1496",31.1180165555948
"Wave_1497",31.3015800276262
"Wave_1498",31.4072860335802
"Wave_1499",31.4610878623582
"Wave_1500",31.5148877087493
"Wave_1501",31.5686898964175
"Wave_1502",31.9244975851763
"Wave_1503",32.3138614874204
"Wave_1504",32.7032222372981
"Wave_1505",33.0761648157092
"Wave_1506",33.3834294383375
"Wave_1507",33.6906917319326
"Wave_1508",33.997956042089
"Wave_1509",33.8147317884385
"Wave_1510",33.3095942743764
"Wave_1511",32.8044571451835
"Wave_1512",32.2993191735481
"Wave_1513",32.0796300451843
"Wave_1514",31.8916563171511
"Wave_1515",31.7036843755085
"Wave_1516",31.5495913657737
"Wave_1517",31.5310264154647
"Wave_1518",31.5124626602757
"Wave_1519",31.4938974392912
"Wave_1520",30.8334160202752
"Wave_1521",29.6002195160453
"Wave_1522",28.3670234728179
"Wave_1523",27.1338265832088
"Wave_1524",25.9112443081185
"Wave_1525",24.7319088495241
"Wave_1526",23.5525720637764
"Wave_1527",22.3712871521751
"Wave_1528",21.1822005142231
"Wave_1529",19.9931153288557
"Wave_1530",18.8040296152745
"Wave_1531",17.4457019735084
"Wave_1532",16.04461509721
"Wave_1533",14.6435271153333
"Wave_1534",13.2424396554458
"Wave_1535",11.1715412775508
"Wave_1536",9.0262188027794
"Wave_1537",6.8808969416341
"Wave_1538",4.83323590947183
"Wave_1539",3.17622445000077
"Wave_1540",1.51921076347756
"Wave_1541",-0.137799350552597
"Wave_1542",-1.88846213670147
"Wave_1543",-3.6412660466335
"Wave_1544",-5.3940706745005
"Wave_1545",-7.14687626901225
"Wave_1546",-8.54277725084066
"Wave_1547",-9.89902351498872
"Wave_1548",-11.2552721690396
"Wave_1549",-12.8216207193226
"Wave_1550",-14.9050092704101
"Wave_1551",-16.9883962099241
"Wave_1552",-19.0717848162334
"Wave_1553",-21.0393940460848
"Wave_1554",-22.9298177751143
"Wave_1555",-24.8202411895464
"Wave_1556",-26.7106644067728
"Wave_1557",-28.6355190806902
"Wave_1558",-30.5805890472147
"Wave_1559",-32.5256601802335
"Wave_1560",-34.3601905104807
"Wave_1561",-35.9367930196876
"Wave_1562",-37.513395952801
"Wave_1563",-39.089999612308
"Wave_1564",-40.6925501534715
"Wave_1565",-42.3101203846835
"Wave_1566",-43.9276903121409
"Wave_1567",-45.545260115175
"Wave_1568",-46.6381301619436
"Wave_1569",-47.7309991468507
"Wave_1570",-48.8238680052619
"Wave_1571",-50.0859404362124
"Wave_1572",-51.3919306023563
"Wave_1573",-52.6979198583898
"Wave_1574",-54.0039092402942
"Wave_1575",-54.9069238509478
"Wave_1576",-55.66108548678
"Wave_1577",-56.4152469472459
"Wave_1578",-57.1819652821849
"Wave_1579",-58.050173207111
"Wave_1580",-58.9183814082428
"Wave_1581",-59.7865902556927
"Wave_1582",-60.4039376591336
"Wave_1583",-60.6454525067316
"Wave_1584",-60.8869685128768
"Wave_1585",-61.1284821080259
"Wave_1586",-61.7134044277094
"Wave_1587",-62.3756235996394
"Wave_1588",-63.0378440113927
"Wave_1589",-63.6614456704092
"Wave_1590",-63.8551478613235
"Wave_1591",-64.0488482474656
"Wave_1592",-64.2425495922856
"Wave_1593",-63.8078917711679
"Wave_1594",-62.9563540482071
"Wave_1595",-62.1048155482137
"Wave_1596",-61.2532743834594
"Wave_1597",-61.1348369282768
"Wave_1598",-61.0511421318064
"Wave_1599",-60.9674451125288
"Wave_1600",-60.6866401801354
"Wave_1601",-59.8270299561992
"Wave_1602",-58.9674191684484
"Wave_1603",-58.1078077524448
"Wave_1604",-57.340864277414
"Wave_1605",-56.5068585672987
"Wave_1606",-55.6728506919167
"Wave_1607",-54.7177079166086
"Wave_1608",-53.3052041811882
"Wave_1609",-51.963017689897
"Wave_1610",-50.6208323765085
"Wave_1611",-49.311756883689
"Wave_1612",-47.7095284632099
"Wave_1613",-46.1072993679471
"Wave_1614",-44.5050698218521
"Wave_1615",-42.8673841696384
"Wave_1616",-41.2235405759502
"Wave_1617",-39.5796956602869
"Wave_1618",-37.9256977821989
"Wave_1619",-36.2092359167302
"Wave_1620",-34.4927751689625
"Wave_1621",-32.7763160378019
"Wave_1622",-31.1166306643335
"Wave_1623",-29.6925381627538
"Wave_1624",-28.268449019932
"Wave_1625",-26.8443604625378
"Wave_1626",-25.4578028162958
"Wave_1627",-23.9087032689223
"Wave_1628",-22.359602231681
"Wave_1629",-20.7914266077943
"Wave_1630",-19.5121063309763
"Wave_1631",-18.2327865833067
"Wave_1632",-16.953465112864
"Wave_1633",-15.2084358874624
"Wave_1634",-13.0618557889505
"Wave_1635",-10.9152737718581
"Wave_1636",-8.76646592648564
"Wave_1637",-7.64724407063387
"Wave_1638",-6.64464966571553
"Wave_1639",-5.64205528352053
"Wave_1640",-4.42991539048273
"Wave_1641",-2.82163497569767
"Wave_1642",-1.21335472578342
"Wave_1643",0.394923859539887
"Wave_1644",1.77847949423101
"Wave_1645",3.19595102899966
"Wave_1646",4.61342012310695
"Wave_1647",5.83914722189831
"Wave_1648",7.32705844981082
"Wave_1649",8.81496972613514
"Wave_1650",10.3028812268345
"Wave_1651",11.8008149737378
"Wave_1652",13.2552322523352
"Wave_1653",14.7096493426922
"Wave_1654",16.1868078268344
"Wave_1655",17.5031269347862
"Wave_1656",18.7280636176744
"Wave_1657",19.9530005536692
"Wave_1658",21.120009161549
"Wave_1659",22.4277313445878
"Wave_1660",23.7354524096133
"Wave_1661",25.043175982859
"Wave_1662",26.0483730224908
"Wave_1663",26.85291763193
"Wave_1664",27.6574638962402
"Wave_1665",28.1616954525388
"Wave_1666",29.6126333020069
"Wave_1667",31.063571388701
"Wave_1668",32.5145105434539
"Wave_1669",33.3381418322842
"Wave_1670",33.9281173005042
"Wave_1671",34.5180913226358
"Wave_1672",35.1444988398991
"Wave_1673",35.8378299370493
"Wave_1674",36.465919849271
"Wave_1675",37.0940095450317
"Wave_1676",37.3777146285839
"Wave_1677",37.6219675164483
"Wave_1678",37.8662209857835
"Wave_1679",38.1104743829441
"Wave_1680",38.161598193285
"Wave_1681",38.1277960342104
"Wave_1682",38.0939949974091
"Wave_1683",37.6142918381563
"Wave_1684",36.0772361490813
"Wave_1685",34.5401822984907
"Wave_1686",33.0031260088831
"Wave_1687",31.1309528829519
"Wave_1688",29.0133132422515
"Wave_1689",26.8956746514277
"Wave_1690",24.6445734822985
"Wave_1691",21.211169942723
"Wave_1692",17.7824831246239
"Wave_1693",14.3537973995258
"Wave_1694",11.530244975371
"Wave_1695",9.32696593235398
"Wave_1696",7.12368217519656
"Wave_1697",4.92040010998285
"Wave_1698",3.27326893147027
"Wave_1699",2.06306256789194
"Wave_1700",0.852858992669884
"Wave_1701",0.214209000881394
"Wave_1702",0.727317341093852
"Wave_1703",1.24042586917959
"Wave_1704",1.75353458949112
"Wave_1705",2.75748553256409
"Wave_1706",3.76143804163517
"Wave_1707",4.76539119123862
"Wave_1708",5.73814195415953
"Wave_1709",7.15236051951547
"Wave_1710",8.70814663439291
"Wave_1711",10.2639349140717
"Wave_1712",12.2601517332509
"Wave_1713",14.6540829623164
"Wave_1714",17.0480129951117
"Wave_1715",19.3959718427654
"Wave_1716",21.4277705140596
"Wave_1717",23.5246112936986
"Wave_1718",25.621452126444
"Wave_1719",27.0925780431969
"Wave_1720",27.8382008247037
"Wave_1721",28.5838232971625
"Wave_1722",29.3294450790469
"Wave_1723",29.3427793430099
"Wave_1724",29.4589110895412
"Wave_1725",29.5750423002193
"Wave_1726",29.3495809456462
"Wave_1727",28.4134604331799
"Wave_1728",27.4553103539392
"Wave_1729",26.4971581416303
"Wave_1730",24.860509858744
"Wave_1731",23.6849099363225
"Wave_1732",22.5093141622447
"Wave_1733",21.2011255887375
"Wave_1734",19.2508501010965
"Wave_1735",17.1579827190199
"Wave_1736",15.0651137518467
"Wave_1737",12.2424500239195
"Wave_1738",9.72281911974573
"Wave_1739",7.20318593365752
"Wave_1740",4.71166019203158
"Wave_1741",2.82130059827911
"Wave_1742",1.25676880652106
"Wave_1743",-0.307764815302616
"Wave_1744",-1.82180935546509
"Wave_1745",-3.76556764785509
"Wave_1746",-5.70932646540498
"Wave_1747",-7.56129940820861
"Wave_1748",-8.21696005097206
"Wave_1749",-8.31725704701856
"Wave_1750",-8.41755286013584
"Wave_1751",-7.65975500692572
"Wave_1752",-6.2745391115467
"Wave_1753",-4.94699219053136
"Wave_1754",-3.61944541813426
"Wave_1755",-3.70351089692328
"Wave_1756",-3.50245556416099
"Wave_1757",-3.30140220594579
"Wave_1758",-3.20265706597496
"Wave_1759",-3.76310256865447
"Wave_1760",-4.54029005924957
"Wave_1761",-5.31747939656969
"Wave_1762",-5.71216743445102
"Wave_1763",-5.71664017258924
"Wave_1764",-5.72111252477208
"Wave_1765",-5.60135804847414
"Wave_1766",-5.75874029247907
"Wave_1767",-6.29412204613274
"Wave_1768",-6.82950559257303
"Wave_1769",-5.89134577267862
"Wave_1770",-5.74458573815518
"Wave_1771",-5.59782410771712
"Wave_1772",-5.62066229540261
"Wave_1773",-6.26766926178503
"Wave_1774",-6.83334323591582
"Wave_1775",-7.39901432410365
"Wave_1776",-6.38315088094161
"Wave_1777",-5.91520932349879
"Wave_1778",-5.5834585540175
"Wave_1779",-5.33641483274269
"Wave_1780",-5.54376279275257
"Wave_1781",-6.02077125513635
"Wave_1782",-6.49778108110813
"Wave_1783",-6.57632634678109
"Wave_1784",-6.59102002111242
"Wave_1785",-6.65616116187463
"Wave_1786",-6.64319747964298
"Wave_1787",-5.98105145678612
"Wave_1788",-5.53385287781308
"Wave_1789",-5.08665418117576
"Wave_1790",-4.63639093896788
"Wave_1791",-4.49989890509014
"Wave_1792",-4.49875499191112
"Wave_1793",-4.41996858275532
"Wave_1794",-3.6441537891101
"Wave_1795",-2.88430700931351
"Wave_1796",-2.12446283371687
"Wave_1797",-1.76433450520083
"Wave_1798",-1.76822058958236
"Wave_1799",-1.74830796220621
"Wave_1800",-1.72839501254312
"Wave_1801",-0.890325385817295
"Wave_1802",-0.441636788555202
"Wave_1803",0.00705133629172938
"Wave_1804",0.0479543733724606
"Wave_1805",-0.223327602137754
"Wave_1806",-0.39901450085379
"Wave_1807",-0.574700255412572
"Wave_1808",-0.212329056131939
"Wave_1809",-0.0262327663036562
"Wave_1810",0.140274518637864
"Wave_1811",0.18545630396937
"Wave_1812",0.222606106435312
"Wave_1813",0.520691437455443
"Wave_1814",0.818775873504497
"Wave_1815",0.207651624138394
"Wave_1816",-0.26141245386785
"Wave_1817",-0.669704857782523
"Wave_1818",-1.16565297236827
"Wave_1819",-1.74879569604473
"Wave_1820",-2.22859652603676
"Wave_1821",-2.70839601168138
"Wave_1822",-3.11497611504393
"Wave_1823",-3.31714872268149
"Wave_1824",-3.47025400357644
"Wave_1825",-3.77511830291903
"Wave_1826",-4.09288826946116
"Wave_1827",-3.55171844276247
"Wave_1828",-3.01054820023227
"Wave_1829",-3.3611702267324
"Wave_1830",-2.67980734589046
"Wave_1831",-1.51370055322077
"Wave_1832",-0.522443227842066
"Wave_1833",0.218310603294413
"Wave_1834",1.00617064827187
"Wave_1835",1.79402866666306
"Wave_1836",1.572184286983
"Wave_1837",2.20228918930492
"Wave_1838",3.47515712416216
"Wave_1839",4.29440338378429
"Wave_1840",4.57374016226977
"Wave_1841",6.11776082446227
"Wave_1842",7.66178082499101
"Wave_1843",6.19544059232806
"Wave_1844",5.62668531405442
"Wave_1845",5.87930663081779
"Wave_1846",5.77461536325139
"Wave_1847",5.31769426113609
"Wave_1848",6.51440392912683
"Wave_1849",7.71111311294536
"Wave_1850",6.33623609905619
"Wave_1851",6.32183434805151
"Wave_1852",7.95363423525765
"Wave_1853",7.81406237449306
"Wave_1854",5.01743845740882
"Wave_1855",5.27680128614536
"Wave_1856",5.53616551763537
"Wave_1857",3.89589841058762
"Wave_1858",3.50887561933443
"Wave_1859",4.37509387062876
"Wave_1860",2.76335503924779
"Wave_1861",-1.32634323502872
"Wave_1862",-2.93746801301068
"Wave_1863",-4.54859215012135
"Wave_1864",-10.3632573675565
"Wave_1865",-14.0482770184865
"Wave_1866",-14.5388203530006
"Wave_1867",-16.0732935779943
"Wave_1868",-18.6516940849976
"Wave_1869",-17.4578795731857
"Wave_1870",-16.1171354479227
"Wave_1871",-17.2262194886501
"Wave_1872",-17.685196625436
"Wave_1873",-17.1690128302468
"Wave_1874",-17.490837273336
"Wave_1875",-18.371332765428
"Wave_1876",-19.94525111843
"Wave_1877",-21.5051996777726
"Wave_1878",-22.2460182311375
"Wave_1879",-24.0466862712883
"Wave_1880",-27.4371265716199
"Wave_1881",-29.5544120079286
"Wave_1882",-30.8229275948624
"Wave_1883",-34.7900928254808
"Wave_1884",-37.7275638725611
"Wave_1885",-35.3468600606706
"Wave_1886",-34.7780556799106
"Wave_1887",-36.9271030809113
"Wave_1888",-35.0717088513699
"Wave_1889",-31.5001260034767
"Wave_1890",-32.7906020984685
"Wave_1891",-33.5233529178447
"Wave_1892",-29.8642891940758
"Wave_1893",-28.3209952015598
"Wave_1894",-29.9513561840911
"Wave_1895",-27.2871032976886
"Wave_1896",-23.5491969105113
"Wave_1897",-23.9503110124543
"Wave_1898",-23.9130652936378
"Wave_1899",-21.7799005248629
"Wave_1900",-18.9169679578513
"Wave_1901",-15.6590134378419
"Wave_1902",-18.6977251013215
"Wave_1903",-20.411467924887
"Wave_1904",-19.0557731481831
"Wave_1905",-17.7333124520231
"Wave_1906",-19.0200036281593
"Wave_1907",-18.0538127549675
"Wave_1908",-16.0895427542574
"Wave_1909",-16.4510320460549
"Wave_1910",-14.9577136923868
"Wave_1911",-13.6248912690169
"Wave_1912",-12.1432071928012
"Wave_1913",-9.47525543535714
"Wave_1914",-7.90458539475
"Wave_1915",-6.89151622497227
"Wave_1916",-5.80390966309769
"Wave_1917",-5.46114559524151
"Wave_1918",-4.65102892638662
"Wave_1919",-3.93653219962076
"Wave_1920",-3.44794765968088
"Wave_1921",-2.72451161289383
"Wave_1922",-2.22704233230575
"Wave_1923",-1.61962970453704
"Wave_1924",-0.868255810671105
"Wave_1925",-0.438942252119824
"Wave_1926",0.405581609381478
"Wave_1927",1.23393915663299
"Wave_1928",2.07437814140307
"Wave_1929",3.02993531978404
"Wave_1930",3.5443389376293
"Wave_1931",4.30416455967494
"Wave_1932",5.35823679554783
"Wave_1933",6.38021649876662
"Wave_1934",6.80604780469577
"Wave_1935",7.1523565379613
"Wave_1936",7.11962425600646
"Wave_1937",6.99546377633009
"Wave_1938",6.79901175174891
"Wave_1939",6.85728019053981
"Wave_1940",6.99730171007951
"Wave_1941",6.81138415054105
"Wave_1942",6.76068721973436
"Wave_1943",6.7544299635585
"Wave_1944",6.97701112692472
"Wave_1945",7.27621307085985
"Wave_1946",7.45957384770051
"Wave_1947",7.20526998835792
"Wave_1948",6.8705100636267
"Wave_1949",6.08909199872792
"Wave_1950",5.91809557262995
"Wave_1951",5.7435030907765
"Wave_1952",5.31783986776469
"Wave_1953",4.65548999992467
"Wave_1954",4.15754833774375
"Wave_1955",3.58921531896645
"Wave_1956",3.00088247989567
"Wave_1957",2.15714679452442
"Wave_1958",1.79999677136418
"Wave_1959",1.36036788529054
"Wave_1960",1.18660495179686
"Wave_1961",1.31838728276616
"Wave_1962",1.43925231051184
"Wave_1963",0.995586648253166
"Wave_1964",0.551921050822467
"Wave_1965",-0.239386652900123
"Wave_1966",-0.712474246032535
"Wave_1967",-1.17644678848965
"Wave_1968",-1.4708268119444
"Wave_1969",-1.69838376056277
"Wave_1970",-1.89332217817712
"Wave_1971",-2.12741149988315
"Wave_1972",-2.36984595705969
"Wave_1973",-2.50544797599739
"Wave_1974",-2.36813819901385
"Wave_1975",-2.27558623857167
"Wave_1976",-2.17426129485568
"Wave_1977",-2.05955335099548
"Wave_1978",-2.34909633224108
"Wave_1979",-2.54303253161595
"Wave_1980",-2.73441894571829
"Wave_1981",-3.08922827200905
"Wave_1982",-3.55978432696196
"Wave_1983",-4.01666802043184
"Wave_1984",-3.44876350690659
"Wave_1985",-2.8808588588924
"Wave_1986",-2.61081424064469
"Wave_1987",-2.57382987099466
"Wave_1988",-2.57834225749065
"Wave_1989",-2.08734407047427
"Wave_1990",-1.34248783577553
"Wave_1991",-0.49834755883152
"Wave_1992",0.0725189725449207
"Wave_1993",0.616551581378718
"Wave_1994",1.04469858181289
"Wave_1995",1.5984645872764
"Wave_1996",2.00076849636381
"Wave_1997",2.39053348230045
"Wave_1998",2.79573419501308
"Wave_1999",3.19552216172433
"Wave_2000",3.75716900583457
"Wave_2001",4.43749009734217
"Wave_2002",5.12431657241169
"Wave_2003",5.69525653413855
"Wave_2004",5.88906762390377
"Wave_2005",6.2744694017931
"Wave_2006",6.70211546432955
"Wave_2007",7.49183983181068
"Wave_2008",8.26344434419446
"Wave_2009",8.87506395933851
"Wave_2010",9.83379888750556
"Wave_2011",10.8488784265338
"Wave_2012",11.7371276414329
"Wave_2013",12.6790143417718
"Wave_2014",13.7035348024635
"Wave_2015",14.0163645993917
"Wave_2016",14.103068225096
"Wave_2017",14.1677988535344
"Wave_2018",14.9955481451601
"Wave_2019",15.8530494314503
"Wave_2020",16.6925682994375
"Wave_2021",17.3415870177573
"Wave_2022",17.9488803241277
"Wave_2023",18.8861906794394
"Wave_2024",19.8235009845023
"Wave_2025",19.9740197367701
"Wave_2026",20.0319019462541
"Wave_2027",20.3321008583734
"Wave_2028",21.3158166202668
"Wave_2029",22.3290603156373
"Wave_2030",23.0736550114982
"Wave_2031",23.6026250319307
"Wave_2032",24.0818937419029
"Wave_2033",24.3305683292262
"Wave_2034",24.5656192956902
"Wave_2035",24.9568792975688
"Wave_2036",26.0574415591427
"Wave_2037",27.158004279836
"Wave_2038",27.264150850417
"Wave_2039",27.1237454984482
"Wave_2040",27.5260521213077
"Wave_2041",28.2916037627434
"Wave_2042",29.0571549575606
"Wave_2043",28.8070909960929
"Wave_2044",28.3565277017996
"Wave_2045",27.953408927489
"Wave_2046",27.5083004092211
"Wave_2047",27.0462257107396
"Wave_2048",27.2133722725163
"Wave_2049",27.7288016735379
"Wave_2050",28.091757222316
"Wave_2051",27.6899745407676
"Wave_2052",27.2218311343906
"Wave_2053",26.6194618608172
"Wave_2054",25.8317528699016
"Wave_2055",25.1315348435666
"Wave_2056",24.6043648933175
"Wave_2057",23.6676160814122
"Wave_2058",22.5692461221238
"Wave_2059",22.1486753389525
"Wave_2060",21.7281048486489
"Wave_2061",21.0729993399029
"Wave_2062",20.5848785770615
"Wave_2063",20.0522148198484
"Wave_2064",17.7814873282434
"Wave_2065",15.5107588670166
"Wave_2066",14.5836762862813
"Wave_2067",14.2936654046174
"Wave_2068",13.428049601825
"Wave_2069",11.9542221171508
"Wave_2070",10.5620464109043
"Wave_2071",9.70089020316584
"Wave_2072",8.2446686214809
"Wave_2073",6.60432596992105
"Wave_2074",4.11060186422035
"Wave_2075",1.58765322776469
"Wave_2076",-0.443010478270768
"Wave_2077",-1.43341790960392
"Wave_2078",-2.43850479924682
"Wave_2079",-4.31187729814474
"Wave_2080",-6.36929464911611
"Wave_2081",-7.65182369134092
"Wave_2082",-8.83299167546748
"Wave_2083",-10.2695854601661
"Wave_2084",-13.0985292573975
"Wave_2085",-15.5389836940926
"Wave_2086",-17.0201499476294
"Wave_2087",-18.1544173012232
"Wave_2088",-19.2886865678657
"Wave_2089",-22.1836791869134
"Wave_2090",-24.5455461721291
"Wave_2091",-26.1393539132534
"Wave_2092",-27.9198488136305
"Wave_2093",-29.7003423843138
"Wave_2094",-31.3419891877664
"Wave_2095",-32.7521841948768
"Wave_2096",-33.8632989843602
"Wave_2097",-34.6975655285994
"Wave_2098",-35.5318313623268
"Wave_2099",-37.9079799976603
"Wave_2100",-40.5417734414851
"Wave_2101",-42.8875782578429
"Wave_2102",-43.3835534442816
"Wave_2103",-43.8795281868074
"Wave_2104",-45.025330774048
"Wave_2105",-46.5978446645849
"Wave_2106",-47.4062181258769
"Wave_2107",-47.6726562388535
"Wave_2108",-47.9390952445495
"Wave_2109",-50.2455419654161
"Wave_2110",-51.4487783825743
"Wave_2111",-51.7047056042031
"Wave_2112",-51.3940337882555
"Wave_2113",-51.08336220084
"Wave_2114",-51.4648974219009
"Wave_2115",-52.5419059087443
"Wave_2116",-54.3697260108159
"Wave_2117",-55.0678678383888
"Wave_2118",-55.7660093981724
"Wave_2119",-54.834524048763
"Wave_2120",-54.3179789278256
"Wave_2121",-53.8398482412245
"Wave_2122",-53.865543669856
"Wave_2123",-53.8912386272563
"Wave_2124",-54.0828695044908
"Wave_2125",-53.8535954942292
"Wave_2126",-53.317211223773
"Wave_2127",-52.8333966735052
"Wave_2128",-52.3495823228823
"Wave_2129",-51.6385201274331
"Wave_2130",-51.1004910184354
"Wave_2131",-50.8897228747496
"Wave_2132",-50.1521403743026
"Wave_2133",-49.4145569774145
"Wave_2134",-48.2060525845796
"Wave_2135",-47.2119132549771
"Wave_2136",-46.1495723619787
"Wave_2137",-45.1332774035311
"Wave_2138",-44.1169832527989
"Wave_2139",-42.7561817307732
"Wave_2140",-41.2720883143651
"Wave_2141",-39.3890501370606
"Wave_2142",-37.4456497589976
"Wave_2143",-35.5022492641765
"Wave_2144",-34.6354966860098
"Wave_2145",-33.4447583104649
"Wave_2146",-32.482572477037
"Wave_2147",-31.7154299701189
"Wave_2148",-30.9482893509735
"Wave_2149",-28.5145899760518
"Wave_2150",-26.5226186978632
"Wave_2151",-24.5327538162549
"Wave_2152",-22.343153623423
"Wave_2153",-20.2739928764824
"Wave_2154",-17.8882634350907
"Wave_2155",-15.152402019538
"Wave_2156",-12.6844883701033
"Wave_2157",-10.2906937498594
"Wave_2158",-7.68707732132846
"Wave_2159",-6.08906530059263
"Wave_2160",-4.81260978609077
"Wave_2161",-2.9683153117951
"Wave_2162",-0.797114546703677
"Wave_2163",0.771342394404872
"Wave_2164",2.85372395513319
"Wave_2165",4.93610622667864
"Wave_2166",7.42909546046147
"Wave_2167",9.33939865551765
"Wave_2168",11.2212052747846
"Wave_2169",12.5010695969885
"Wave_2170",13.7809323488926
"Wave_2171",15.1588285397351
"Wave_2172",16.4947117577813
"Wave_2173",17.2225447264559
"Wave_2174",18.4266360356255
"Wave_2175",19.6307275741969
"Wave_2176",21.8850495281282
"Wave_2177",23.5604747886243
"Wave_2178",24.9501664566948
"Wave_2179",25.9159514537965
"Wave_2180",26.8817380474863
"Wave_2181",29.0407483179563
"Wave_2182",31.5030163589278
"Wave_2183",33.7580187558194
"Wave_2184",34.7200047635201
"Wave_2185",35.4768437611653
"Wave_2186",37.6501706586292
"Wave_2187",39.8234978797715
"Wave_2188",40.7969729430881
"Wave_2189",40.8391978950185
"Wave_2190",40.9676895388288
"Wave_2191",42.303872834172
"Wave_2192",43.6400552946651
"Wave_2193",44.7481827591793
"Wave_2194",45.7349691837006
"Wave_2195",46.7961499892466
"Wave_2196",47.9433598838096
"Wave_2197",49.0905692745874
"Wave_2198",49.8262424310776
"Wave_2199",50.1677917408927
"Wave_2200",50.5499050613396
"Wave_2201",51.9055585804819
"Wave_2202",53.3956067048842
"Wave_2203",55.6442192543737
"Wave_2204",57.8928301667301
"Wave_2205",59.7341056588228
"Wave_2206",61.4691849386576
"Wave_2207",63.2857799737521
"Wave_2208",64.5132637131311
"Wave_2209",65.7407453831142
"Wave_2210",66.3352051325868
"Wave_2211",66.6833984509226
"Wave_2212",66.5191842989425
"Wave_2213",67.0557548348003
"Wave_2214",67.6553468265798
"Wave_2215",69.1595193036281
"Wave_2216",70.7011797001223
"Wave_2217",71.6363418254096
"Wave_2218",71.9191665136813
"Wave_2219",72.2422396524534
"Wave_2220",71.9863287643774
"Wave_2221",71.730417990159
"Wave_2222",72.4670145875908
"Wave_2223",73.5278454035774
"Wave_2224",74.309933816958
"Wave_2225",75.0068373245292
"Wave_2226",75.7037402321125
"Wave_2227",75.4861097881437
"Wave_2228",75.1696932595998
