"","H20_g_m2.11.comps"
"Wave_1378",-28.3630103299799
"Wave_1379",-29.3641841447695
"Wave_1380",-30.0956208496786
"Wave_1381",-30.7970904183234
"Wave_1382",-31.4985585833028
"Wave_1383",-31.9854358184399
"Wave_1384",-31.6139427538263
"Wave_1385",-31.2424520055743
"Wave_1386",-30.8709597881113
"Wave_1387",-30.4402476060493
"Wave_1388",-29.9503173926749
"Wave_1389",-29.4603883698027
"Wave_1390",-28.9704569301445
"Wave_1391",-26.4849273392993
"Wave_1392",-23.3598430633955
"Wave_1393",-20.2347641469383
"Wave_1394",-17.1096802245229
"Wave_1395",-13.7310757536932
"Wave_1396",-10.352470785499
"Wave_1397",-6.97386548213058
"Wave_1398",-3.586920355013
"Wave_1399",-0.180516711435246
"Wave_1400",3.2258867124781
"Wave_1401",6.63228877157351
"Wave_1402",9.76529259482326
"Wave_1403",12.7160286784717
"Wave_1404",15.6667641069623
"Wave_1405",18.6175003262376
"Wave_1406",21.6304145350149
"Wave_1407",24.650237363801
"Wave_1408",27.670060130103
"Wave_1409",30.4913208737945
"Wave_1410",32.5183419956204
"Wave_1411",34.545360559431
"Wave_1412",36.5723815674864
"Wave_1413",37.9165511563807
"Wave_1414",38.5778678441816
"Wave_1415",39.2391833821909
"Wave_1416",39.9005018159757
"Wave_1417",40.2418918467871
"Wave_1418",40.5033007015228
"Wave_1419",40.7647138041308
"Wave_1420",40.9648225032246
"Wave_1421",40.6132233494131
"Wave_1422",40.2616211713328
"Wave_1423",39.910020692169
"Wave_1424",39.6402697432416
"Wave_1425",39.2015341067077
"Wave_1426",38.7627950902808
"Wave_1427",38.3240601609767
"Wave_1428",37.6662134037006
"Wave_1429",36.9144656963541
"Wave_1430",36.16271547044
"Wave_1431",35.4109666855778
"Wave_1432",34.5907093241088
"Wave_1433",33.6787976042206
"Wave_1434",32.7668831084195
"Wave_1435",31.8994583018172
"Wave_1436",31.0186602816882
"Wave_1437",30.1378607607588
"Wave_1438",29.2570621300905
"Wave_1439",28.6346043824628
"Wave_1440",28.1843725232131
"Wave_1441",27.7341443980314
"Wave_1442",27.2839121972936
"Wave_1443",26.8862377424818
"Wave_1444",26.4645868758318
"Wave_1445",26.0429378584316
"Wave_1446",25.5585821763931
"Wave_1447",24.8233978535486
"Wave_1448",24.088215190045
"Wave_1449",23.3530322964248
"Wave_1450",22.7729755201492
"Wave_1451",22.3480455080272
"Wave_1452",21.9231184732997
"Wave_1453",21.4981899000792
"Wave_1454",21.4860129139648
"Wave_1455",21.5770250089359
"Wave_1456",21.6680360336728
"Wave_1457",21.7277470828099
"Wave_1458",21.5057609557984
"Wave_1459",21.2837719810558
"Wave_1460",21.0617854814093
"Wave_1461",20.8328079451786
"Wave_1462",20.5933416901324
"Wave_1463",20.3538758468036
"Wave_1464",20.1144113825033
"Wave_1465",19.7638905250219
"Wave_1466",19.3657743722853
"Wave_1467",18.9676572802476
"Wave_1468",18.5695404021269
"Wave_1469",18.0752291703935
"Wave_1470",17.5809200725755
"Wave_1471",17.0866085768993
"Wave_1472",16.5904879939875
"Wave_1473",16.0901418924327
"Wave_1474",15.5897962835849
"Wave_1475",15.0894491112547
"Wave_1476",14.5742703343848
"Wave_1477",14.023938642459
"Wave_1478",13.4736068540983
"Wave_1479",12.9232749391197
"Wave_1480",12.0138657086098
"Wave_1481",11.0465627606595
"Wave_1482",10.0792627564087
"Wave_1483",9.18533327744584
"Wave_1484",8.46261263226303
"Wave_1485",7.73988932272614
"Wave_1486",7.0171685554025
"Wave_1487",6.25662059204978
"Wave_1488",5.47085821359224
"Wave_1489",4.68509532114997
"Wave_1490",3.89933417307954
"Wave_1491",3.33759575653532
"Wave_1492",2.80075181747714
"Wave_1493",2.26390922021662
"Wave_1494",1.77964224194689
"Wave_1495",1.50567746587378
"Wave_1496",1.23171390383298
"Wave_1497",0.957751841001356
"Wave_1498",0.351601441917102
"Wave_1499",-0.476007226737027
"Wave_1500",-1.30361473758046
"Wave_1501",-2.13122260875719
"Wave_1502",-2.47312461508919
"Wave_1503",-2.76105829932052
"Wave_1504",-3.04899183816176
"Wave_1505",-3.33349251889909
"Wave_1506",-3.604259936983
"Wave_1507",-3.87502745211418
"Wave_1508",-4.14579487835169
"Wave_1509",-4.76299116973991
"Wave_1510",-5.62271188918526
"Wave_1511",-6.48243028014391
"Wave_1512",-7.34215040269334
"Wave_1513",-7.63193697392827
"Wave_1514",-7.85839947729736
"Wave_1515",-8.08485677362633
"Wave_1516",-8.43540488499115
"Wave_1517",-9.2822976396288
"Wave_1518",-10.1291922171649
"Wave_1519",-10.9760850715755
"Wave_1520",-11.2827774985623
"Wave_1521",-11.3416746363804
"Wave_1522",-11.4005717930644
"Wave_1523",-11.459469169303
"Wave_1524",-12.0516471805121
"Wave_1525",-12.6779034183697
"Wave_1526",-13.3041585088035
"Wave_1527",-13.8552784875329
"Wave_1528",-14.105848417922
"Wave_1529",-14.3564192883779
"Wave_1530",-14.6069875164648
"Wave_1531",-14.9569812924845
"Wave_1532",-15.388778938784
"Wave_1533",-15.8205794506745
"Wave_1534",-16.252378531677
"Wave_1535",-16.5345080356073
"Wave_1536",-16.8000054081336
"Wave_1537",-17.0655036284204
"Wave_1538",-17.3150104737141
"Wave_1539",-17.5005540787753
"Wave_1540",-17.686094576511
"Wave_1541",-17.8716384244456
"Wave_1542",-17.9347056064474
"Wave_1543",-17.9046338923102
"Wave_1544",-17.8745640011749
"Wave_1545",-17.8444915312557
"Wave_1546",-17.8936907618499
"Wave_1547",-17.9516969083
"Wave_1548",-18.0097046210001
"Wave_1549",-18.0866398402235
"Wave_1550",-18.2229141900646
"Wave_1551",-18.359189688687
"Wave_1552",-18.495464949173
"Wave_1553",-18.68854990419
"Wave_1554",-18.919510870995
"Wave_1555",-19.1504714814823
"Wave_1556",-19.3814306562036
"Wave_1557",-19.5355081159242
"Wave_1558",-19.7236138222621
"Wave_1559",-19.9117179867714
"Wave_1560",-20.1075746682283
"Wave_1561",-20.3215209334736
"Wave_1562",-20.535467041079
"Wave_1563",-20.7494116124072
"Wave_1564",-21.1219571213493
"Wave_1565",-21.5582728335438
"Wave_1566",-21.9945869926167
"Wave_1567",-22.4309022455675
"Wave_1568",-22.5126084855594
"Wave_1569",-22.5943128657074
"Wave_1570",-22.6760163159398
"Wave_1571",-22.7725827118812
"Wave_1572",-22.6872419785593
"Wave_1573",-22.6019006273645
"Wave_1574",-22.5165597489641
"Wave_1575",-22.5670995498062
"Wave_1576",-22.6509950198017
"Wave_1577",-22.734891538239
"Wave_1578",-22.8356330808872
"Wave_1579",-23.2305679151421
"Wave_1580",-23.6255068402596
"Wave_1581",-24.020442629568
"Wave_1582",-23.9291315170801
"Wave_1583",-23.2093973282188
"Wave_1584",-22.4896653790927
"Wave_1585",-21.7699306643839
"Wave_1586",-21.9958637534136
"Wave_1587",-22.483526436001
"Wave_1588",-22.9711873714343
"Wave_1589",-23.4517024411237
"Wave_1590",-23.8056109215693
"Wave_1591",-24.1595182477435
"Wave_1592",-24.5134275953599
"Wave_1593",-24.5404508529438
"Wave_1594",-24.3689953475015
"Wave_1595",-24.1975361185257
"Wave_1596",-24.0260803260314
"Wave_1597",-24.1775928349271
"Wave_1598",-24.3360437596765
"Wave_1599",-24.4944947349425
"Wave_1600",-24.5752006488374
"Wave_1601",-24.2881952929641
"Wave_1602",-24.0011920381149
"Wave_1603",-23.7141874975285
"Wave_1604",-24.2241177141142
"Wave_1605",-25.1461146139293
"Wave_1606",-26.0681132054112
"Wave_1607",-26.8504462896325
"Wave_1608",-26.8037992558873
"Wave_1609",-26.8047078091055
"Wave_1610",-26.8056171826185
"Wave_1611",-26.7308815211119
"Wave_1612",-26.3053267891755
"Wave_1613",-25.879769192007
"Wave_1614",-25.4542115083681
"Wave_1615",-25.1026974938983
"Wave_1616",-24.7723391414433
"Wave_1617",-24.4419831719584
"Wave_1618",-24.1371922051513
"Wave_1619",-23.9114655589787
"Wave_1620",-23.6857397691833
"Wave_1621",-23.460011177499
"Wave_1622",-23.2055589992139
"Wave_1623",-23.0853277443733
"Wave_1624",-22.96509347307
"Wave_1625",-22.8448611471573
"Wave_1626",-23.0287995115472
"Wave_1627",-23.1293646734669
"Wave_1628",-23.2299286132621
"Wave_1629",-23.4165455346621
"Wave_1630",-23.968701444438
"Wave_1631",-24.5208545316155
"Wave_1632",-25.0730101731605
"Wave_1633",-24.9920766437526
"Wave_1634",-24.5237273408741
"Wave_1635",-24.0553774157476
"Wave_1636",-23.5832760032369
"Wave_1637",-23.4496414404081
"Wave_1638",-23.3573600492958
"Wave_1639",-23.2650846589309
"Wave_1640",-22.9726660610764
"Wave_1641",-22.3886194257196
"Wave_1642",-21.8045705790802
"Wave_1643",-21.2205253427481
"Wave_1644",-20.6530490516024
"Wave_1645",-20.0750916929889
"Wave_1646",-19.497133273365
"Wave_1647",-19.0901236758772
"Wave_1648",-18.141778528779
"Wave_1649",-17.1934345422994
"Wave_1650",-16.2450893464864
"Wave_1651",-15.3734881045626
"Wave_1652",-14.6343791772704
"Wave_1653",-13.8952710915261
"Wave_1654",-13.1332590498185
"Wave_1655",-12.1658500504518
"Wave_1656",-11.1986243011598
"Wave_1657",-10.2313972272198
"Wave_1658",-9.24331653780518
"Wave_1659",-8.11801882292119
"Wave_1660",-6.99272211460067
"Wave_1661",-5.86742755988267
"Wave_1662",-4.45589107099675
"Wave_1663",-3.07946039784346
"Wave_1664",-1.70302936070489
"Wave_1665",-0.775398002608632
"Wave_1666",0.135766878424797
"Wave_1667",1.04693016373404
"Wave_1668",1.95809498297523
"Wave_1669",1.83156382814876
"Wave_1670",1.30656181242834
"Wave_1671",0.78156075787552
"Wave_1672",0.333142692177359
"Wave_1673",0.417936999234484
"Wave_1674",0.463720659921414
"Wave_1675",0.509504193436497
"Wave_1676",0.464223661074348
"Wave_1677",0.625550160228908
"Wave_1678",0.7868766566988
"Wave_1679",0.948201031886204
"Wave_1680",1.03373580328586
"Wave_1681",1.07451157547623
"Wave_1682",1.11528750661214
"Wave_1683",0.904021933758155
"Wave_1684",0.567006489226631
"Wave_1685",0.229989242848082
"Wave_1686",-0.107026558720082
"Wave_1687",-0.70866023149812
"Wave_1688",-1.55629640608352
"Wave_1689",-2.40393318296839
"Wave_1690",-3.26665122374904
"Wave_1691",-4.10565087996204
"Wave_1692",-4.90478757586539
"Wave_1693",-5.70392488953637
"Wave_1694",-6.14382777381877
"Wave_1695",-6.15962723336253
"Wave_1696",-6.17542764406359
"Wave_1697",-6.19122759887936
"Wave_1698",-6.64047112087468
"Wave_1699",-6.94064684364074
"Wave_1700",-7.24081753724838
"Wave_1701",-7.24380226423158
"Wave_1702",-6.82478973938319
"Wave_1703",-6.40577693216469
"Wave_1704",-5.98676449416022
"Wave_1705",-5.64393285576674
"Wave_1706",-5.63989425875331
"Wave_1707",-5.63585616685254
"Wave_1708",-5.70855896848548
"Wave_1709",-5.50276956640093
"Wave_1710",-5.15060739499616
"Wave_1711",-4.79845054150456
"Wave_1712",-3.94262616271099
"Wave_1713",-2.98924765592863
"Wave_1714",-2.03586611878324
"Wave_1715",-1.09076609226092
"Wave_1716",0.246432745876089
"Wave_1717",1.89471791731986
"Wave_1718",3.54300213308082
"Wave_1719",4.61938929576216
"Wave_1720",5.05621590065272
"Wave_1721",5.49304477344309
"Wave_1722",5.92986972274213
"Wave_1723",6.36742380357211
"Wave_1724",7.1723490709324
"Wave_1725",7.97727633985005
"Wave_1726",8.65151964347381
"Wave_1727",8.43101833049356
"Wave_1728",8.13288522294607
"Wave_1729",7.83474903256496
"Wave_1730",6.73073797212855
"Wave_1731",6.07011437479251
"Wave_1732",5.40949321163081
"Wave_1733",4.95351741613602
"Wave_1734",4.74922816157863
"Wave_1735",4.44815290735607
"Wave_1736",4.14708122629525
"Wave_1737",3.195245559549
"Wave_1738",2.27763479629515
"Wave_1739",1.36002751970252
"Wave_1740",0.513634414497818
"Wave_1741",0.0119236261794762
"Wave_1742",-0.449908330509404
"Wave_1743",-0.911743349207835
"Wave_1744",-1.46466369430733
"Wave_1745",-2.15128586633367
"Wave_1746",-2.83790794044295
"Wave_1747",-3.45647240771921
"Wave_1748",-3.29410629483353
"Wave_1749",-2.87909099991229
"Wave_1750",-2.46407708613281
"Wave_1751",-1.70700436069202
"Wave_1752",-1.03936028128504
"Wave_1753",-0.479584975583895
"Wave_1754",0.0801876481768042
"Wave_1755",-0.40177078053739
"Wave_1756",-0.771228606783083
"Wave_1757",-1.14068669559906
"Wave_1758",-1.30643768565996
"Wave_1759",-1.38965376731644
"Wave_1760",-1.56844958091471
"Wave_1761",-1.74724530861389
"Wave_1762",-2.06340782188126
"Wave_1763",-2.53334390064712
"Wave_1764",-3.00327972509655
"Wave_1765",-3.35495789370458
"Wave_1766",-3.70579037071099
"Wave_1767",-4.24001699566271
"Wave_1768",-4.77424566973181
"Wave_1769",-4.33328126932335
"Wave_1770",-3.99383848292182
"Wave_1771",-3.65439440590608
"Wave_1772",-3.57294897751654
"Wave_1773",-4.41123556350025
"Wave_1774",-5.08112159243934
"Wave_1775",-5.75100846672853
"Wave_1776",-5.10728915413181
"Wave_1777",-4.77620837699143
"Wave_1778",-4.54241520599688
"Wave_1779",-4.4742149264657
"Wave_1780",-4.99195224308279
"Wave_1781",-5.33136126376915
"Wave_1782",-5.67076988594033
"Wave_1783",-5.55605316304559
"Wave_1784",-5.34743459076533
"Wave_1785",-5.19103151946351
"Wave_1786",-4.95636908155692
"Wave_1787",-4.10995697305289
"Wave_1788",-3.63383364004786
"Wave_1789",-3.15770953135153
"Wave_1790",-3.04566830904171
"Wave_1791",-3.26559491052328
"Wave_1792",-3.52376824883684
"Wave_1793",-3.69792143831917
"Wave_1794",-3.17745580241567
"Wave_1795",-3.21141472185671
"Wave_1796",-3.24537223090843
"Wave_1797",-3.62447577593998
"Wave_1798",-4.0944524213022
"Wave_1799",-4.39491384959779
"Wave_1800",-4.69537524721326
"Wave_1801",-4.14672487981991
"Wave_1802",-4.24959822882966
"Wave_1803",-4.35247360552767
"Wave_1804",-4.808232038867
"Wave_1805",-5.3616979273064
"Wave_1806",-5.65998269689995
"Wave_1807",-5.9582700634194
"Wave_1808",-5.90908355430872
"Wave_1809",-6.21382927221087
"Wave_1810",-6.55789923903499
"Wave_1811",-6.77912006844472
"Wave_1812",-6.53474319345999
"Wave_1813",-5.86839200020462
"Wave_1814",-5.20204240081044
"Wave_1815",-5.60977954942746
"Wave_1816",-6.06861404891575
"Wave_1817",-6.51038598876465
"Wave_1818",-6.94902643664394
"Wave_1819",-7.3590435212024
"Wave_1820",-7.71322519896451
"Wave_1821",-8.06740528592525
"Wave_1822",-8.13172774963494
"Wave_1823",-8.19317872064384
"Wave_1824",-8.26196248313727
"Wave_1825",-8.52131151904801
"Wave_1826",-8.8748779141489
"Wave_1827",-8.46193794110168
"Wave_1828",-8.04900050388931
"Wave_1829",-9.03890583493266
"Wave_1830",-9.65268709633472
"Wave_1831",-10.038467987521
"Wave_1832",-10.4341432058509
"Wave_1833",-10.8556655137542
"Wave_1834",-11.3212166718025
"Wave_1835",-11.786767509217
"Wave_1836",-12.9480318663716
"Wave_1837",-13.2951169202715
"Wave_1838",-13.0478794807363
"Wave_1839",-13.1177841286229
"Wave_1840",-13.5900514724434
"Wave_1841",-13.4021776248636
"Wave_1842",-13.2143044845155
"Wave_1843",-14.7440046169744
"Wave_1844",-15.4103753673497
"Wave_1845",-15.3739603861321
"Wave_1846",-15.6946383732058
"Wave_1847",-16.4380025381121
"Wave_1848",-16.1648354504712
"Wave_1849",-15.8916689385942
"Wave_1850",-17.2851554744219
"Wave_1851",-17.5997236698328
"Wave_1852",-16.650186717541
"Wave_1853",-16.9631873403981
"Wave_1854",-19.1699937429886
"Wave_1855",-18.6173143917259
"Wave_1856",-18.064632125078
"Wave_1857",-19.3116661473388
"Wave_1858",-19.7508053170838
"Wave_1859",-19.3820527520702
"Wave_1860",-20.0539844992392
"Wave_1861",-21.766600447104
"Wave_1862",-21.4184631815668
"Wave_1863",-21.0703284830623
"Wave_1864",-23.7782872641342
"Wave_1865",-24.9878087798645
"Wave_1866",-23.9496686359664
"Wave_1867",-23.3727486424624
"Wave_1868",-23.2570504862165
"Wave_1869",-21.4702178029837
"Wave_1870",-19.6774076282136
"Wave_1871",-19.5019144276269
"Wave_1872",-18.9717391936511
"Wave_1873",-17.9095359156861
"Wave_1874",-17.1752441881953
"Wave_1875",-16.6595628076277
"Wave_1876",-16.5776348577116
"Wave_1877",-16.4212707934723
"Wave_1878",-15.1612053412124
"Wave_1879",-14.5118902491709
"Wave_1880",-14.7787001395042
"Wave_1881",-14.5031170973533
"Wave_1882",-13.8659349321776
"Wave_1883",-15.8665619863362
"Wave_1884",-17.2935072060361
"Wave_1885",-15.2533618073646
"Wave_1886",-14.6123775916168
"Wave_1887",-16.070136051933
"Wave_1888",-14.7384843436232
"Wave_1889",-12.2113712728859
"Wave_1890",-13.1379446822161
"Wave_1891",-13.777533513159
"Wave_1892",-11.7342136003292
"Wave_1893",-11.2797936138029
"Wave_1894",-13.2087236098885
"Wave_1895",-12.7827154536967
"Wave_1896",-11.7679727121657
"Wave_1897",-13.3739776590674
"Wave_1898",-12.7600771429533
"Wave_1899",-6.28694472243608
"Wave_1900",1.91984594103278
"Wave_1901",11.3127150980083
"Wave_1902",7.97589881566341
"Wave_1903",4.46528943241264
"Wave_1904",1.75985327683768
"Wave_1905",0.87045376120151
"Wave_1906",-1.24953751920554
"Wave_1907",-0.96974730626836
"Wave_1908",0.115086677298849
"Wave_1909",-0.109589222009048
"Wave_1910",0.303511814382809
"Wave_1911",0.467697735667183
"Wave_1912",0.00587892761916331
"Wave_1913",0.0985428273713569
"Wave_1914",-0.49799773646062
"Wave_1915",-1.41155065728017
"Wave_1916",-2.26405095982295
"Wave_1917",-3.43170916629378
"Wave_1918",-3.5979603732564
"Wave_1919",-3.85464421616189
"Wave_1920",-4.31064415507888
"Wave_1921",-4.52302306981427
"Wave_1922",-4.95514245361226
"Wave_1923",-5.47438509251991
"Wave_1924",-5.93679177496782
"Wave_1925",-6.42976093360621
"Wave_1926",-6.42357502869254
"Wave_1927",-6.50619713143578
"Wave_1928",-7.11261295523253
"Wave_1929",-7.97187229821288
"Wave_1930",-8.93629595613561
"Wave_1931",-9.3222188549103
"Wave_1932",-9.41514300309618
"Wave_1933",-9.65109726203377
"Wave_1934",-10.2511870443948
"Wave_1935",-10.8129982485056
"Wave_1936",-10.9714785148936
"Wave_1937",-10.7546322712024
"Wave_1938",-10.7801975014414
"Wave_1939",-11.1707746690653
"Wave_1940",-11.5920018612864
"Wave_1941",-12.1637084186315
"Wave_1942",-12.325914799872
"Wave_1943",-12.4470207822359
"Wave_1944",-12.3476554305115
"Wave_1945",-12.1641877530295
"Wave_1946",-12.130074524961
"Wave_1947",-12.6182060754986
"Wave_1948",-13.1995600622487
"Wave_1949",-13.7204081543745
"Wave_1950",-13.9047130988087
"Wave_1951",-14.1490348406403
"Wave_1952",-14.7774038291975
"Wave_1953",-15.549753808837
"Wave_1954",-16.289124922588
"Wave_1955",-16.1754707957928
"Wave_1956",-15.9694791589088
"Wave_1957",-15.9678127144685
"Wave_1958",-15.9395002863919
"Wave_1959",-15.9347262004426
"Wave_1960",-15.8578998259582
"Wave_1961",-15.6964236609382
"Wave_1962",-15.6463903953902
"Wave_1963",-15.4884159002996
"Wave_1964",-15.3304409744506
"Wave_1965",-15.3110195340995
"Wave_1966",-15.5320415179334
"Wave_1967",-15.8097257031109
"Wave_1968",-15.8252229743969
"Wave_1969",-15.6919289170428
"Wave_1970",-15.5445648870926
"Wave_1971",-14.9901526972354
"Wave_1972",-14.4829834823854
"Wave_1973",-14.4833458770197
"Wave_1974",-14.6072228725525
"Wave_1975",-14.5328790846865
"Wave_1976",-14.4205257112687
"Wave_1977",-14.3482255439586
"Wave_1978",-14.2795293088339
"Wave_1979",-13.9214211069576
"Wave_1980",-13.6451365746148
"Wave_1981",-13.4960182760089
"Wave_1982",-13.2134808880334
"Wave_1983",-13.0669432168973
"Wave_1984",-13.1348756389647
"Wave_1985",-13.202808055434
"Wave_1986",-13.0889129799556
"Wave_1987",-12.9025677838806
"Wave_1988",-12.8163442601842
"Wave_1989",-12.7465416623577
"Wave_1990",-12.5836549123522
"Wave_1991",-12.3176901722471
"Wave_1992",-12.3174453456797
"Wave_1993",-12.3662788844995
"Wave_1994",-12.586666518937
"Wave_1995",-12.5369054455905
"Wave_1996",-12.4404533587368
"Wave_1997",-12.071452369731
"Wave_1998",-11.6773562409145
"Wave_1999",-11.3478477323695
"Wave_2000",-10.8698117714427
"Wave_2001",-10.3067458987486
"Wave_2002",-10.0563340611084
"Wave_2003",-10.024947102749
"Wave_2004",-10.1475732149965
"Wave_2005",-9.71626641634679
"Wave_2006",-9.2665354770255
"Wave_2007",-8.91537639759767
"Wave_2008",-8.82860468490096
"Wave_2009",-8.77964345758591
"Wave_2010",-8.78422973664655
"Wave_2011",-8.79056488595843
"Wave_2012",-8.57080969188621
"Wave_2013",-7.96203663253597
"Wave_2014",-7.31301016584908
"Wave_2015",-7.01699819127286
"Wave_2016",-6.832720240192
"Wave_2017",-6.9126740862673
"Wave_2018",-6.86686870996821
"Wave_2019",-6.81426161357344
"Wave_2020",-6.91169170132697
"Wave_2021",-7.14995904464711
"Wave_2022",-7.04013735192729
"Wave_2023",-6.19010306753347
"Wave_2024",-5.34006852975871
"Wave_2025",-5.27733768020622
"Wave_2026",-5.09952721462423
"Wave_2027",-4.78557159361519
"Wave_2028",-4.88355876822643
"Wave_2029",-5.16394909719675
"Wave_2030",-5.08564329517436
"Wave_2031",-4.46436647577692
"Wave_2032",-3.94735735402106
"Wave_2033",-3.96503229605129
"Wave_2034",-4.03311278711461
"Wave_2035",-3.7855660605796
"Wave_2036",-3.40903912262558
"Wave_2037",-3.03251240924473
"Wave_2038",-3.43404909334637
"Wave_2039",-4.04611042636096
"Wave_2040",-4.25976295094785
"Wave_2041",-3.70749235911205
"Wave_2042",-3.15522251790727
"Wave_2043",-3.38210888808857
"Wave_2044",-3.53767225425541
"Wave_2045",-3.56548514818382
"Wave_2046",-4.05151996006601
"Wave_2047",-4.62158921698863
"Wave_2048",-4.42919424487575
"Wave_2049",-3.72769541709283
"Wave_2050",-3.07880959980162
"Wave_2051",-2.70905594960376
"Wave_2052",-2.36873578661318
"Wave_2053",-2.24951586677365
"Wave_2054",-2.37255433482238
"Wave_2055",-2.41859342774947
"Wave_2056",-2.28576513338062
"Wave_2057",-2.49568560386977
"Wave_2058",-2.92622605795102
"Wave_2059",-2.6755111106469
"Wave_2060",-2.42479670906452
"Wave_2061",-1.91031296560525
"Wave_2062",-1.05901317186669
"Wave_2063",-0.243540778053152
"Wave_2064",-0.489917463949574
"Wave_2065",-0.736294759258894
"Wave_2066",-0.061347570819196
"Wave_2067",1.03516343115023
"Wave_2068",1.86615016818697
"Wave_2069",2.14678609278807
"Wave_2070",2.43511154956335
"Wave_2071",2.86808360169856
"Wave_2072",3.16222471104181
"Wave_2073",3.44756044601019
"Wave_2074",3.04723101737433
"Wave_2075",2.48429250996258
"Wave_2076",2.05337185943948
"Wave_2077",2.08694721967707
"Wave_2078",2.09886933413533
"Wave_2079",1.7672987459676
"Wave_2080",1.39857285802419
"Wave_2081",1.93894304917208
"Wave_2082",3.37729550082555
"Wave_2083",4.64913111330014
"Wave_2084",4.27451663933318
"Wave_2085",3.83656490277041
"Wave_2086",4.08717410034493
"Wave_2087",5.02042357704248
"Wave_2088",5.95367646790234
"Wave_2089",5.94749785817306
"Wave_2090",6.37595050164806
"Wave_2091",7.25924930420243
"Wave_2092",7.61957710544777
"Wave_2093",7.97990499970661
"Wave_2094",8.24507575096854
"Wave_2095",8.45827824156892
"Wave_2096",8.78101405904281
"Wave_2097",9.42773305645789
"Wave_2098",10.074451678559
"Wave_2099",10.0352572113773
"Wave_2100",9.89076680241616
"Wave_2101",9.78104207429035
"Wave_2102",10.5374758341218
"Wave_2103",11.2939084100199
"Wave_2104",11.269619169719
"Wave_2105",10.8719670961705
"Wave_2106",11.2240643818592
"Wave_2107",12.4309168485109
"Wave_2108",13.637769177543
"Wave_2109",13.4415856360468
"Wave_2110",13.759722973994
"Wave_2111",14.4552250762595
"Wave_2112",14.8528059272626
"Wave_2113",15.2503876255884
"Wave_2114",15.4595850515887
"Wave_2115",15.4477105327859
"Wave_2116",15.0816181559381
"Wave_2117",14.5353972089798
"Wave_2118",13.9891753666359
"Wave_2119",15.206376269868
"Wave_2120",17.0112303165332
"Wave_2121",18.731443260136
"Wave_2122",19.718625504435
"Wave_2123",20.7058076886401
"Wave_2124",21.1635882211311
"Wave_2125",21.5920173701475
"Wave_2126",22.2623565921131
"Wave_2127",22.8228127445844
"Wave_2128",23.383268499621
"Wave_2129",23.8375642907483
"Wave_2130",24.1322938266668
"Wave_2131",24.2866369696611
"Wave_2132",25.6093816965257
"Wave_2133",26.9321250886801
"Wave_2134",27.5777006085943
"Wave_2135",27.3820439688531
"Wave_2136",27.2753285559808
"Wave_2137",27.6016468245821
"Wave_2138",27.9279652793384
"Wave_2139",28.321139831077
"Wave_2140",28.8700613159929
"Wave_2141",29.8990237295831
"Wave_2142",31.8015620748222
"Wave_2143",33.7040992360174
"Wave_2144",34.6445423578941
"Wave_2145",35.6330019566377
"Wave_2146",36.042407427951
"Wave_2147",34.9102557185836
"Wave_2148",33.7781039378818
"Wave_2149",34.1442647828803
"Wave_2150",34.2978358354182
"Wave_2151",34.2043390169988
"Wave_2152",34.1938964839557
"Wave_2153",34.1373000810499
"Wave_2154",34.9329442458483
"Wave_2155",36.0454938458198
"Wave_2156",36.5700029403741
"Wave_2157",36.4099350474674
"Wave_2158",36.3702917355163
"Wave_2159",36.2499172997663
"Wave_2160",36.0001485667032
"Wave_2161",35.6959583501314
"Wave_2162",35.0672111494222
"Wave_2163",34.1411265412575
"Wave_2164",34.333364618428
"Wave_2165",34.525602868379
"Wave_2166",35.0453632584775
"Wave_2167",35.2121650262297
"Wave_2168",35.2004151390457
"Wave_2169",34.4796180720949
"Wave_2170",33.7588219253205
"Wave_2171",33.0411704057143
"Wave_2172",32.1566983311274
"Wave_2173",31.0271977170982
"Wave_2174",30.588320366523
"Wave_2175",30.1494417184034
"Wave_2176",31.1551597482583
"Wave_2177",32.1629207662667
"Wave_2178",33.1709390495071
"Wave_2179",34.0664982182229
"Wave_2180",34.9620553427195
"Wave_2181",35.5654528433994
"Wave_2182",36.3097441969681
"Wave_2183",36.9647117626179
"Wave_2184",36.7263448605899
"Wave_2185",36.3552407100353
"Wave_2186",36.4107812515944
"Wave_2187",36.4663216222735
"Wave_2188",36.4732208531687
"Wave_2189",36.3012850245668
"Wave_2190",35.9562016571115
"Wave_2191",35.5317236323487
"Wave_2192",35.1072486992383
"Wave_2193",35.0865702865479
"Wave_2194",35.1982300669678
"Wave_2195",35.2266048531294
"Wave_2196",34.9861536600886
"Wave_2197",34.7457028218153
"Wave_2198",34.9389367605052
"Wave_2199",35.0386108698584
"Wave_2200",35.2239335860512
"Wave_2201",36.1543788478101
"Wave_2202",37.1247114091711
"Wave_2203",37.1937932373704
"Wave_2204",37.2628731090343
"Wave_2205",36.4738151915089
"Wave_2206",35.2126649396126
"Wave_2207",34.0669218332921
"Wave_2208",32.740617411227
"Wave_2209",31.4143132690687
"Wave_2210",30.4717451847925
"Wave_2211",29.4989969561409
"Wave_2212",28.2900074634941
"Wave_2213",27.9844702020313
"Wave_2214",27.7203059502453
"Wave_2215",27.3859865642986
"Wave_2216",27.002501200163
"Wave_2217",27.0588492397373
"Wave_2218",27.4744895200242
"Wave_2219",27.8839471085436
"Wave_2220",27.744747503084
"Wave_2221",27.6055466602705
