"","nitrate_umol_m2.10.comps"
"Wave_1366",-0.32890435914327
"Wave_1367",-0.200297114496749
"Wave_1368",-0.070356014434857
"Wave_1369",0.0715891498245234
"Wave_1370",0.213534304886854
"Wave_1371",0.355479465919091
"Wave_1372",0.504378743581689
"Wave_1373",0.66950413371323
"Wave_1374",0.834629466679399
"Wave_1375",0.999754838814529
"Wave_1376",1.21434361190233
"Wave_1377",1.46190812717689
"Wave_1378",1.70947252706147
"Wave_1379",1.95703702244334
"Wave_1380",2.1430606207398
"Wave_1381",2.32224643540326
"Wave_1382",2.50143224023778
"Wave_1383",2.65990023302625
"Wave_1384",2.735496635411
"Wave_1385",2.81109312872157
"Wave_1386",2.88668944275092
"Wave_1387",2.91868277955124
"Wave_1388",2.90707257446535
"Wave_1389",2.89546270275773
"Wave_1390",2.88385268511143
"Wave_1391",2.81233712175721
"Wave_1392",2.72347921526492
"Wave_1393",2.63462113402612
"Wave_1394",2.54576309507706
"Wave_1395",2.39958600398492
"Wave_1396",2.25340896166166
"Wave_1397",2.10723180551878
"Wave_1398",1.95739721521433
"Wave_1399",1.79902869154729
"Wave_1400",1.64066007544857
"Wave_1401",1.48229139709124
"Wave_1402",1.34506020944088
"Wave_1403",1.22192039720738
"Wave_1404",1.09878059739758
"Wave_1405",0.975640816819804
"Wave_1406",0.841967651043646
"Wave_1407",0.707123890805285
"Wave_1408",0.572280281195245
"Wave_1409",0.447527938990287
"Wave_1410",0.363140383327344
"Wave_1411",0.278752978641381
"Wave_1412",0.19436558029333
"Wave_1413",0.134180946045962
"Wave_1414",0.0981991784905136
"Wave_1415",0.0622175936433126
"Wave_1416",0.0262357190649819
"Wave_1417",0.016704831017218
"Wave_1418",0.0137863071540961
"Wave_1419",0.0108680450514291
"Wave_1420",0.00876698587234026
"Wave_1421",0.0140227092808979
"Wave_1422",0.0192783769292965
"Wave_1423",0.0245340486355666
"Wave_1424",0.0131375687859775
"Wave_1425",-0.0155102029626645
"Wave_1426",-0.0441582154618473
"Wave_1427",-0.0728060872059679
"Wave_1428",-0.0836082383149015
"Wave_1429",-0.0867620333448462
"Wave_1430",-0.0899161127805573
"Wave_1431",-0.0930698824355811
"Wave_1432",-0.129264662843374
"Wave_1433",-0.161594327851724
"Wave_1434",-0.19392399702494
"Wave_1435",-0.220583989793215
"Wave_1436",-0.227642302882875
"Wave_1437",-0.234700690160049
"Wave_1438",-0.241759133409338
"Wave_1439",-0.270632420241871
"Wave_1440",-0.314049031956824
"Wave_1441",-0.357465726556745
"Wave_1442",-0.400882360335235
"Wave_1443",-0.438892158116272
"Wave_1444",-0.473438271753906
"Wave_1445",-0.507984279849845
"Wave_1446",-0.543221918606331
"Wave_1447",-0.581225765688307
"Wave_1448",-0.61922961842642
"Wave_1449",-0.657233380707152
"Wave_1450",-0.706052885164064
"Wave_1451",-0.765687935705439
"Wave_1452",-0.825322773773279
"Wave_1453",-0.884957775357026
"Wave_1454",-0.946688975811798
"Wave_1455",-1.00894407018999
"Wave_1456",-1.07119927757896
"Wave_1457",-1.13466617765051
"Wave_1458",-1.20903960764471
"Wave_1459",-1.28341293574895
"Wave_1460",-1.35778611099403
"Wave_1461",-1.44275675218256
"Wave_1462",-1.54362320032784
"Wave_1463",-1.6444898202723
"Wave_1464",-1.74535628453756
"Wave_1465",-1.83129146795519
"Wave_1466",-1.91082738246663
"Wave_1467",-1.990363279585
"Wave_1468",-2.06989913688945
"Wave_1469",-2.13323478921125
"Wave_1470",-2.19657026292326
"Wave_1471",-2.2599058685282
"Wave_1472",-2.32308255658999
"Wave_1473",-2.38588861370345
"Wave_1474",-2.44869462669036
"Wave_1475",-2.5115006809228
"Wave_1476",-2.56206975628509
"Wave_1477",-2.60335304003349
"Wave_1478",-2.64463638260015
"Wave_1479",-2.68591952378226
"Wave_1480",-2.74899868080706
"Wave_1481",-2.80962616968306
"Wave_1482",-2.87025400070014
"Wave_1483",-2.93275120328111
"Wave_1484",-2.99961096660893
"Wave_1485",-3.06647062488081
"Wave_1486",-3.13333013672557
"Wave_1487",-3.19799181237937
"Wave_1488",-3.26118803900536
"Wave_1489",-3.32438436363874
"Wave_1490",-3.38758058493844
"Wave_1491",-3.43737100522271
"Wave_1492",-3.4856719959454
"Wave_1493",-3.53397274727141
"Wave_1494",-3.58153520232415
"Wave_1495",-3.62614343175587
"Wave_1496",-3.6707515769997
"Wave_1497",-3.71535970802081
"Wave_1498",-3.73915944507334
"Wave_1499",-3.7490863490414
"Wave_1500",-3.7590133259294
"Wave_1501",-3.76894049496868
"Wave_1502",-3.80952777455222
"Wave_1503",-3.85352196020459
"Wave_1504",-3.89751604186161
"Wave_1505",-3.92862831643869
"Wave_1506",-3.90821392050389
"Wave_1507",-3.88779956900451
"Wave_1508",-3.86738512385961
"Wave_1509",-3.84806565625147
"Wave_1510",-3.83222643093172
"Wave_1511",-3.81638706217258
"Wave_1512",-3.80054782526574
"Wave_1513",-3.78768352403844
"Wave_1514",-3.77515005509203
"Wave_1515",-3.76261646152173
"Wave_1516",-3.72456654654501
"Wave_1517",-3.58445104172944
"Wave_1518",-3.44433552627341
"Wave_1519",-3.30421997418653
"Wave_1520",-3.26645294020184
"Wave_1521",-3.29176004312419
"Wave_1522",-3.31706742086599
"Wave_1523",-3.34237462183892
"Wave_1524",-3.27201958045832
"Wave_1525",-3.19197249509943
"Wave_1526",-3.11192559613094
"Wave_1527",-3.03491146225617
"Wave_1528",-2.97002956981322
"Wave_1529",-2.90514747071492
"Wave_1530",-2.84026561973148
"Wave_1531",-2.75327778084369
"Wave_1532",-2.64974161362685
"Wave_1533",-2.54620564128337
"Wave_1534",-2.44266970811236
"Wave_1535",-2.31262252319314
"Wave_1536",-2.17962961032416
"Wave_1537",-2.04663666556263
"Wave_1538",-1.91315336203617
"Wave_1539",-1.7777077040791
"Wave_1540",-1.64226194873654
"Wave_1541",-1.5068162277308
"Wave_1542",-1.35826672664151
"Wave_1543",-1.20106072309628
"Wave_1544",-1.04385445374043
"Wave_1545",-0.88664821705917
"Wave_1546",-0.769529248599461
"Wave_1547",-0.65686445755738
"Wave_1548",-0.544199480243264
"Wave_1549",-0.423323873561672
"Wave_1550",-0.284497331028558
"Wave_1551",-0.145670900606222
"Wave_1552",-0.00684449551081508
"Wave_1553",0.111276271738865
"Wave_1554",0.215593283026878
"Wave_1555",0.319910215397002
"Wave_1556",0.424227103430148
"Wave_1557",0.55558750101386
"Wave_1558",0.689942581068662
"Wave_1559",0.82429763347191
"Wave_1560",0.953280852090793
"Wave_1561",1.06972961057709
"Wave_1562",1.18617859377833
"Wave_1563",1.30262744889497
"Wave_1564",1.42866682885261
"Wave_1565",1.55902857159825
"Wave_1566",1.68939020874317
"Wave_1567",1.81975189565526
"Wave_1568",1.84510529244389
"Wave_1569",1.87045882313892
"Wave_1570",1.89581228957869
"Wave_1571",1.94521508796248
"Wave_1572",2.03453892434862
"Wave_1573",2.1238628769016
"Wave_1574",2.21318662542113
"Wave_1575",2.28415565401972
"Wave_1576",2.34883156823556
"Wave_1577",2.41350731391762
"Wave_1578",2.48171379080796
"Wave_1579",2.55818345194508
"Wave_1580",2.63465296955263
"Wave_1581",2.71112268488945
"Wave_1582",2.77001793357594
"Wave_1583",2.81081346332867
"Wave_1584",2.85160915029498
"Wave_1585",2.89240462618981
"Wave_1586",2.94455643379519
"Wave_1587",2.99847660065735
"Wave_1588",3.05239678592923
"Wave_1589",3.10093100332322
"Wave_1590",3.12416945214631
"Wave_1591",3.14740798856936
"Wave_1592",3.17064632998876
"Wave_1593",3.1919235680072
"Wave_1594",3.20776819165392
"Wave_1595",3.22361244331204
"Wave_1596",3.23945696128152
"Wave_1597",3.25014742403351
"Wave_1598",3.25908653445697
"Wave_1599",3.26802577944625
"Wave_1600",3.28480882992282
"Wave_1601",3.31951659315545
"Wave_1602",3.35422407311102
"Wave_1603",3.38893178465351
"Wave_1604",3.42950663529682
"Wave_1605",3.47100955796759
"Wave_1606",3.51251248622574
"Wave_1607",3.54100530132352
"Wave_1608",3.45063717335368
"Wave_1609",3.36007252947859
"Wave_1610",3.26950780828558
"Wave_1611",3.19955664814704
"Wave_1612",3.15573663676526
"Wave_1613",3.11191689556942
"Wave_1614",3.06809687860998
"Wave_1615",3.02738955806747
"Wave_1616",2.98614762233207
"Wave_1617",2.94490566920636
"Wave_1618",2.90214153325741
"Wave_1619",2.85584486896034
"Wave_1620",2.8095482229943
"Wave_1621",2.76325149195326
"Wave_1622",2.70124767761873
"Wave_1623",2.63581215431867
"Wave_1624",2.57037694202048
"Wave_1625",2.50494162660277
"Wave_1626",2.49065777658471
"Wave_1627",2.47925276211798
"Wave_1628",2.46784771158322
"Wave_1629",2.44856706605541
"Wave_1630",2.41689990160612
"Wave_1631",2.38523275082651
"Wave_1632",2.35356561096939
"Wave_1633",2.35373413859891
"Wave_1634",2.36871830545122
"Wave_1635",2.38370232679448
"Wave_1636",2.39578677842092
"Wave_1637",2.37491960847393
"Wave_1638",2.35329112024295
"Wave_1639",2.33166241701566
"Wave_1640",2.31797399118517
"Wave_1641",2.31332372221234
"Wave_1642",2.30867353062067
"Wave_1643",2.30402324995294
"Wave_1644",2.32686673154418
"Wave_1645",2.35088416367994
"Wave_1646",2.37490174757132
"Wave_1647",2.39275778172859
"Wave_1648",2.37397783000895
"Wave_1649",2.35519794834356
"Wave_1650",2.33641787799385
"Wave_1651",2.33684605837967
"Wave_1652",2.35885805424017
"Wave_1653",2.38086994487143
"Wave_1654",2.39875418942957
"Wave_1655",2.38515895738989
"Wave_1656",2.37298138268527
"Wave_1657",2.36080377997609
"Wave_1658",2.33791856614743
"Wave_1659",2.28921949303551
"Wave_1660",2.24052033959397
"Wave_1661",2.19182103243046
"Wave_1662",2.10784398885767
"Wave_1663",2.02364700289603
"Wave_1664",1.93944989893819
"Wave_1665",1.87170632759192
"Wave_1666",1.79246645201383
"Wave_1667",1.71322642200181
"Wave_1668",1.63398660983229
"Wave_1669",1.58732596940136
"Wave_1670",1.56214278706821
"Wave_1671",1.53695966058054
"Wave_1672",1.50614874471321
"Wave_1673",1.40542059557245
"Wave_1674",1.29987505269478
"Wave_1675",1.19432947682288
"Wave_1676",1.09400271429825
"Wave_1677",0.996930728075454
"Wave_1678",0.899858592020229
"Wave_1679",0.80278657787662
"Wave_1680",0.755394917837481
"Wave_1681",0.720001393374421
"Wave_1682",0.684607692944684
"Wave_1683",0.648594244220991
"Wave_1684",0.64484471644502
"Wave_1685",0.641095215163506
"Wave_1686",0.637345693542508
"Wave_1687",0.665396977769805
"Wave_1688",0.708494033110904
"Wave_1689",0.751591129936767
"Wave_1690",0.79951885141343
"Wave_1691",0.891704859541577
"Wave_1692",0.984086682461549
"Wave_1693",1.07646852713685
"Wave_1694",1.14692618169243
"Wave_1695",1.1766808902256
"Wave_1696",1.20643578742401
"Wave_1697",1.23619066428267
"Wave_1698",1.31240267424679
"Wave_1699",1.37809574886476
"Wave_1700",1.44378871555828
"Wave_1701",1.47787976410273
"Wave_1702",1.49228473184609
"Wave_1703",1.50668989702265
"Wave_1704",1.52109498376206
"Wave_1705",1.5151429093524
"Wave_1706",1.49801276324354
"Wave_1707",1.48088271317664
"Wave_1708",1.46176810605952
"Wave_1709",1.41034878981093
"Wave_1710",1.35283724768654
"Wave_1711",1.29532578813654
"Wave_1712",1.19290439779032
"Wave_1713",1.05706387704272
"Wave_1714",0.921223321334843
"Wave_1715",0.791231582118686
"Wave_1716",0.700349895392437
"Wave_1717",0.600449607520179
"Wave_1718",0.500549324511584
"Wave_1719",0.419016714082213
"Wave_1720",0.35985490545191
"Wave_1721",0.300693129038441
"Wave_1722",0.241531199011955
"Wave_1723",0.184034826568398
"Wave_1724",0.102514344586185
"Wave_1725",0.0209938604500545
"Wave_1726",-0.0598197059111601
"Wave_1727",-0.0852310505694088
"Wave_1728",-0.104604288565291
"Wave_1729",-0.123977453721882
"Wave_1730",-0.098227236796675
"Wave_1731",-0.084804751957511
"Wave_1732",-0.071382068114011
"Wave_1733",-0.0470417178355736
"Wave_1734",0.0113228102766615
"Wave_1735",0.0733515487441437
"Wave_1736",0.135380330915898
"Wave_1737",0.21429627430519
"Wave_1738",0.280997626165643
"Wave_1739",0.347698900331159
"Wave_1740",0.410383477006856
"Wave_1741",0.464229131081396
"Wave_1742",0.522893611570392
"Wave_1743",0.581558189285877
"Wave_1744",0.672334394190485
"Wave_1745",0.783620507705444
"Wave_1746",0.894906615639419
"Wave_1747",1.0041568302373
"Wave_1748",1.09225286156909
"Wave_1749",1.17610379872575
"Wave_1750",1.25995474412375
"Wave_1751",1.28836117807077
"Wave_1752",1.25783419116007
"Wave_1753",1.22643489824087
"Wave_1754",1.19503566427549
"Wave_1755",1.22145442157602
"Wave_1756",1.24171941225212
"Wave_1757",1.26198431580478
"Wave_1758",1.26935619858755
"Wave_1759",1.2763549048654
"Wave_1760",1.2914820802821
"Wave_1761",1.30660914768623
"Wave_1762",1.34331508992048
"Wave_1763",1.38505389204725
"Wave_1764",1.42679264253774
"Wave_1765",1.46440816547026
"Wave_1766",1.51468113431986
"Wave_1767",1.57980645083471
"Wave_1768",1.64493186227215
"Wave_1769",1.62190950040629
"Wave_1770",1.54793448178438
"Wave_1771",1.47395972723012
"Wave_1772",1.41035166777841
"Wave_1773",1.37401523252641
"Wave_1774",1.316386040566
"Wave_1775",1.25875680455139
"Wave_1776",1.13645980138425
"Wave_1777",1.01111648304123
"Wave_1778",0.888514202446155
"Wave_1779",0.783860208346364
"Wave_1780",0.759305077374957
"Wave_1781",0.754129203226604
"Wave_1782",0.748953323496356
"Wave_1783",0.747244060175053
"Wave_1784",0.746682681626958
"Wave_1785",0.74583022858171
"Wave_1786",0.738935052341414
"Wave_1787",0.684787812269301
"Wave_1788",0.659172222631697
"Wave_1789",0.633556715158026
"Wave_1790",0.600500269660996
"Wave_1791",0.535864750405088
"Wave_1792",0.459821455626093
"Wave_1793",0.380583500829115
"Wave_1794",0.278516168203496
"Wave_1795",0.229748209658991
"Wave_1796",0.180980345608822
"Wave_1797",0.174569608535506
"Wave_1798",0.195598442691815
"Wave_1799",0.20668218564227
"Wave_1800",0.217765938040993
"Wave_1801",0.148181300032777
"Wave_1802",0.120539764337346
"Wave_1803",0.0928982860935671
"Wave_1804",0.106777305449957
"Wave_1805",0.153524734916127
"Wave_1806",0.191620088249795
"Wave_1807",0.229715410425661
"Wave_1808",0.217726592598582
"Wave_1809",0.189365132235714
"Wave_1810",0.159184368345392
"Wave_1811",0.121819834476576
"Wave_1812",0.0732273338705735
"Wave_1813",0.0239568027913951
"Wave_1814",-0.0253137705707902
"Wave_1815",-0.037083125662201
"Wave_1816",-0.0688900562360903
"Wave_1817",-0.106748060345948
"Wave_1818",-0.145919602641261
"Wave_1819",-0.181980871524901
"Wave_1820",-0.20618769844063
"Wave_1821",-0.230394427285129
"Wave_1822",-0.229393068189279
"Wave_1823",-0.231739682192631
"Wave_1824",-0.235623806145032
"Wave_1825",-0.242322546000206
"Wave_1826",-0.255134850395754
"Wave_1827",-0.275514215724553
"Wave_1828",-0.295893556830774
"Wave_1829",-0.261150495979136
"Wave_1830",-0.279338725799018
"Wave_1831",-0.322836622845728
"Wave_1832",-0.381403047680867
"Wave_1833",-0.452876220800978
"Wave_1834",-0.485563742121436
"Wave_1835",-0.518251257871629
"Wave_1836",-0.516632254772621
"Wave_1837",-0.551699770100874
"Wave_1838",-0.613766467110099
"Wave_1839",-0.659688885893741
"Wave_1840",-0.682691829588516
"Wave_1841",-0.717361009205389
"Wave_1842",-0.752030284972822
"Wave_1843",-0.72507264315423
"Wave_1844",-0.727331064236749
"Wave_1845",-0.753631922408452
"Wave_1846",-0.771129912396765
"Wave_1847",-0.782307682265969
"Wave_1848",-0.855441176288779
"Wave_1849",-0.928574836760872
"Wave_1850",-0.927731176394402
"Wave_1851",-0.950283481212331
"Wave_1852",-1.00445128822518
"Wave_1853",-1.00380364588393
"Wave_1854",-0.920932623052389
"Wave_1855",-0.850890829721724
"Wave_1856",-0.780849065906868
"Wave_1857",-0.739973617494804
"Wave_1858",-0.750822381071488
"Wave_1859",-0.813395208554009
"Wave_1860",-0.783693387821374
"Wave_1861",-0.661717154242765
"Wave_1862",-0.63600641342037
"Wave_1863",-0.610295669355616
"Wave_1864",-0.466232140483764
"Wave_1865",-0.349426602345955
"Wave_1866",-0.273508785618178
"Wave_1867",-0.169490894578335
"Wave_1868",-0.037373228617244
"Wave_1869",0.111533711121622
"Wave_1870",0.265964006715408
"Wave_1871",0.453316690520686
"Wave_1872",0.632079258595066
"Wave_1873",0.797956741668323
"Wave_1874",0.975274266960162
"Wave_1875",1.16021846366379
"Wave_1876",1.3089702171225
"Wave_1877",1.45358599456979
"Wave_1878",1.59717014799688
"Wave_1879",1.75372396940339
"Wave_1880",1.9297324265484
"Wave_1881",2.09836541779797
"Wave_1882",2.26208158845182
"Wave_1883",2.43913685034238
"Wave_1884",2.57491924361273
"Wave_1885",2.53968159613523
"Wave_1886",2.53775966348856
"Wave_1887",2.58581129840083
"Wave_1888",2.53781734400037
"Wave_1889",2.44866097964478
"Wave_1890",2.4001985690947
"Wave_1891",2.33636058827615
"Wave_1892",2.19293419008101
"Wave_1893",2.0925419863737
"Wave_1894",2.05670106653969
"Wave_1895",1.89467610926189
"Wave_1896",1.70110513063602
"Wave_1897",1.58532449157335
"Wave_1898",1.33970191346838
"Wave_1899",0.770946981213763
"Wave_1900",0.516838248280617
"Wave_1901",0.818487391960456
"Wave_1902",1.87423351207907
"Wave_1903",2.63321052153215
"Wave_1904",2.63192770782494
"Wave_1905",2.52894703468033
"Wave_1906",2.52676243733753
"Wave_1907",2.42982490732396
"Wave_1908",2.2923998120143
"Wave_1909",2.19748652624245
"Wave_1910",2.08450234203657
"Wave_1911",1.97692542312869
"Wave_1912",1.87693259502557
"Wave_1913",1.75587247732857
"Wave_1914",1.67986944805308
"Wave_1915",1.58212926766638
"Wave_1916",1.46219971250981
"Wave_1917",1.41049279073073
"Wave_1918",1.32964694400885
"Wave_1919",1.25757313381937
"Wave_1920",1.21433078764589
"Wave_1921",1.16170348664446
"Wave_1922",1.11363832615792
"Wave_1923",1.07954118937996
"Wave_1924",1.04947514210097
"Wave_1925",1.00572152847776
"Wave_1926",0.899632301903879
"Wave_1927",0.79398050726899
"Wave_1928",0.698395068607686
"Wave_1929",0.615284487689955
"Wave_1930",0.567851261476015
"Wave_1931",0.51638948889895
"Wave_1932",0.447910894388565
"Wave_1933",0.385662756821718
"Wave_1934",0.365042501949793
"Wave_1935",0.345504773282862
"Wave_1936",0.325681259433917
"Wave_1937",0.2989339748132
"Wave_1938",0.271627815686682
"Wave_1939",0.202387065774022
"Wave_1940",0.122802391223319
"Wave_1941",0.0822181747608464
"Wave_1942",0.0794172504334906
"Wave_1943",0.080223567731539
"Wave_1944",0.108046576519981
"Wave_1945",0.154751174460728
"Wave_1946",0.198024725709059
"Wave_1947",0.204071219168632
"Wave_1948",0.20166869826031
"Wave_1949",0.225435706284031
"Wave_1950",0.237443452024225
"Wave_1951",0.249040561206105
"Wave_1952",0.266481040033713
"Wave_1953",0.291407408882949
"Wave_1954",0.318952741247831
"Wave_1955",0.361396491742924
"Wave_1956",0.405301636324033
"Wave_1957",0.441780501135412
"Wave_1958",0.472240504294909
"Wave_1959",0.519152480390584
"Wave_1960",0.56119496036051
"Wave_1961",0.574399134378051
"Wave_1962",0.565302435105593
"Wave_1963",0.6267102332731
"Wave_1964",0.688118031892827
"Wave_1965",0.743969300922786
"Wave_1966",0.772603961680408
"Wave_1967",0.8092216969281
"Wave_1968",0.828111287865741
"Wave_1969",0.834271125661611
"Wave_1970",0.830808948794424
"Wave_1971",0.800566975214961
"Wave_1972",0.77096760260311
"Wave_1973",0.769887483368655
"Wave_1974",0.802910934094472
"Wave_1975",0.829516547386717
"Wave_1976",0.851996531749226
"Wave_1977",0.875049536978093
"Wave_1978",0.89442060218549
"Wave_1979",0.874608591904802
"Wave_1980",0.857784787250218
"Wave_1981",0.864449562191729
"Wave_1982",0.878804821284493
"Wave_1983",0.89509916061608
"Wave_1984",0.887448102232602
"Wave_1985",0.879797047192237
"Wave_1986",0.855744987737402
"Wave_1987",0.833526069248526
"Wave_1988",0.816321587626148
"Wave_1989",0.792510586851306
"Wave_1990",0.760853817961771
"Wave_1991",0.726880044118123
"Wave_1992",0.734716180660655
"Wave_1993",0.74039135718385
"Wave_1994",0.706292815744936
"Wave_1995",0.651869322655927
"Wave_1996",0.615521631852387
"Wave_1997",0.60542424384838
"Wave_1998",0.596235169532255
"Wave_1999",0.59134150188394
"Wave_2000",0.578933107172677
"Wave_2001",0.556331332626447
"Wave_2002",0.5374614172078
"Wave_2003",0.530384247474156
"Wave_2004",0.523524614196057
"Wave_2005",0.463243990496869
"Wave_2006",0.404105782876581
"Wave_2007",0.363231888426362
"Wave_2008",0.330340437748103
"Wave_2009",0.29417339927881
"Wave_2010",0.253437942890332
"Wave_2011",0.212558826783006
"Wave_2012",0.188954725565811
"Wave_2013",0.183086694498835
"Wave_2014",0.168188183106437
"Wave_2015",0.139794857339577
"Wave_2016",0.113295580572509
"Wave_2017",0.0869146257191699
"Wave_2018",0.0214115305555593
"Wave_2019",-0.0451580852202415
"Wave_2020",-0.0981536011486672
"Wave_2021",-0.135700544282266
"Wave_2022",-0.165393097576971
"Wave_2023",-0.204399633857855
"Wave_2024",-0.243406154800081
"Wave_2025",-0.270469002516302
"Wave_2026",-0.290128928849714
"Wave_2027",-0.318047867828712
"Wave_2028",-0.385232596104018
"Wave_2029",-0.457416080555073
"Wave_2030",-0.502578220362339
"Wave_2031",-0.501464285775278
"Wave_2032",-0.501074578007364
"Wave_2033",-0.533128097981814
"Wave_2034",-0.577844195536006
"Wave_2035",-0.613156486654532
"Wave_2036",-0.638430061098952
"Wave_2037",-0.663703616593812
"Wave_2038",-0.672602948873739
"Wave_2039",-0.682074774434812
"Wave_2040",-0.721893060512639
"Wave_2041",-0.77222393068566
"Wave_2042",-0.822554814073945
"Wave_2043",-0.829230831673321
"Wave_2044",-0.831662750969826
"Wave_2045",-0.835079238119462
"Wave_2046",-0.851463431584685
"Wave_2047",-0.869033209825787
"Wave_2048",-0.912618255970749
"Wave_2049",-0.973948207588409
"Wave_2050",-1.02922112603204
"Wave_2051",-1.04438167010923
"Wave_2052",-1.0527346689041
"Wave_2053",-1.06839381552377
"Wave_2054",-1.06083222143665
"Wave_2055",-1.0508705302381
"Wave_2056",-1.0117390018956
"Wave_2057",-0.967561765477756
"Wave_2058",-0.918606695916147
"Wave_2059",-0.837572698466733
"Wave_2060",-0.756538674351338
"Wave_2061",-0.687656302727953
"Wave_2062",-0.637679868195226
"Wave_2063",-0.586607282199547
"Wave_2064",-0.501726652919819
"Wave_2065",-0.416846121655142
"Wave_2066",-0.346853938310163
"Wave_2067",-0.246456434832368
"Wave_2068",-0.119882870471482
"Wave_2069",0.0298799424577094
"Wave_2070",0.175432939361687
"Wave_2071",0.331454469209122
"Wave_2072",0.525434908903938
"Wave_2073",0.722536629146369
"Wave_2074",0.906922164587028
"Wave_2075",1.08500735536378
"Wave_2076",1.23111894325871
"Wave_2077",1.31529696792574
"Wave_2078",1.39615878864795
"Wave_2079",1.49655239561454
"Wave_2080",1.60929080382854
"Wave_2081",1.71848862048303
"Wave_2082",1.82166363515442
"Wave_2083",1.9311710694078
"Wave_2084",2.09034816309009
"Wave_2085",2.24638721452733
"Wave_2086",2.36849959642623
"Wave_2087",2.47679623194693
"Wave_2088",2.5850928751359
"Wave_2089",2.74030052119795
"Wave_2090",2.8685866490674
"Wave_2091",2.95049494162517
"Wave_2092",3.00630936887887
"Wave_2093",3.0621238060814
"Wave_2094",3.13663320789964
"Wave_2095",3.20408606400337
"Wave_2096",3.26385787079106
"Wave_2097",3.33321149916081
"Wave_2098",3.40256504769044
"Wave_2099",3.4821439206883
"Wave_2100",3.55305857931561
"Wave_2101",3.61802942162987
"Wave_2102",3.65662075585454
"Wave_2103",3.695212077268
"Wave_2104",3.74587894945813
"Wave_2105",3.79099575857183
"Wave_2106",3.80910101407058
"Wave_2107",3.83662549489036
"Wave_2108",3.86414997902149
"Wave_2109",3.93347792441558
"Wave_2110",3.97282884746239
"Wave_2111",3.98408107591122
"Wave_2112",3.96805633370205
"Wave_2113",3.95203152991779
"Wave_2114",3.95123522173641
"Wave_2115",3.95284145917822
"Wave_2116",3.98233983449142
"Wave_2117",3.97144889017063
"Wave_2118",3.96055778134229
"Wave_2119",3.91513815747691
"Wave_2120",3.91223412168509
"Wave_2121",3.90426286273136
"Wave_2122",3.86975425041062
"Wave_2123",3.83524571612007
"Wave_2124",3.79453505560743
"Wave_2125",3.72974306705961
"Wave_2126",3.65956320235497
"Wave_2127",3.5876295204226
"Wave_2128",3.51569576482301
"Wave_2129",3.37907282089313
"Wave_2130",3.23523770249787
"Wave_2131",3.11231453949981
"Wave_2132",2.97850675495874
"Wave_2133",2.84469898537044
"Wave_2134",2.66522080373981
"Wave_2135",2.48746576676406
"Wave_2136",2.31957576556121
"Wave_2137",2.16133901506327
"Wave_2138",2.00310226065081
"Wave_2139",1.83513594359611
"Wave_2140",1.67178760873446
"Wave_2141",1.49370637079923
"Wave_2142",1.28526667995288
"Wave_2143",1.0768270649856
"Wave_2144",0.871341157166019
"Wave_2145",0.651793379124482
"Wave_2146",0.446603373444582
"Wave_2147",0.258020958349463
"Wave_2148",0.0694385617072136
"Wave_2149",-0.162828158829164
"Wave_2150",-0.377185028114231
"Wave_2151",-0.608119848845439
"Wave_2152",-0.865279433654535
"Wave_2153",-1.11622147309494
"Wave_2154",-1.35710570224455
"Wave_2155",-1.60946479882882
"Wave_2156",-1.85451283740465
"Wave_2157",-2.09792493644287
"Wave_2158",-2.34883148465018
"Wave_2159",-2.55110520699805
"Wave_2160",-2.74048071759431
"Wave_2161",-2.94385329638493
"Wave_2162",-3.16999342107947
"Wave_2163",-3.3830712667999
"Wave_2164",-3.58655513403203
"Wave_2165",-3.79003894282955
"Wave_2166",-3.97803388422647
"Wave_2167",-4.13358610511204
"Wave_2168",-4.3014943737242
"Wave_2169",-4.45800463905974
"Wave_2170",-4.6145148366997
"Wave_2171",-4.73616112490585
"Wave_2172",-4.85233307291407
"Wave_2173",-4.95832390054345
"Wave_2174",-5.10241784946031
"Wave_2175",-5.24651178196363
"Wave_2176",-5.40399772475826
"Wave_2177",-5.53833251805698
"Wave_2178",-5.65860032280195
"Wave_2179",-5.75194883797838
"Wave_2180",-5.84529729062857
"Wave_2181",-5.92613403550945
"Wave_2182",-6.01256971750327
"Wave_2183",-6.09117570280533
"Wave_2184",-6.12258948384962
"Wave_2185",-6.14688675798858
"Wave_2186",-6.15139192178425
"Wave_2187",-6.15589715369072
"Wave_2188",-6.13343526176926
"Wave_2189",-6.08913032098157
"Wave_2190",-6.05743902306239
"Wave_2191",-6.14242251400825
"Wave_2192",-6.22740615942047
"Wave_2193",-6.30103802810399
"Wave_2194",-6.36585007616636
"Wave_2195",-6.40303008884874
"Wave_2196",-6.39351661564298
"Wave_2197",-6.38400322711156
"Wave_2198",-6.36556825502221
"Wave_2199",-6.3320076741819
"Wave_2200",-6.2826699398972
"Wave_2201",-6.23618093544321
"Wave_2202",-6.19169336310052
"Wave_2203",-6.10023401980998
"Wave_2204",-6.0087746955897
"Wave_2205",-5.9724211151828
"Wave_2206",-5.9697547265531
"Wave_2207",-5.98699411032349
"Wave_2208",-6.0591760255662
"Wave_2209",-6.13135786277437
"Wave_2210",-6.12069094493219
"Wave_2211",-6.09375457000844
"Wave_2212",-6.03799227142463
"Wave_2213",-5.96181949167316
"Wave_2214",-5.88925377409281
"Wave_2215",-5.85480503738557
"Wave_2216",-5.82098439551936
"Wave_2217",-5.78640979405451
