"","all_sug_m2.14.comps"
"Wave_1373",1.24655777362673
"Wave_1374",1.49178342357759
"Wave_1375",1.73700926707168
"Wave_1376",1.94251975060946
"Wave_1377",2.12155330793204
"Wave_1378",2.30058684191806
"Wave_1379",2.47962033360742
"Wave_1380",2.69105471014216
"Wave_1381",2.90608922645642
"Wave_1382",3.12112374609223
"Wave_1383",3.3133951424814
"Wave_1384",3.41461537289128
"Wave_1385",3.51583538082478
"Wave_1386",3.61705540850022
"Wave_1387",3.6537548559532
"Wave_1388",3.62593357441224
"Wave_1389",3.59811217259398
"Wave_1390",3.57029094657362
"Wave_1391",3.30909018486489
"Wave_1392",2.9571170333139
"Wave_1393",2.60514408022354
"Wave_1394",2.25317125898975
"Wave_1395",1.82946510099355
"Wave_1396",1.40575946221497
"Wave_1397",0.982053269937404
"Wave_1398",0.552179599410517
"Wave_1399",0.107913856404243
"Wave_1400",-0.336352026369261
"Wave_1401",-0.780617627878342
"Wave_1402",-1.19968769415282
"Wave_1403",-1.60196039809954
"Wave_1404",-2.00423285665058
"Wave_1405",-2.40650548008212
"Wave_1406",-2.76234080363681
"Wave_1407",-3.11301639953281
"Wave_1408",-3.46369207454966
"Wave_1409",-3.78447783517407
"Wave_1410",-3.98570427761286
"Wave_1411",-4.18693054678626
"Wave_1412",-4.38815677687988
"Wave_1413",-4.55565524845042
"Wave_1414",-4.68942620702648
"Wave_1415",-4.82319712390455
"Wave_1416",-4.9569681188246
"Wave_1417",-5.00421359423009
"Wave_1418",-5.02982768077478
"Wave_1419",-5.05544155068315
"Wave_1420",-5.07429857537233
"Wave_1421",-5.03234151155413
"Wave_1422",-4.99038455804666
"Wave_1423",-4.9484275065653
"Wave_1424",-4.91964279039063
"Wave_1425",-4.8648716451851
"Wave_1426",-4.81010035562977
"Wave_1427",-4.75532926907307
"Wave_1428",-4.6626061558825
"Wave_1429",-4.55361828059071
"Wave_1430",-4.44463011522419
"Wave_1431",-4.33564224298306
"Wave_1432",-4.25394432876573
"Wave_1433",-4.15794073343798
"Wave_1434",-4.06193699147639
"Wave_1435",-3.96732419710315
"Wave_1436",-3.85809366916927
"Wave_1437",-3.7488631107982
"Wave_1438",-3.63963275430507
"Wave_1439",-3.52984085409437
"Wave_1440",-3.41967470880072
"Wave_1441",-3.30950896989622
"Wave_1442",-3.1993428936323
"Wave_1443",-3.07889613939234
"Wave_1444",-2.95376455322889
"Wave_1445",-2.8286329257111
"Wave_1446",-2.70017169639523
"Wave_1447",-2.55839188082328
"Wave_1448",-2.41661189785093
"Wave_1449",-2.27483213020283
"Wave_1450",-2.18408857086805
"Wave_1451",-2.14438137870011
"Wave_1452",-2.10467436095241
"Wave_1453",-2.06496717331533
"Wave_1454",-1.99229243647485
"Wave_1455",-1.91137548816736
"Wave_1456",-1.83045865688769
"Wave_1457",-1.75109555969589
"Wave_1458",-1.68571484021369
"Wave_1459",-1.62033399102619
"Wave_1460",-1.55495298870909
"Wave_1461",-1.48422770297068
"Wave_1462",-1.40548537400693
"Wave_1463",-1.32674292942021
"Wave_1464",-1.2480008636072
"Wave_1465",-1.15288638260235
"Wave_1466",-1.05075518116397
"Wave_1467",-0.948624376314108
"Wave_1468",-0.846493076832824
"Wave_1469",-0.768967879453912
"Wave_1470",-0.6914424070098
"Wave_1471",-0.613917359622089
"Wave_1472",-0.528294041387339
"Wave_1473",-0.423775737307045
"Wave_1474",-0.319257632199797
"Wave_1475",-0.214739424687594
"Wave_1476",-0.126237390986163
"Wave_1477",-0.0368881199122903
"Wave_1478",0.0524610628535105
"Wave_1479",0.141810420480355
"Wave_1480",0.243090018789018
"Wave_1481",0.349832950479489
"Wave_1482",0.456575985815239
"Wave_1483",0.569371271912286
"Wave_1484",0.69628796860785
"Wave_1485",0.823204571140941
"Wave_1486",0.950121129287269
"Wave_1487",1.02682196081239
"Wave_1488",1.07004562159773
"Wave_1489",1.11326930639937
"Wave_1490",1.15649261905906
"Wave_1491",1.22765573226099
"Wave_1492",1.30192270105596
"Wave_1493",1.3761900444606
"Wave_1494",1.44377225138969
"Wave_1495",1.48461492072234
"Wave_1496",1.52545779683383
"Wave_1497",1.5663001817472
"Wave_1498",1.63400671098606
"Wave_1499",1.71962217878245
"Wave_1500",1.80523747459907
"Wave_1501",1.89085309368116
"Wave_1502",1.88929750618729
"Wave_1503",1.87805618364088
"Wave_1504",1.86681522931868
"Wave_1505",1.86220621022164
"Wave_1506",1.88412692690651
"Wave_1507",1.90604738030829
"Wave_1508",1.9279681657042
"Wave_1509",1.96376536315416
"Wave_1510",2.00449925516205
"Wave_1511",2.04523310959232
"Wave_1512",2.0859668857567
"Wave_1513",2.03943245161048
"Wave_1514",1.9832014876144
"Wave_1515",1.92697058173218
"Wave_1516",1.87027970082328
"Wave_1517",1.81174989731356
"Wave_1518",1.75322016003308
"Wave_1519",1.69469057723769
"Wave_1520",1.67625820981425
"Wave_1521",1.70374640169565
"Wave_1522",1.7312347071507
"Wave_1523",1.75872296019939
"Wave_1524",1.75189867706703
"Wave_1525",1.73467160049072
"Wave_1526",1.71744460674066
"Wave_1527",1.68922287886858
"Wave_1528",1.61702189342287
"Wave_1529",1.54482123215436
"Wave_1530",1.47262047128493
"Wave_1531",1.41705960856179
"Wave_1532",1.36846380491245
"Wave_1533",1.31986780105866
"Wave_1534",1.27127205863946
"Wave_1535",1.2304005623855
"Wave_1536",1.19038741144085
"Wave_1537",1.15037438346619
"Wave_1538",1.09998776863488
"Wave_1539",1.00810715218953
"Wave_1540",0.916226328450318
"Wave_1541",0.824345663040147
"Wave_1542",0.769649902106325
"Wave_1543",0.738762975595012
"Wave_1544",0.707876012767689
"Wave_1545",0.676989263509728
"Wave_1546",0.566729657906752
"Wave_1547",0.44765103185822
"Wave_1548",0.328572458598404
"Wave_1549",0.229764407238619
"Wave_1550",0.18322297599272
"Wave_1551",0.136681950438359
"Wave_1552",0.0901408748604799
"Wave_1553",0.0348210923398964
"Wave_1554",-0.0263506713592765
"Wave_1555",-0.0875229156060214
"Wave_1556",-0.148694722090231
"Wave_1557",-0.214222913897212
"Wave_1558",-0.271884609338539
"Wave_1559",-0.329546168090231
"Wave_1560",-0.383031355999517
"Wave_1561",-0.426771190029267
"Wave_1562",-0.470510912827158
"Wave_1563",-0.514250498045257
"Wave_1564",-0.548533853421945
"Wave_1565",-0.586710964875369
"Wave_1566",-0.624888074051544
"Wave_1567",-0.663065329860925
"Wave_1568",-0.708282777473979
"Wave_1569",-0.753499844212061
"Wave_1570",-0.798717458298232
"Wave_1571",-0.853598755422644
"Wave_1572",-0.94127386328844
"Wave_1573",-1.02894869287609
"Wave_1574",-1.11662379554782
"Wave_1575",-1.14857494887358
"Wave_1576",-1.17103937499056
"Wave_1577",-1.19350372168642
"Wave_1578",-1.21427249696801
"Wave_1579",-1.18442469084919
"Wave_1580",-1.15457695598713
"Wave_1581",-1.1247292966918
"Wave_1582",-1.14027148096659
"Wave_1583",-1.21321699962407
"Wave_1584",-1.28616227211382
"Wave_1585",-1.35910751265718
"Wave_1586",-1.34630093199531
"Wave_1587",-1.3092814839156
"Wave_1588",-1.2722619452166
"Wave_1589",-1.23663154140052
"Wave_1590",-1.21131974349285
"Wave_1591",-1.18600732491633
"Wave_1592",-1.16069529020997
"Wave_1593",-1.19024530549576
"Wave_1594",-1.26002999501018
"Wave_1595",-1.32981508699442
"Wave_1596",-1.39959991101286
"Wave_1597",-1.41073080994354
"Wave_1598",-1.41466502966678
"Wave_1599",-1.41859903347645
"Wave_1600",-1.41428517403192
"Wave_1601",-1.40743655377585
"Wave_1602",-1.40058789819029
"Wave_1603",-1.39373920273431
"Wave_1604",-1.28820494454883
"Wave_1605",-1.13915378834815
"Wave_1606",-0.990102606675779
"Wave_1607",-0.871936236754889
"Wave_1608",-0.983464350420545
"Wave_1609",-1.08962929233022
"Wave_1610",-1.19579398219808
"Wave_1611",-1.24960626361344
"Wave_1612",-1.26674550998412
"Wave_1613",-1.28388453256743
"Wave_1614",-1.30102335042094
"Wave_1615",-1.29240626591905
"Wave_1616",-1.27002259321495
"Wave_1617",-1.2476389852367
"Wave_1618",-1.22387962763825
"Wave_1619",-1.17772349050808
"Wave_1620",-1.13156710608503
"Wave_1621",-1.0854107747699
"Wave_1622",-1.08122144309174
"Wave_1623",-1.10891228292639
"Wave_1624",-1.13660296157166
"Wave_1625",-1.16429371506086
"Wave_1626",-1.05500631381791
"Wave_1627",-0.934530513889748
"Wave_1628",-0.814054976364117
"Wave_1629",-0.727293147244905
"Wave_1630",-0.726119096933041
"Wave_1631",-0.724945243529122
"Wave_1632",-0.723771127032303
"Wave_1633",-0.733303173258687
"Wave_1634",-0.76349027191486
"Wave_1635",-0.793677678264268
"Wave_1636",-0.828217520412702
"Wave_1637",-0.832605719042774
"Wave_1638",-0.829290815434314
"Wave_1639",-0.825976091164728
"Wave_1640",-0.808255586312335
"Wave_1641",-0.779147046013339
"Wave_1642",-0.750038390007466
"Wave_1643",-0.720930051036344
"Wave_1644",-0.684211704052152
"Wave_1645",-0.665433269094301
"Wave_1646",-0.646655047368297
"Wave_1647",-0.627757092408321
"Wave_1648",-0.699745800983639
"Wave_1649",-0.771734651552293
"Wave_1650",-0.843723431586258
"Wave_1651",-0.872385885718325
"Wave_1652",-0.880027949107461
"Wave_1653",-0.887669709163754
"Wave_1654",-0.893875096433491
"Wave_1655",-0.852558725680269
"Wave_1656",-0.802594130435211
"Wave_1657",-0.752629464190009
"Wave_1658",-0.705178248813196
"Wave_1659",-0.715443018289672
"Wave_1660",-0.725707641000088
"Wave_1661",-0.735972442053991
"Wave_1662",-0.729761608549828
"Wave_1663",-0.712340048379012
"Wave_1664",-0.694918285603981
"Wave_1665",-0.645823686893259
"Wave_1666",-0.668978199207907
"Wave_1667",-0.692132787452341
"Wave_1668",-0.715287418748381
"Wave_1669",-0.680843188759229
"Wave_1670",-0.651031312262825
"Wave_1671",-0.62121901688777
"Wave_1672",-0.592729851032699
"Wave_1673",-0.572090795067033
"Wave_1674",-0.550438249581852
"Wave_1675",-0.528785315174612
"Wave_1676",-0.506265658245275
"Wave_1677",-0.51711986641503
"Wave_1678",-0.527974133439076
"Wave_1679",-0.538828075226952
"Wave_1680",-0.594328590539565
"Wave_1681",-0.676618790578886
"Wave_1682",-0.758909291396992
"Wave_1683",-0.824934323864023
"Wave_1684",-0.832327532855341
"Wave_1685",-0.839720377184999
"Wave_1686",-0.847113452475997
"Wave_1687",-0.862756288214724
"Wave_1688",-0.87542021235763
"Wave_1689",-0.888084299092661
"Wave_1690",-0.89238507352174
"Wave_1691",-0.779986774833087
"Wave_1692",-0.657230071731817
"Wave_1693",-0.534473395295579
"Wave_1694",-0.453540257617292
"Wave_1695",-0.42383164821002
"Wave_1696",-0.394123212134274
"Wave_1697",-0.364414457896919
"Wave_1698",-0.333356352497563
"Wave_1699",-0.321553190435735
"Wave_1700",-0.309750046230529
"Wave_1701",-0.330987872768296
"Wave_1702",-0.368884098153009
"Wave_1703",-0.40678022214698
"Wave_1704",-0.444676383657112
"Wave_1705",-0.448159548431974
"Wave_1706",-0.387171918377701
"Wave_1707",-0.326184427087596
"Wave_1708",-0.249172219002424
"Wave_1709",-0.209495918679931
"Wave_1710",-0.195178607919699
"Wave_1711",-0.180861356208772
"Wave_1712",-0.255177187375018
"Wave_1713",-0.357339568922817
"Wave_1714",-0.459501775772603
"Wave_1715",-0.556914796314217
"Wave_1716",-0.693050434573067
"Wave_1717",-0.883495651464626
"Wave_1718",-1.07394102456321
"Wave_1719",-1.20257556863704
"Wave_1720",-1.19444952202651
"Wave_1721",-1.18632336448178
"Wave_1722",-1.17819716221466
"Wave_1723",-1.25395112013281
"Wave_1724",-1.37970246870354
"Wave_1725",-1.50545411288613
"Wave_1726",-1.63111313247754
"Wave_1727",-1.66628876222527
"Wave_1728",-1.6914259483935
"Wave_1729",-1.71656303173644
"Wave_1730",-1.66455340028437
"Wave_1731",-1.6734246760077
"Wave_1732",-1.68229553745829
"Wave_1733",-1.66940903831146
"Wave_1734",-1.55643524919847
"Wave_1735",-1.42232406129773
"Wave_1736",-1.28821283238378
"Wave_1737",-1.14895337118755
"Wave_1738",-1.05457864844129
"Wave_1739",-0.960203896826479
"Wave_1740",-0.864835308748181
"Wave_1741",-0.772969074097314
"Wave_1742",-0.686086878946455
"Wave_1743",-0.59920427528423
"Wave_1744",-0.515223317151229
"Wave_1745",-0.388367839594669
"Wave_1746",-0.261512459624844
"Wave_1747",-0.133250907034195
"Wave_1748",-0.0331140753558548
"Wave_1749",0.00585176038384329
"Wave_1750",0.0448175322283841
"Wave_1751",0.0321908931590763
"Wave_1752",0.0419059215350115
"Wave_1753",0.070104360299073
"Wave_1754",0.0983029442489519
"Wave_1755",0.174932842401789
"Wave_1756",0.262204777762013
"Wave_1757",0.349476721292152
"Wave_1758",0.418570201979064
"Wave_1759",0.453866347568777
"Wave_1760",0.486364052848426
"Wave_1761",0.518862319250539
"Wave_1762",0.6213169218602
"Wave_1763",0.744119637008813
"Wave_1764",0.866922439544534
"Wave_1765",0.980546748693085
"Wave_1766",1.06724832019229
"Wave_1767",1.15027902757439
"Wave_1768",1.23330997847216
"Wave_1769",1.26805737037825
"Wave_1770",1.34926889858908
"Wave_1771",1.43048063972477
"Wave_1772",1.52902240791942
"Wave_1773",1.68312367890054
"Wave_1774",1.81658263869819
"Wave_1775",1.95004169483131
"Wave_1776",1.82507509795417
"Wave_1777",1.74073649697249
"Wave_1778",1.67321818514074
"Wave_1779",1.61562565881437
"Wave_1780",1.614889963332
"Wave_1781",1.65417703430164
"Wave_1782",1.69346460723548
"Wave_1783",1.66398139114315
"Wave_1784",1.61797052709557
"Wave_1785",1.57928938177569
"Wave_1786",1.54036849220629
"Wave_1787",1.51831776359056
"Wave_1788",1.57237623518666
"Wave_1789",1.62643449555321
"Wave_1790",1.68144932669183
"Wave_1791",1.71411615438399
"Wave_1792",1.73693200845543
"Wave_1793",1.74937643662865
"Wave_1794",1.67884064898481
"Wave_1795",1.701567509594
"Wave_1796",1.72429435443525
"Wave_1797",1.79636352576747
"Wave_1798",1.81847503157678
"Wave_1799",1.77438624661163
"Wave_1800",1.73029767074755
"Wave_1801",1.57635373430715
"Wave_1802",1.59246378038722
"Wave_1803",1.60857377282219
"Wave_1804",1.71919032334458
"Wave_1805",1.89021375574907
"Wave_1806",2.02713871957587
"Wave_1807",2.16406329266842
"Wave_1808",2.18132685519614
"Wave_1809",2.19677242998263
"Wave_1810",2.21201587292014
"Wave_1811",2.23600729658097
"Wave_1812",2.24559292762602
"Wave_1813",2.21388706117017
"Wave_1814",2.18218158349165
"Wave_1815",2.2436090904714
"Wave_1816",2.27791164083747
"Wave_1817",2.30284624440284
"Wave_1818",2.3129464338183
"Wave_1819",2.3095750223697
"Wave_1820",2.32669008679284
"Wave_1821",2.34380477104308
"Wave_1822",2.42127324772239
"Wave_1823",2.50222636080057
"Wave_1824",2.58237383606366
"Wave_1825",2.69058324905393
"Wave_1826",2.82009749151684
"Wave_1827",2.8664601987607
"Wave_1828",2.91282311499456
"Wave_1829",2.98578441071665
"Wave_1830",2.97432668430773
"Wave_1831",2.92542323920747
"Wave_1832",2.9015011432097
"Wave_1833",2.91792737827456
"Wave_1834",2.94585984151927
"Wave_1835",2.97379199584736
"Wave_1836",3.0740263507013
"Wave_1837",3.06727732402365
"Wave_1838",2.98385050180702
"Wave_1839",2.95282300097531
"Wave_1840",2.99740222923231
"Wave_1841",3.01505689797902
"Wave_1842",3.03271171586762
"Wave_1843",3.29220407083196
"Wave_1844",3.41420084154869
"Wave_1845",3.42662023418789
"Wave_1846",3.46002337832726
"Wave_1847",3.51077973471848
"Wave_1848",3.43443366407363
"Wave_1849",3.35808783917959
"Wave_1850",3.51666239384261
"Wave_1851",3.56861115357255
"Wave_1852",3.48783172368083
"Wave_1853",3.55138894254787
"Wave_1854",3.83145125544528
"Wave_1855",3.69796493682986
"Wave_1856",3.56447899073452
"Wave_1857",3.57835877027158
"Wave_1858",3.52758154547951
"Wave_1859",3.41214748562127
"Wave_1860",3.47876289237251
"Wave_1861",3.72742824304405
"Wave_1862",3.65687437916225
"Wave_1863",3.58632066173019
"Wave_1864",3.79114977242753
"Wave_1865",3.80630049114562
"Wave_1866",3.53693297900075
"Wave_1867",3.34480973329432
"Wave_1868",3.22993003561828
"Wave_1869",2.91020895307952
"Wave_1870",2.5888306182515
"Wave_1871",2.45738214340078
"Wave_1872",2.2600496484653
"Wave_1873",1.96389135949283
"Wave_1874",1.66491821038863
"Wave_1875",1.36406796628239
"Wave_1876",1.01172494914357
"Wave_1877",0.657181576101708
"Wave_1878",0.334327610575648
"Wave_1879",0.08233898274553
"Wave_1880",-0.0633513626164171
"Wave_1881",-0.296509779815033
"Wave_1882",-0.587980062269667
"Wave_1883",-0.585477909386028
"Wave_1884",-0.631863758502426
"Wave_1885",-1.00445738768371
"Wave_1886",-1.21677067310146
"Wave_1887",-1.18866343673588
"Wave_1888",-1.41944563667502
"Wave_1889",-1.76118042819451
"Wave_1890",-1.65832507149859
"Wave_1891",-1.58218320570877
"Wave_1892",-1.8104908271596
"Wave_1893",-1.85461594114532
"Wave_1894",-1.62246732553321
"Wave_1895",-1.7584000902046
"Wave_1896",-1.98635320416607
"Wave_1897",-1.84189972085908
"Wave_1898",-1.85315862074817
"Wave_1899",-2.32429624476907
"Wave_1900",-2.66978517870943
"Wave_1901",-2.74519649974754
"Wave_1902",-2.08616727055161
"Wave_1903",-1.65975917049208
"Wave_1904",-1.72451711491747
"Wave_1905",-1.71185012883927
"Wave_1906",-1.50578019748255
"Wave_1907",-1.40232974531314
"Wave_1908",-1.35676799003533
"Wave_1909",-1.15735046209703
"Wave_1910",-1.21643529713126
"Wave_1911",-1.23780088167308
"Wave_1912",-1.15067004620039
"Wave_1913",-1.12710968425111
"Wave_1914",-1.03805106619598
"Wave_1915",-0.908427291151964
"Wave_1916",-0.780132244703158
"Wave_1917",-0.604306227827882
"Wave_1918",-0.588558308352385
"Wave_1919",-0.54866037173732
"Wave_1920",-0.40973492618413
"Wave_1921",-0.267168005629015
"Wave_1922",-0.119857501525728
"Wave_1923",0.00717314618238715
"Wave_1924",0.123479469348936
"Wave_1925",0.238066025935303
"Wave_1926",0.224243310955074
"Wave_1927",0.209488490877245
"Wave_1928",0.17900128727801
"Wave_1929",0.130508251700984
"Wave_1930",0.104282599423766
"Wave_1931",0.168805378553162
"Wave_1932",0.26267718756647
"Wave_1933",0.373068956391388
"Wave_1934",0.372219985668983
"Wave_1935",0.370433797822356
"Wave_1936",0.358130092051692
"Wave_1937",0.335673517202944
"Wave_1938",0.350156491045804
"Wave_1939",0.397153732445758
"Wave_1940",0.443044603919731
"Wave_1941",0.494219193256997
"Wave_1942",0.492834805965384
"Wave_1943",0.490036827469876
"Wave_1944",0.469242759002437
"Wave_1945",0.42993601249994
"Wave_1946",0.390883562087691
"Wave_1947",0.385005879966144
"Wave_1948",0.387358285938934
"Wave_1949",0.410969964699795
"Wave_1950",0.45554717839299
"Wave_1951",0.51412170328226
"Wave_1952",0.569815868091004
"Wave_1953",0.566640292777101
"Wave_1954",0.541923288216277
"Wave_1955",0.505956829928488
"Wave_1956",0.470336078393738
"Wave_1957",0.481082004174604
"Wave_1958",0.480595781625511
"Wave_1959",0.484977936462854
"Wave_1960",0.485203455783147
"Wave_1961",0.475084837615445
"Wave_1962",0.450847794092341
"Wave_1963",0.412464284016265
"Wave_1964",0.374080778518121
"Wave_1965",0.398899131446054
"Wave_1966",0.412497482207944
"Wave_1967",0.38837349678669
"Wave_1968",0.339620592061044
"Wave_1969",0.304562494867723
"Wave_1970",0.331678431257135
"Wave_1971",0.333692951177312
"Wave_1972",0.334370504207646
"Wave_1973",0.321419322757539
"Wave_1974",0.306074122814097
"Wave_1975",0.287965475590429
"Wave_1976",0.258187557540677
"Wave_1977",0.226183241684988
"Wave_1978",0.204318194454297
"Wave_1979",0.153224793889975
"Wave_1980",0.111678413752629
"Wave_1981",0.128430136763319
"Wave_1982",0.15858868022409
"Wave_1983",0.199614535350219
"Wave_1984",0.195824054955108
"Wave_1985",0.192033598398458
"Wave_1986",0.179559617021131
"Wave_1987",0.174312098315404
"Wave_1988",0.171322057931665
"Wave_1989",0.128773450025215
"Wave_1990",0.0670137011574942
"Wave_1991",0.0298377380572004
"Wave_1992",0.0209860234169999
"Wave_1993",0.0131719487440984
"Wave_1994",0.0355052017166735
"Wave_1995",0.0786469882289828
"Wave_1996",0.11805971173048
"Wave_1997",0.141437420369252
"Wave_1998",0.16344778280643
"Wave_1999",0.201070339849149
"Wave_2000",0.196472624151297
"Wave_2001",0.175914086180698
"Wave_2002",0.124778375638551
"Wave_2003",0.0764989398586198
"Wave_2004",0.0565212987737408
"Wave_2005",0.0672434922461761
"Wave_2006",0.0803222915589896
"Wave_2007",0.119736220616262
"Wave_2008",0.164275824487584
"Wave_2009",0.207192331793686
"Wave_2010",0.191989534512316
"Wave_2011",0.17050935743881
"Wave_2012",0.102634143651418
"Wave_2013",0.0588856176173403
"Wave_2014",0.03496332244508
"Wave_2015",0.0966916469869385
"Wave_2016",0.16826730102122
"Wave_2017",0.246703664541232
"Wave_2018",0.309525897885219
"Wave_2019",0.369238401084866
"Wave_2020",0.394468491311857
"Wave_2021",0.41536875674073
"Wave_2022",0.42106413115526
"Wave_2023",0.422455351214507
"Wave_2024",0.42384661814951
"Wave_2025",0.494799286972399
"Wave_2026",0.555880152419752
"Wave_2027",0.602696027743055
"Wave_2028",0.621735864135469
"Wave_2029",0.642152870918335
"Wave_2030",0.632836184492357
"Wave_2031",0.595198145474073
"Wave_2032",0.56307694851364
"Wave_2033",0.613320788978388
"Wave_2034",0.689406450038138
"Wave_2035",0.770447260795297
"Wave_2036",0.873405623790682
"Wave_2037",0.976364022105713
"Wave_2038",0.994817547645205
"Wave_2039",0.988532027254319
"Wave_2040",0.963751620118519
"Wave_2041",0.892185133238206
"Wave_2042",0.820618618628144
"Wave_2043",0.868336329897841
"Wave_2044",0.964491485545087
"Wave_2045",1.03276933864283
"Wave_2046",1.03818420946362
"Wave_2047",1.04384170972147
"Wave_2048",1.02609041360647
"Wave_2049",1.02043346645891
"Wave_2050",1.01413082950072
"Wave_2051",0.96492357060331
"Wave_2052",0.898435403776792
"Wave_2053",0.911429724968414
"Wave_2054",1.01130181752959
"Wave_2055",1.09772064887933
"Wave_2056",1.06448039049378
"Wave_2057",1.03218759744339
"Wave_2058",1.03540499733824
"Wave_2059",1.07679099504137
"Wave_2060",1.11817691902091
"Wave_2061",1.11261628915428
"Wave_2062",1.06905059919542
"Wave_2063",1.02381199438789
"Wave_2064",0.997638092647827
"Wave_2065",0.971464304796948
"Wave_2066",0.951377649988527
"Wave_2067",0.949505752181075
"Wave_2068",0.978177683217372
"Wave_2069",1.04030569703375
"Wave_2070",1.09823227999309
"Wave_2071",1.06413525903206
"Wave_2072",1.00697362332071
"Wave_2073",0.959447751488451
"Wave_2074",0.946455794345609
"Wave_2075",0.9324614534235
"Wave_2076",0.895699707317187
"Wave_2077",0.835287170331708
"Wave_2078",0.776533454416635
"Wave_2079",0.79989358437246
"Wave_2080",0.840049252370226
"Wave_2081",0.842589967819788
"Wave_2082",0.813889965239372
"Wave_2083",0.795595823017918
"Wave_2084",0.829617365327563
"Wave_2085",0.845922637822215
"Wave_2086",0.810773804624095
"Wave_2087",0.79355893042407
"Wave_2088",0.776344069536099
"Wave_2089",0.849035217339169
"Wave_2090",0.862051053545294
"Wave_2091",0.808793648232769
"Wave_2092",0.662049858671347
"Wave_2093",0.515306290489771
"Wave_2094",0.497670749808187
"Wave_2095",0.545375075293718
"Wave_2096",0.548851059730892
"Wave_2097",0.399181553662281
"Wave_2098",0.249512055183134
"Wave_2099",0.25850971696382
"Wave_2100",0.287059966586882
"Wave_2101",0.297916197884448
"Wave_2102",0.236856680645113
"Wave_2103",0.175797118961809
"Wave_2104",0.114318307631365
"Wave_2105",0.0665090010875698
"Wave_2106",-0.0384571035938915
"Wave_2107",-0.167764128190656
"Wave_2108",-0.297071076961063
"Wave_2109",-0.251486135972321
"Wave_2110",-0.273673734056234
"Wave_2111",-0.350735877936174
"Wave_2112",-0.455369588956549
"Wave_2113",-0.560003303102601
"Wave_2114",-0.622680524612297
"Wave_2115",-0.641159648251668
"Wave_2116",-0.60216145928971
"Wave_2117",-0.636810420085366
"Wave_2118",-0.671459316044581
"Wave_2119",-0.765338850010624
"Wave_2120",-0.776994756606868
"Wave_2121",-0.788506729316528
"Wave_2122",-0.807077791885395
"Wave_2123",-0.825649016758806
"Wave_2124",-0.872376411168304
"Wave_2125",-0.968678555707717
"Wave_2126",-1.10512203082019
"Wave_2127",-1.25062953550877
"Wave_2128",-1.39613690048135
"Wave_2129",-1.49333828943835
"Wave_2130",-1.56694409031019
"Wave_2131",-1.59575800187572
"Wave_2132",-1.62379158747881
"Wave_2133",-1.65182525525572
"Wave_2134",-1.79773165147662
"Wave_2135",-1.95186673487863
"Wave_2136",-2.09243350403115
"Wave_2137",-2.18184175126353
"Wave_2138",-2.27124982923131
"Wave_2139",-2.28324056777793
"Wave_2140",-2.27070044266312
"Wave_2141",-2.29511913787982
"Wave_2142",-2.28607472496606
"Wave_2143",-2.27703034817766
"Wave_2144",-2.32775972499981
"Wave_2145",-2.45854659290864
"Wave_2146",-2.5639107430343
"Wave_2147",-2.59723460060052
"Wave_2148",-2.63055850980721
"Wave_2149",-2.64514202880586
"Wave_2150",-2.62176322867157
"Wave_2151",-2.61215748545956
"Wave_2152",-2.63574394014452
"Wave_2153",-2.6516184804275
"Wave_2154",-2.70042298578498
"Wave_2155",-2.77481208124805
"Wave_2156",-2.79931589820192
"Wave_2157",-2.78953930535715
"Wave_2158",-2.79873367325301
"Wave_2159",-2.85399410605172
"Wave_2160",-2.8954021803312
"Wave_2161",-2.97646846718658
"Wave_2162",-3.07789289102383
"Wave_2163",-3.13648408085136
"Wave_2164",-3.1847756633596
"Wave_2165",-3.23306705064039
"Wave_2166",-3.24553979708966
"Wave_2167",-3.15820437823029
"Wave_2168",-3.07601316458774
"Wave_2169",-3.06931227026059
"Wave_2170",-3.06261136489021
"Wave_2171",-3.03053311023316
"Wave_2172",-2.96234098232622
"Wave_2173",-2.88078974538281
"Wave_2174",-2.9244348963142
"Wave_2175",-2.9680799340529
"Wave_2176",-3.02388515692942
"Wave_2177",-3.02563302498748
"Wave_2178",-2.98480545242552
"Wave_2179",-2.92271109952273
"Wave_2180",-2.86061665673067
"Wave_2181",-2.82216490991778
"Wave_2182",-2.79562545716416
"Wave_2183",-2.77179674273724
"Wave_2184",-2.67443977664875
"Wave_2185",-2.56429400598235
"Wave_2186",-2.63644984103635
"Wave_2187",-2.70860565680319
"Wave_2188",-2.75051350235615
"Wave_2189",-2.74939285248305
"Wave_2190",-2.72283456492924
"Wave_2191",-2.6516904017021
"Wave_2192",-2.58054653721956
"Wave_2193",-2.49378941105479
"Wave_2194",-2.40715748964301
"Wave_2195",-2.31488209695193
"Wave_2196",-2.20344642025191
"Wave_2197",-2.09201064165097
"Wave_2198",-2.20181649619554
"Wave_2199",-2.30403376746465
"Wave_2200",-2.30149388846929
"Wave_2201",-2.29030641959203
"Wave_2202",-2.28301613840938
"Wave_2203",-2.27952590184479
"Wave_2204",-2.27603589852602
"Wave_2205",-2.21999389500175
"Wave_2206",-2.13052227293711
"Wave_2207",-2.06589724327492
"Wave_2208",-2.00818720400978
"Wave_2209",-1.9504773883998
"Wave_2210",-2.07385137088658
"Wave_2211",-2.23375522278239
"Wave_2212",-2.31184528573085
"Wave_2213",-2.31672164727001
"Wave_2214",-2.31541459337761
"Wave_2215",-2.23561339896775
"Wave_2216",-2.15327368603463
"Wave_2217",-2.09245990082058
