"","all_sug_m2.14.comps"
"Wave_1069",0.699952862011854
"Wave_1070",0.657435769041851
"Wave_1071",0.638337356100279
"Wave_1072",0.63179761744859
"Wave_1073",0.625258223262595
"Wave_1074",0.61241390186322
"Wave_1075",0.629694344986622
"Wave_1076",0.702318805716919
"Wave_1077",0.774943401282384
"Wave_1078",0.89127413839452
"Wave_1079",0.950417634055
"Wave_1080",0.956955679679662
"Wave_1081",0.963493563468115
"Wave_1082",0.932678601310648
"Wave_1083",0.971259289122694
"Wave_1084",1.02031746321624
"Wave_1085",1.06937549448669
"Wave_1086",1.02130530953333
"Wave_1087",1.0293658690945
"Wave_1088",1.03742649775629
"Wave_1089",1.04548703450657
"Wave_1090",1.085765287076
"Wave_1091",0.962624521402113
"Wave_1092",0.839483849676886
"Wave_1093",0.689115015212646
"Wave_1094",0.559752498404956
"Wave_1095",0.517002284401952
"Wave_1096",0.47425232338848
"Wave_1097",0.43248232326692
"Wave_1098",0.420128557272067
"Wave_1099",0.414557050402512
"Wave_1100",0.408985590091919
"Wave_1101",0.378149094871034
"Wave_1102",0.356973220908508
"Wave_1103",0.335797248548751
"Wave_1104",0.314621194747884
"Wave_1105",0.331485566452684
"Wave_1106",0.316973362818638
"Wave_1107",0.302461173021137
"Wave_1108",0.287948776776408
"Wave_1109",0.284592250745866
"Wave_1110",0.315222220165859
"Wave_1111",0.345852028109541
"Wave_1112",0.372763749309436
"Wave_1113",0.415487738814537
"Wave_1114",0.491060970203393
"Wave_1115",0.566634480806722
"Wave_1116",0.656450551439753
"Wave_1117",0.617952997658195
"Wave_1118",0.539068355334275
"Wave_1119",0.460183928677276
"Wave_1120",0.359369883314676
"Wave_1121",0.427176850072966
"Wave_1122",0.494984062370169
"Wave_1123",0.562791217530271
"Wave_1124",0.589740063596529
"Wave_1125",0.623859226251321
"Wave_1126",0.657978626393112
"Wave_1127",0.692097925607359
"Wave_1128",0.663672419438255
"Wave_1129",0.670110351571722
"Wave_1130",0.676548354686199
"Wave_1131",0.660090117089892
"Wave_1132",0.620419324997179
"Wave_1133",0.659114269983383
"Wave_1134",0.697808837713442
"Wave_1135",0.705887177745845
"Wave_1136",0.747188556707982
"Wave_1137",0.800119117190958
"Wave_1138",0.853049579860088
"Wave_1139",0.8253719602866
"Wave_1140",0.854635001999467
"Wave_1141",0.883898378044748
"Wave_1142",0.913161288753608
"Wave_1143",0.966759941023975
"Wave_1144",0.882804835579467
"Wave_1145",0.798850246766451
"Wave_1146",0.7148959848281
"Wave_1147",0.642490876367048
"Wave_1148",0.552061413818219
"Wave_1149",0.461631991864988
"Wave_1150",0.365062479788656
"Wave_1151",0.240857139406745
"Wave_1152",0.12355856604298
"Wave_1153",0.0062601111519259
"Wave_1154",0.0395779637791907
"Wave_1155",-0.152137615764268
"Wave_1156",-0.343853147118983
"Wave_1157",-0.535568724227419
"Wave_1158",-0.696382061955546
"Wave_1159",-0.757781579299771
"Wave_1160",-0.81918091079134
"Wave_1161",-0.880580440494418
"Wave_1162",-0.927341840275793
"Wave_1163",-1.01456238681254
"Wave_1164",-1.10178288651068
"Wave_1165",-1.18900372379198
"Wave_1166",-1.23558060583215
"Wave_1167",-1.28146054538965
"Wave_1168",-1.32734042342363
"Wave_1169",-1.37246680491028
"Wave_1170",-1.36615888138652
"Wave_1171",-1.35447093231057
"Wave_1172",-1.34278312971798
"Wave_1173",-1.32318346589991
"Wave_1174",-1.31788834688659
"Wave_1175",-1.31259338088228
"Wave_1176",-1.30729828249927
"Wave_1177",-1.30322663742254
"Wave_1178",-1.27776590033207
"Wave_1179",-1.25230494593901
"Wave_1180",-1.22684420029933
"Wave_1181",-1.19377447957006
"Wave_1182",-1.15980229042038
"Wave_1183",-1.12582977560487
"Wave_1184",-1.09185771560921
"Wave_1185",-1.12219783089407
"Wave_1186",-1.17323063042716
"Wave_1187",-1.22426361735163
"Wave_1188",-1.28943717393143
"Wave_1189",-1.29661874105057
"Wave_1190",-1.30379975687759
"Wave_1191",-1.31098121601151
"Wave_1192",-1.28160058127463
"Wave_1193",-1.36877649882194
"Wave_1194",-1.45595230452736
"Wave_1195",-1.54312787933422
"Wave_1196",-1.59680299149388
"Wave_1197",-1.58273735881472
"Wave_1198",-1.56867203462743
"Wave_1199",-1.55460634066624
"Wave_1200",-1.58641582191621
"Wave_1201",-1.63398831084387
"Wave_1202",-1.68156083294863
"Wave_1203",-1.71996587325559
"Wave_1204",-1.7072069415785
"Wave_1205",-1.69793113633926
"Wave_1206",-1.68865495176791
"Wave_1207",-1.65486914665635
"Wave_1208",-1.56886930866836
"Wave_1209",-1.48286990322885
"Wave_1210",-1.39687026047563
"Wave_1211",-1.34484045102309
"Wave_1212",-1.31050423997469
"Wave_1213",-1.2761678428819
"Wave_1214",-1.24183156260932
"Wave_1215",-1.20824612468898
"Wave_1216",-1.15737015546312
"Wave_1217",-1.10649386917455
"Wave_1218",-1.05561765671082
"Wave_1219",-1.04355174329039
"Wave_1220",-1.05320774797821
"Wave_1221",-1.0628635512464
"Wave_1222",-1.08721224613592
"Wave_1223",-1.12259353744281
"Wave_1224",-1.15797464919443
"Wave_1225",-1.19335561111336
"Wave_1226",-1.18554184638992
"Wave_1227",-1.09616162943412
"Wave_1228",-1.00678153515436
"Wave_1229",-0.917401401266897
"Wave_1230",-0.878231223689206
"Wave_1231",-0.862652576760171
"Wave_1232",-0.847073495074933
"Wave_1233",-0.831494703194813
"Wave_1234",-0.843823925757183
"Wave_1235",-0.859335292428176
"Wave_1236",-0.874846689646216
"Wave_1237",-0.875785613052575
"Wave_1238",-0.821105054752293
"Wave_1239",-0.766424413816412
"Wave_1240",-0.711743667953157
"Wave_1241",-0.688421508203283
"Wave_1242",-0.715606077684881
"Wave_1243",-0.742790465815951
"Wave_1244",-0.769974989429668
"Wave_1245",-0.804114163284607
"Wave_1246",-0.851052408016391
"Wave_1247",-0.897990293325202
"Wave_1248",-0.944928224369253
"Wave_1249",-0.921638693451884
"Wave_1250",-0.878666031273544
"Wave_1251",-0.835693821894365
"Wave_1252",-0.797503686528568
"Wave_1253",-0.74659102206212
"Wave_1254",-0.695678121725494
"Wave_1255",-0.644765397527132
"Wave_1256",-0.610492358453166
"Wave_1257",-0.615044473896356
"Wave_1258",-0.619596591301531
"Wave_1259",-0.624148864370508
"Wave_1260",-0.602484025200566
"Wave_1261",-0.568745933363045
"Wave_1262",-0.535007451024173
"Wave_1263",-0.501269098062317
"Wave_1264",-0.445388610422365
"Wave_1265",-0.383972652888857
"Wave_1266",-0.322556707487364
"Wave_1267",-0.273305891250316
"Wave_1268",-0.339270845453391
"Wave_1269",-0.405235837775658
"Wave_1270",-0.471200999836223
"Wave_1271",-0.501509658867176
"Wave_1272",-0.40766254594319
"Wave_1273",-0.313815138893301
"Wave_1274",-0.219967949331116
"Wave_1275",-0.207142173340154
"Wave_1276",-0.241430099804443
"Wave_1277",-0.275717829188593
"Wave_1278",-0.310005523827313
"Wave_1279",-0.278814980418589
"Wave_1280",-0.225306787779344
"Wave_1281",-0.17179870681543
"Wave_1282",-0.118290662387621
"Wave_1283",-0.131174667464491
"Wave_1284",-0.144058346896066
"Wave_1285",-0.156942348559943
"Wave_1286",-0.177729265524698
"Wave_1287",-0.181403689148181
"Wave_1288",-0.185078143686201
"Wave_1289",-0.188752349129394
"Wave_1290",-0.196436409753865
"Wave_1291",-0.208129803069259
"Wave_1292",-0.219823491985948
"Wave_1293",-0.231516676588821
"Wave_1294",-0.147144733169997
"Wave_1295",-0.0387564747847021
"Wave_1296",0.0696319837594719
"Wave_1297",0.178020233395086
"Wave_1298",0.216642179099085
"Wave_1299",0.25526435048047
"Wave_1300",0.293886538264527
"Wave_1301",0.315573216373747
"Wave_1302",0.297744086593222
"Wave_1303",0.279914936761236
"Wave_1304",0.262086072416168
"Wave_1305",0.226435926121857
"Wave_1306",0.179768207139879
"Wave_1307",0.133100744047616
"Wave_1308",0.0864329847432427
"Wave_1309",0.0959728608293104
"Wave_1310",0.119564528311809
"Wave_1311",0.143156161977721
"Wave_1312",0.177895987740618
"Wave_1313",0.206973092226457
"Wave_1314",0.236050308052079
"Wave_1315",0.265127362470564
"Wave_1316",0.308111492536969
"Wave_1317",0.383545227630056
"Wave_1318",0.458979046277708
"Wave_1319",0.534412825575318
"Wave_1320",0.534467736493467
"Wave_1321",0.484269980200953
"Wave_1322",0.434072548295506
"Wave_1323",0.383874586928349
"Wave_1324",0.375539667434673
"Wave_1325",0.377670313048819
"Wave_1326",0.379800832993715
"Wave_1327",0.372663154150447
"Wave_1328",0.282114265829451
"Wave_1329",0.191565170432271
"Wave_1330",0.101016052557231
"Wave_1331",0.0489077982798513
"Wave_1332",0.0829566612536925
"Wave_1333",0.117005243886689
"Wave_1334",0.151054168945978
"Wave_1335",0.14590050965059
"Wave_1336",0.114611558312992
"Wave_1337",0.0833225865585391
"Wave_1338",0.0520336505312523
"Wave_1339",0.0070007070216077
"Wave_1340",-0.0395593685860475
"Wave_1341",-0.0861190708214043
"Wave_1342",-0.127689639954644
"Wave_1343",-0.149301474675881
"Wave_1344",-0.170913299427594
"Wave_1345",-0.192524954581098
"Wave_1346",-0.227180929430317
"Wave_1347",-0.28140286408662
"Wave_1348",-0.335625322030727
"Wave_1349",-0.389847799689399
"Wave_1350",-0.412225142578395
"Wave_1351",-0.42095500514324
"Wave_1352",-0.429684767938334
"Wave_1353",-0.438414484203686
"Wave_1354",-0.430585041563721
"Wave_1355",-0.422755353736437
"Wave_1356",-0.414925898757186
"Wave_1357",-0.409454126813639
"Wave_1358",-0.413413078299898
"Wave_1359",-0.417371927334249
"Wave_1360",-0.421330867863045
"Wave_1361",-0.393550405496909
"Wave_1362",-0.334030658124827
"Wave_1363",-0.274510509710022
"Wave_1364",-0.214990648118052
"Wave_1365",-0.143995719638215
"Wave_1366",-0.0701320063735779
"Wave_1367",0.00373167600960161
"Wave_1368",0.0927764325660131
"Wave_1369",0.318448653735987
"Wave_1370",0.54412116661612
"Wave_1371",0.769793716502481
"Wave_1372",1.00133196399762
