"","N_g_m2.13.comps"
"Wave_1370",-0.223477390055716
"Wave_1371",-0.247705902575356
"Wave_1372",-0.283868777928736
"Wave_1373",-0.347878537500188
"Wave_1374",-0.411888327403795
"Wave_1375",-0.475898133828676
"Wave_1376",-0.508943452670884
"Wave_1377",-0.521345680183975
"Wave_1378",-0.533747954280586
"Wave_1379",-0.546150250327216
"Wave_1380",-0.545179130841052
"Wave_1381",-0.542721973167406
"Wave_1382",-0.540264884790595
"Wave_1383",-0.540460873509784
"Wave_1384",-0.551268814085742
"Wave_1385",-0.562076815989226
"Wave_1386",-0.572884818664704
"Wave_1387",-0.601343148895132
"Wave_1388",-0.64745203883074
"Wave_1389",-0.693560837244886
"Wave_1390",-0.739669633712912
"Wave_1391",-0.752723227281906
"Wave_1392",-0.768316246295059
"Wave_1393",-0.783909321729996
"Wave_1394",-0.799502310267164
"Wave_1395",-0.762003697404754
"Wave_1396",-0.724504824954819
"Wave_1397",-0.687006192706005
"Wave_1398",-0.640179268056784
"Wave_1399",-0.571586760772366
"Wave_1400",-0.502994261030875
"Wave_1401",-0.434401757214879
"Wave_1402",-0.367743239966241
"Wave_1403",-0.302374066963697
"Wave_1404",-0.237004891947442
"Wave_1405",-0.171635710010892
"Wave_1406",-0.111259523780993
"Wave_1407",-0.051438156144464
"Wave_1408",0.00838323969139776
"Wave_1409",0.0644452316057666
"Wave_1410",0.105469511060563
"Wave_1411",0.146493807386736
"Wave_1412",0.187518084822703
"Wave_1413",0.228234598181224
"Wave_1414",0.268643238111818
"Wave_1415",0.309051944519182
"Wave_1416",0.349460583203908
"Wave_1417",0.391527737459408
"Wave_1418",0.434009466620318
"Wave_1419",0.476491321839787
"Wave_1420",0.516613264256272
"Wave_1421",0.535497475682149
"Wave_1422",0.554381707390423
"Wave_1423",0.573265868918054
"Wave_1424",0.5739653420766
"Wave_1425",0.560151657893739
"Wave_1426",0.54633775441359
"Wave_1427",0.532524008345437
"Wave_1428",0.526028589630374
"Wave_1429",0.522669544849369
"Wave_1430",0.519310445013398
"Wave_1431",0.515951508116853
"Wave_1432",0.501118303421815
"Wave_1433",0.490648505737037
"Wave_1434",0.480178692412913
"Wave_1435",0.46647315341862
"Wave_1436",0.452127415318913
"Wave_1437",0.437781537696173
"Wave_1438",0.423435687580272
"Wave_1439",0.405164045542754
"Wave_1440",0.384275206526668
"Wave_1441",0.36338633132474
"Wave_1442",0.342497513820364
"Wave_1443",0.340663579251234
"Wave_1444",0.342757373674334
"Wave_1445",0.344851343824832
"Wave_1446",0.342707738148332
"Wave_1447",0.323613825217962
"Wave_1448",0.304519931431154
"Wave_1449",0.285426037990103
"Wave_1450",0.262208456907261
"Wave_1451",0.234867147111667
"Wave_1452",0.207525848255155
"Wave_1453",0.180184560687305
"Wave_1454",0.169097333758126
"Wave_1455",0.162073822317808
"Wave_1456",0.1550500738261
"Wave_1457",0.148976788141872
"Wave_1458",0.151455884616458
"Wave_1459",0.153935039528162
"Wave_1460",0.156414288856564
"Wave_1461",0.151286574371338
"Wave_1462",0.134748704307991
"Wave_1463",0.118210803548512
"Wave_1464",0.101672922804189
"Wave_1465",0.0974719192178602
"Wave_1466",0.098558250905148
"Wave_1467",0.0996445154660101
"Wave_1468",0.100730836992093
"Wave_1469",0.0873815065325995
"Wave_1470",0.0740322521314368
"Wave_1471",0.0606828863945298
"Wave_1472",0.0461133007327491
"Wave_1473",0.0286962801758959
"Wave_1474",0.0112792517101977
"Wave_1475",-0.00613776175058522
"Wave_1476",-0.0276347635607923
"Wave_1477",-0.0490481855130795
"Wave_1478",-0.0704615970413319
"Wave_1479",-0.0918749537506092
"Wave_1480",-0.104090721104403
"Wave_1481",-0.114166642277847
"Wave_1482",-0.124242647036248
"Wave_1483",-0.143354282494965
"Wave_1484",-0.183549295896846
"Wave_1485",-0.22374430723713
"Wave_1486",-0.263939160313275
"Wave_1487",-0.297474769743188
"Wave_1488",-0.326570614013789
"Wave_1489",-0.35566645614514
"Wave_1490",-0.384762327898221
"Wave_1491",-0.440749024449194
"Wave_1492",-0.499723664724913
"Wave_1493",-0.558698315670399
"Wave_1494",-0.608828766825366
"Wave_1495",-0.62358291571774
"Wave_1496",-0.638337153203809
"Wave_1497",-0.653091375404358
"Wave_1498",-0.666616798005262
"Wave_1499",-0.679323122573161
"Wave_1500",-0.692029304175756
"Wave_1501",-0.704735559682357
"Wave_1502",-0.73769421451226
"Wave_1503",-0.772902978936593
"Wave_1504",-0.808111765051549
"Wave_1505",-0.839201779286882
"Wave_1506",-0.853816812005543
"Wave_1507",-0.868431888522827
"Wave_1508",-0.883046856515582
"Wave_1509",-0.888019710618112
"Wave_1510",-0.888443350179953
"Wave_1511",-0.888866971115486
"Wave_1512",-0.88929069091058
"Wave_1513",-0.900641877339144
"Wave_1514",-0.913207313854357
"Wave_1515",-0.925772667787704
"Wave_1516",-0.919166531949478
"Wave_1517",-0.835874185397543
"Wave_1518",-0.752581810518054
"Wave_1519",-0.669289434808893
"Wave_1520",-0.682768761418898
"Wave_1521",-0.754226513533003
"Wave_1522",-0.825684357193329
"Wave_1523",-0.897142063844613
"Wave_1524",-0.893105837965099
"Wave_1525",-0.882923159525557
"Wave_1526",-0.872740559620643
"Wave_1527",-0.863280024397878
"Wave_1528",-0.856708029284208
"Wave_1529",-0.850136032303179
"Wave_1530",-0.843563962058545
"Wave_1531",-0.828751689587405
"Wave_1532",-0.806394593165943
"Wave_1533",-0.784037643206676
"Wave_1534",-0.761680530307966
"Wave_1535",-0.741517914502269
"Wave_1536",-0.721598952097956
"Wave_1537",-0.701680063872988
"Wave_1538",-0.679187174217585
"Wave_1539",-0.646398052050918
"Wave_1540",-0.613608948152115
"Wave_1541",-0.58081973301048
"Wave_1542",-0.530148881272089
"Wave_1543",-0.470108184328311
"Wave_1544",-0.410067433215644
"Wave_1545",-0.350026594336425
"Wave_1546",-0.325977766001818
"Wave_1547",-0.305928111692847
"Wave_1548",-0.285878246943577
"Wave_1549",-0.262128001913449
"Wave_1550",-0.231554848645218
"Wave_1551",-0.200981749646147
"Wave_1552",-0.170408675618307
"Wave_1553",-0.14904292783298
"Wave_1554",-0.133815563548418
"Wave_1555",-0.118588152439779
"Wave_1556",-0.103360719590738
"Wave_1557",-0.0622844158143095
"Wave_1558",-0.0188346540738868
"Wave_1559",0.024615168421953
"Wave_1560",0.0599918915585838
"Wave_1561",0.0765316779892805
"Wave_1562",0.0930714212275539
"Wave_1563",0.109611225058952
"Wave_1564",0.134786955409947
"Wave_1565",0.163442555355301
"Wave_1566",0.192098138969026
"Wave_1567",0.220753769718623
"Wave_1568",0.204116135174629
"Wave_1569",0.187478654765968
"Wave_1570",0.170841023435623
"Wave_1571",0.173503073784173
"Wave_1572",0.201933436621907
"Wave_1573",0.230363812145822
"Wave_1574",0.258794234744969
"Wave_1575",0.286304168613742
"Wave_1576",0.312863866161479
"Wave_1577",0.339423661137573
"Wave_1578",0.365926179454893
"Wave_1579",0.378838068690489
"Wave_1580",0.391749937006406
"Wave_1581",0.404661823258157
"Wave_1582",0.417437611317168
"Wave_1583",0.428007048965647
"Wave_1584",0.438576474599277
"Wave_1585",0.449145964990278
"Wave_1586",0.463151974332567
"Wave_1587",0.478750968862533
"Wave_1588",0.494349993593376
"Wave_1589",0.511424915707256
"Wave_1590",0.529506158508638
"Wave_1591",0.547587398880423
"Wave_1592",0.565668708800292
"Wave_1593",0.574944493397435
"Wave_1594",0.577729557029405
"Wave_1595",0.580514571709873
"Wave_1596",0.583299574448583
"Wave_1597",0.592964056431805
"Wave_1598",0.60236716186003
"Wave_1599",0.611770332767097
"Wave_1600",0.621723125853078
"Wave_1601",0.628125116644845
"Wave_1602",0.634527115754865
"Wave_1603",0.640929066623547
"Wave_1604",0.640495249078951
"Wave_1605",0.634080084740705
"Wave_1606",0.627664998659065
"Wave_1607",0.613569852088459
"Wave_1608",0.559901810176486
"Wave_1609",0.509516758804451
"Wave_1610",0.459131793884402
"Wave_1611",0.43507763160569
"Wave_1612",0.437188539936001
"Wave_1613",0.439299671213013
"Wave_1614",0.441410748742856
"Wave_1615",0.444537839200181
"Wave_1616",0.450051140487935
"Wave_1617",0.455564332878588
"Wave_1618",0.457906056032356
"Wave_1619",0.442864092071009
"Wave_1620",0.427822154919279
"Wave_1621",0.412780195565499
"Wave_1622",0.388579266553236
"Wave_1623",0.361064042729109
"Wave_1624",0.333548917339801
"Wave_1625",0.306033737834094
"Wave_1626",0.313898995456185
"Wave_1627",0.322656635884263
"Wave_1628",0.331414227679878
"Wave_1629",0.329042339159793
"Wave_1630",0.303887737983494
"Wave_1631",0.278733023311737
"Wave_1632",0.253578430617568
"Wave_1633",0.255535081593368
"Wave_1634",0.269148860401688
"Wave_1635",0.282762603911608
"Wave_1636",0.294242116161394
"Wave_1637",0.295389135237755
"Wave_1638",0.297522494208525
"Wave_1639",0.299655733844824
"Wave_1640",0.299228019001837
"Wave_1641",0.290516009047473
"Wave_1642",0.281804137154772
"Wave_1643",0.273092029507863
"Wave_1644",0.292630151229321
"Wave_1645",0.313299289154382
"Wave_1646",0.333968442741454
"Wave_1647",0.354045356063563
"Wave_1648",0.34029282534881
"Wave_1649",0.326540326521385
"Wave_1650",0.312787754876654
"Wave_1651",0.319910361143119
"Wave_1652",0.34467138805923
"Wave_1653",0.369432405073514
"Wave_1654",0.393386304751945
"Wave_1655",0.412336334376505
"Wave_1656",0.431851604282987
"Wave_1657",0.451366928277106
"Wave_1658",0.464215447639156
"Wave_1659",0.457031226976049
"Wave_1660",0.449847132759981
"Wave_1661",0.442662881869767
"Wave_1662",0.436408827199108
"Wave_1663",0.434005533546586
"Wave_1664",0.431602068528944
"Wave_1665",0.437855022118661
"Wave_1666",0.399707384001002
"Wave_1667",0.361559805724508
"Wave_1668",0.323412207393189
"Wave_1669",0.275791157183676
"Wave_1670",0.221679322920325
"Wave_1671",0.167567613104288
"Wave_1672",0.10917805565782
"Wave_1673",0.0233889328772262
"Wave_1674",-0.0596252338391557
"Wave_1675",-0.142639376115363
"Wave_1676",-0.223319172845522
"Wave_1677",-0.316886446607227
"Wave_1678",-0.410453735304144
"Wave_1679",-0.504021030082815
"Wave_1680",-0.547680096690078
"Wave_1681",-0.584763640463085
"Wave_1682",-0.621847252315365
"Wave_1683",-0.672002849943018
"Wave_1684",-0.736897128587053
"Wave_1685",-0.801791402503069
"Wave_1686",-0.866685600909056
"Wave_1687",-0.902505016059557
"Wave_1688",-0.92397943538943
"Wave_1689",-0.945453958961701
"Wave_1690",-0.964964050698502
"Wave_1691",-0.961468982369232
"Wave_1692",-0.956642310578912
"Wave_1693",-0.951815652341589
"Wave_1694",-0.943068318624555
"Wave_1695",-0.934651304781942
"Wave_1696",-0.926234409748471
"Wave_1697",-0.917817313574396
"Wave_1698",-0.874928432285326
"Wave_1699",-0.843313120422285
"Wave_1700",-0.811697843554252
"Wave_1701",-0.794051221772821
"Wave_1702",-0.795499032636367
"Wave_1703",-0.79694668024643
"Wave_1704",-0.798394587256989
"Wave_1705",-0.804300282011275
"Wave_1706",-0.801778186512537
"Wave_1707",-0.799256154323726
"Wave_1708",-0.786779989716677
"Wave_1709",-0.750119500782472
"Wave_1710",-0.717367088678695
"Wave_1711",-0.684614617010535
"Wave_1712",-0.685622928558036
"Wave_1713",-0.711319153753557
"Wave_1714",-0.737015317670762
"Wave_1715",-0.762207362503049
"Wave_1716",-0.787160303685526
"Wave_1717",-0.814978054723146
"Wave_1718",-0.842795897812848
"Wave_1719",-0.853086217519149
"Wave_1720",-0.843424003688402
"Wave_1721",-0.83376174605769
"Wave_1722",-0.824099574336844
"Wave_1723",-0.842927497661842
"Wave_1724",-0.870632024432097
"Wave_1725",-0.898336566306625
"Wave_1726",-0.93393289969697
"Wave_1727",-0.947952669980978
"Wave_1728",-0.958259483752289
"Wave_1729",-0.968566444030343
"Wave_1730",-0.95000419306623
"Wave_1731",-0.937049148236181
"Wave_1732",-0.924094134621682
"Wave_1733",-0.909563874454096
"Wave_1734",-0.877620898310888
"Wave_1735",-0.839790542555105
"Wave_1736",-0.801960212740928
"Wave_1737",-0.762048945800764
"Wave_1738",-0.736616479361051
"Wave_1739",-0.711184039620862
"Wave_1740",-0.678982859518969
"Wave_1741",-0.622383420629979
"Wave_1742",-0.567568325317355
"Wave_1743",-0.512753254080042
"Wave_1744",-0.437142479143318
"Wave_1745",-0.348227003894259
"Wave_1746",-0.259311601570342
"Wave_1747",-0.171328702709371
"Wave_1748",-0.0977953030317879
"Wave_1749",-0.0333455676614333
"Wave_1750",0.0311042576244772
"Wave_1751",0.0699674228667235
"Wave_1752",0.0954137406476145
"Wave_1753",0.123902494939274
"Wave_1754",0.152391241290792
"Wave_1755",0.21411485694344
"Wave_1756",0.264189442707307
"Wave_1757",0.314263985671468
"Wave_1758",0.354841500469807
"Wave_1759",0.399503009034897
"Wave_1760",0.452020083846529
"Wave_1761",0.504537217104056
"Wave_1762",0.580724690802652
"Wave_1763",0.670789741334418
"Wave_1764",0.760854768445344
"Wave_1765",0.842714377456254
"Wave_1766",0.908308337533328
"Wave_1767",0.975822765986238
"Wave_1768",1.04333711632772
"Wave_1769",1.08359566954707
"Wave_1770",1.12767103437946
"Wave_1771",1.17174642326773
"Wave_1772",1.2180232174061
"Wave_1773",1.26353736647537
"Wave_1774",1.29469952674852
"Wave_1775",1.32586172370468
"Wave_1776",1.29160689844388
"Wave_1777",1.2447413606451
"Wave_1778",1.19958973681791
"Wave_1779",1.16199812268311
"Wave_1780",1.15576038257634
"Wave_1781",1.15212153507525
"Wave_1782",1.14848261383136
"Wave_1783",1.13135501173626
"Wave_1784",1.11590022154912
"Wave_1785",1.10311161929931
"Wave_1786",1.09018447924362
"Wave_1787",1.0804671302162
"Wave_1788",1.08857597061299
"Wave_1789",1.09668486635955
"Wave_1790",1.08432474061441
"Wave_1791",1.04794582920428
"Wave_1792",1.00712150012781
"Wave_1793",0.965598017296939
"Wave_1794",0.921363955834362
"Wave_1795",0.909362465455997
"Wave_1796",0.897360976792766
"Wave_1797",0.902687534866906
"Wave_1798",0.915373599158077
"Wave_1799",0.921413925874638
"Wave_1800",0.927454359295432
"Wave_1801",0.897365646784432
"Wave_1802",0.887841933451991
"Wave_1803",0.878318256020693
"Wave_1804",0.885067446354487
"Wave_1805",0.90185656115982
"Wave_1806",0.912412654538886
"Wave_1807",0.922968692139357
"Wave_1808",0.874067517036191
"Wave_1809",0.828418218662822
"Wave_1810",0.783130283910303
"Wave_1811",0.761212986343696
"Wave_1812",0.77301604968832
"Wave_1813",0.782815567390171
"Wave_1814",0.792614953852464
"Wave_1815",0.799469598923133
"Wave_1816",0.790034479936679
"Wave_1817",0.776608603165363
"Wave_1818",0.765725802778271
"Wave_1819",0.760412957845676
"Wave_1820",0.759195546810342
"Wave_1821",0.757978130925536
"Wave_1822",0.756804375636606
"Wave_1823",0.757823388813085
"Wave_1824",0.759389382564011
"Wave_1825",0.763423272704447
"Wave_1826",0.765534913008074
"Wave_1827",0.745149619475525
"Wave_1828",0.724764258757395
"Wave_1829",0.738436656539876
"Wave_1830",0.717681293874443
"Wave_1831",0.680549415927123
"Wave_1832",0.650556869493877
"Wave_1833",0.635076910082347
"Wave_1834",0.634811076199698
"Wave_1835",0.634545176370817
"Wave_1836",0.677544911876567
"Wave_1837",0.689449537208489
"Wave_1838",0.677419205533083
"Wave_1839",0.667003995090671
"Wave_1840",0.656773166273453
"Wave_1841",0.626398993388554
"Wave_1842",0.59602483785903
"Wave_1843",0.671890908159802
"Wave_1844",0.716701793841696
"Wave_1845",0.732939601363696
"Wave_1846",0.751835448204072
"Wave_1847",0.770277263320911
"Wave_1848",0.748748790757816
"Wave_1849",0.727220303029727
"Wave_1850",0.793790750430226
"Wave_1851",0.822368802654841
"Wave_1852",0.803165581841766
"Wave_1853",0.832465534298115
"Wave_1854",0.934520463563061
"Wave_1855",0.957240045593296
"Wave_1856",0.979959648664279
"Wave_1857",0.999626787890415
"Wave_1858",0.973968395549229
"Wave_1859",0.9029841850916
"Wave_1860",0.89454210099246
"Wave_1861",0.948641932572108
"Wave_1862",0.90695694949686
"Wave_1863",0.865271927167307
"Wave_1864",0.960948760934181
"Wave_1865",0.992607023454252
"Wave_1866",0.928237065967723
"Wave_1867",0.966441475350669
"Wave_1868",1.10722017658945
"Wave_1869",1.17326363406431
"Wave_1870",1.23974972024657
"Wave_1871",1.3849555256985
"Wave_1872",1.49473686394027
"Wave_1873",1.55138151874677
"Wave_1874",1.58094152492815
"Wave_1875",1.59244510302739
"Wave_1876",1.57911222862979
"Wave_1877",1.55602894994414
"Wave_1878",1.47002800985845
"Wave_1879",1.39612024324484
"Wave_1880",1.34035219770098
"Wave_1881",1.25207912324465
"Wave_1882",1.14213619447368
"Wave_1883",1.09977237117683
"Wave_1884",1.04446488751001
"Wave_1885",0.907347311580841
"Wave_1886",0.814234429004757
"Wave_1887",0.787128546416947
"Wave_1888",0.64206925166678
"Wave_1889",0.446458515894354
"Wave_1890",0.383250434828212
"Wave_1891",0.307592264390023
"Wave_1892",0.123288026663916
"Wave_1893",0.00530767373160249
"Wave_1894",-0.0131868488432975
"Wave_1895",-0.181905536712173
"Wave_1896",-0.388180269601129
"Wave_1897",-0.460522219931517
"Wave_1898",-0.478102583454784
"Wave_1899",-0.402629216333643
"Wave_1900",-0.186144605454663
"Wave_1901",0.247093829334452
"Wave_1902",0.727464630652884
"Wave_1903",1.03342540055131
"Wave_1904",0.898965677371962
"Wave_1905",0.714310329912366
"Wave_1906",0.62888906252151
"Wave_1907",0.510994872154231
"Wave_1908",0.368443423301571
"Wave_1909",0.288906543106156
"Wave_1910",0.197151977326812
"Wave_1911",0.120727343552603
"Wave_1912",0.0728160882905829
"Wave_1913",-0.0243047400425942
"Wave_1914",-0.0822297248152793
"Wave_1915",-0.127218662920495
"Wave_1916",-0.177862408938721
"Wave_1917",-0.188640486216815
"Wave_1918",-0.256254695093575
"Wave_1919",-0.315608686671587
"Wave_1920",-0.350487652014682
"Wave_1921",-0.398215349414992
"Wave_1922",-0.437564665711839
"Wave_1923",-0.456036540107882
"Wave_1924",-0.469151707234864
"Wave_1925",-0.482019412609882
"Wave_1926",-0.517540342804717
"Wave_1927",-0.549921540433788
"Wave_1928",-0.580512714998602
"Wave_1929",-0.627257108924824
"Wave_1930",-0.655154908378392
"Wave_1931",-0.660418189716731
"Wave_1932",-0.664058071013152
"Wave_1933",-0.650922317818243
"Wave_1934",-0.641767020488744
"Wave_1935",-0.634059286969069
"Wave_1936",-0.640517968906927
"Wave_1937",-0.659540847891667
"Wave_1938",-0.671735058490549
"Wave_1939",-0.683515076009748
"Wave_1940",-0.696898708381228
"Wave_1941",-0.691239862806856
"Wave_1942",-0.677693928648989
"Wave_1943",-0.660944283419936
"Wave_1944",-0.63877434223418
"Wave_1945",-0.627696163634886
"Wave_1946",-0.622630715432438
"Wave_1947",-0.633974698122306
"Wave_1948",-0.647917844390521
"Wave_1949",-0.646725386761884
"Wave_1950",-0.649131947106184
"Wave_1951",-0.647570824127125
"Wave_1952",-0.634355697657054
"Wave_1953",-0.625357275741352
"Wave_1954",-0.627565818251825
"Wave_1955",-0.599753661049779
"Wave_1956",-0.567775725378633
"Wave_1957",-0.523984114468501
"Wave_1958",-0.505395589436422
"Wave_1959",-0.481106102537581
"Wave_1960",-0.470096156864013
"Wave_1961",-0.476807412226695
"Wave_1962",-0.487430337743838
"Wave_1963",-0.474122306839303
"Wave_1964",-0.460814274589103
"Wave_1965",-0.457318812251691
"Wave_1966",-0.468068506052928
"Wave_1967",-0.469790226555687
"Wave_1968",-0.462280596228334
"Wave_1969",-0.456618382130718
"Wave_1970",-0.447934275655659
"Wave_1971",-0.432780464914403
"Wave_1972",-0.418174030820777
"Wave_1973",-0.402559529929314
"Wave_1974",-0.378043372365452
"Wave_1975",-0.354798032051147
"Wave_1976",-0.347241458625588
"Wave_1977",-0.34328937969731
"Wave_1978",-0.333537287306892
"Wave_1979",-0.34819818439466
"Wave_1980",-0.362501745585389
"Wave_1981",-0.361150861339409
"Wave_1982",-0.350316599091716
"Wave_1983",-0.330354441620914
"Wave_1984",-0.295902471380182
"Wave_1985",-0.261450496547008
"Wave_1986",-0.246899365157643
"Wave_1987",-0.252458516521995
"Wave_1988",-0.25141897428742
"Wave_1989",-0.241169354219986
"Wave_1990",-0.233571233171325
"Wave_1991",-0.234901322702467
"Wave_1992",-0.24029827616481
"Wave_1993",-0.244858958445801
"Wave_1994",-0.235031593340829
"Wave_1995",-0.218342481445081
"Wave_1996",-0.202171044111452
"Wave_1997",-0.198464180303154
"Wave_1998",-0.196084741673181
"Wave_1999",-0.185097440074512
"Wave_2000",-0.183558450667995
"Wave_2001",-0.189752719145731
"Wave_2002",-0.187812230109044
"Wave_2003",-0.174652172177854
"Wave_2004",-0.149978027057972
"Wave_2005",-0.145335089954801
"Wave_2006",-0.141912655126459
"Wave_2007",-0.150157540633809
"Wave_2008",-0.159085246104011
"Wave_2009",-0.158292974532891
"Wave_2010",-0.15485607698954
"Wave_2011",-0.152205328162842
"Wave_2012",-0.15433434775329
"Wave_2013",-0.15185715928092
"Wave_2014",-0.158716793712731
"Wave_2015",-0.139383491947894
"Wave_2016",-0.108055482890014
"Wave_2017",-0.0688488952201749
"Wave_2018",-0.0705249871851847
"Wave_2019",-0.0740042519782129
"Wave_2020",-0.087700172370102
"Wave_2021",-0.0973881309754995
"Wave_2022",-0.106406005815604
"Wave_2023",-0.121403310933399
"Wave_2024",-0.136400616489925
"Wave_2025",-0.12226861401018
"Wave_2026",-0.101433955738019
"Wave_2027",-0.0880219049834994
"Wave_2028",-0.115645606058517
"Wave_2029",-0.149198389773756
"Wave_2030",-0.185092687760518
"Wave_2031",-0.202605309398593
"Wave_2032",-0.218099720491668
"Wave_2033",-0.239679294483937
"Wave_2034",-0.267326597338877
"Wave_2035",-0.286229371090118
"Wave_2036",-0.258786774883536
"Wave_2037",-0.231344173360886
"Wave_2038",-0.200161948302164
"Wave_2039",-0.171839501427949
"Wave_2040",-0.168223454452517
"Wave_2041",-0.216297947627574
"Wave_2042",-0.264372418629096
"Wave_2043",-0.288973245471201
"Wave_2044",-0.322417478479652
"Wave_2045",-0.359738857182606
"Wave_2046",-0.354767040982813
"Wave_2047",-0.344090768746348
"Wave_2048",-0.346590780556476
"Wave_2049",-0.358712244395556
"Wave_2050",-0.370413477387753
"Wave_2051",-0.398781933830931
"Wave_2052",-0.43501385009854
"Wave_2053",-0.44863551187797
"Wave_2054",-0.41207705476404
"Wave_2055",-0.378933380708819
"Wave_2056",-0.37136278368897
"Wave_2057",-0.360352057609652
"Wave_2058",-0.333779571284852
"Wave_2059",-0.312753187960392
"Wave_2060",-0.291726793306456
"Wave_2061",-0.247927031198019
"Wave_2062",-0.189416469890862
"Wave_2063",-0.133623344998812
"Wave_2064",-0.0663913814331079
"Wave_2065",0.000840596616663858
"Wave_2066",0.0453062745939131
"Wave_2067",0.0888934141252924
"Wave_2068",0.148841227759349
"Wave_2069",0.219672966077963
"Wave_2070",0.287472437911004
"Wave_2071",0.343314511611786
"Wave_2072",0.414944946282876
"Wave_2073",0.492726367433842
"Wave_2074",0.599394962297446
"Wave_2075",0.707134373929156
"Wave_2076",0.791458103275538
"Wave_2077",0.831378819991242
"Wave_2078",0.869372142510705
"Wave_2079",0.91117882951027
"Wave_2080",0.958275615829526
"Wave_2081",0.992463712120419
"Wave_2082",1.04079086586877
"Wave_2083",1.0976172285952
"Wave_2084",1.19705989478793
"Wave_2085",1.28198419556147
"Wave_2086",1.32708222229466
"Wave_2087",1.34962403817239
"Wave_2088",1.37216597039755
"Wave_2089",1.46996436358351
"Wave_2090",1.5593711809454
"Wave_2091",1.61214218263958
"Wave_2092",1.63875056421164
"Wave_2093",1.66535896237367
"Wave_2094",1.71166772403671
"Wave_2095",1.75887300735027
"Wave_2096",1.7944053793168
"Wave_2097",1.80463178175209
"Wave_2098",1.81485820693502
"Wave_2099",1.85984690796738
"Wave_2100",1.90684993519911
"Wave_2101",1.9521333878172
"Wave_2102",1.96617559310396
"Wave_2103",1.98021781008136
"Wave_2104",1.98103358532773
"Wave_2105",1.9790221783675
"Wave_2106",1.95246579803264
"Wave_2107",1.96921625441488
"Wave_2108",1.98596671753858
"Wave_2109",2.07040087785465
"Wave_2110",2.11238967285047
"Wave_2111",2.13021457110522
"Wave_2112",2.13450915342626
"Wave_2113",2.13880369737569
"Wave_2114",2.14153775339448
"Wave_2115",2.14615228795956
"Wave_2116",2.17781315062712
"Wave_2117",2.17089348624463
"Wave_2118",2.16397379812713
"Wave_2119",2.10858412016179
"Wave_2120",2.08165106451655
"Wave_2121",2.05226646360982
"Wave_2122",2.02565052453097
"Wave_2123",1.99903466788333
"Wave_2124",1.98448936313363
"Wave_2125",1.95660052907978
"Wave_2126",1.92276484893852
"Wave_2127",1.92557149048296
"Wave_2128",1.92837809804538
"Wave_2129",1.87100251775661
"Wave_2130",1.78865767223209
"Wave_2131",1.7293493656569
"Wave_2132",1.70976351354107
"Wave_2133",1.69017765383822
"Wave_2134",1.60169760377986
"Wave_2135",1.50738794579811
"Wave_2136",1.41516314933184
"Wave_2137",1.29802689042759
"Wave_2138",1.18089065368859
"Wave_2139",1.07254287238359
"Wave_2140",0.960646674804504
"Wave_2141",0.845863339976653
"Wave_2142",0.785288501694964
"Wave_2143",0.724713594226797
"Wave_2144",0.6700602823481
"Wave_2145",0.590540540287608
"Wave_2146",0.503282548628545
"Wave_2147",0.373679554196214
"Wave_2148",0.244076535997225
"Wave_2149",0.0902087094695307
"Wave_2150",-0.0412770489173546
"Wave_2151",-0.161852482291751
"Wave_2152",-0.272776695361742
"Wave_2153",-0.382114654602674
"Wave_2154",-0.516639023645804
"Wave_2155",-0.661029129283664
"Wave_2156",-0.784796708155769
"Wave_2157",-0.897371734770578
"Wave_2158",-1.01704745976857
"Wave_2159",-1.12382447725585
"Wave_2160",-1.22206744431038
"Wave_2161",-1.33039725774154
"Wave_2162",-1.44641039257202
"Wave_2163",-1.54760009431259
"Wave_2164",-1.65971018515123
"Wave_2165",-1.77182025732666
"Wave_2166",-1.8860890901308
"Wave_2167",-1.98546406901678
"Wave_2168",-2.09043028789449
"Wave_2169",-2.1882625241579
"Wave_2170",-2.28609476882235
"Wave_2171",-2.3459502182698
"Wave_2172",-2.38222917898448
"Wave_2173",-2.40436879430575
"Wave_2174",-2.47817333380218
"Wave_2175",-2.55197780599674
"Wave_2176",-2.6389752833139
"Wave_2177",-2.69723294912085
"Wave_2178",-2.71791556988113
"Wave_2179",-2.66066400120046
"Wave_2180",-2.60341246404721
"Wave_2181",-2.59906898643832
"Wave_2182",-2.60907022266521
"Wave_2183",-2.62225645384025
"Wave_2184",-2.60566722391587
"Wave_2185",-2.58169760014378
"Wave_2186",-2.59847195619547
"Wave_2187",-2.61524649531858
"Wave_2188",-2.60236930953722
"Wave_2189",-2.56142467537802
"Wave_2190",-2.524638242626
"Wave_2191",-2.5420548641302
"Wave_2192",-2.55947147487608
"Wave_2193",-2.55282545224768
"Wave_2194",-2.53889712094093
"Wave_2195",-2.50923544706862
"Wave_2196",-2.445670011383
"Wave_2197",-2.38210470604752
"Wave_2198",-2.33958584151183
"Wave_2199",-2.28455027835129
"Wave_2200",-2.22326659326954
"Wave_2201",-2.19403826732503
"Wave_2202",-2.16815639288185
"Wave_2203",-2.12691647048791
"Wave_2204",-2.08567666464393
"Wave_2205",-2.05531395728234
"Wave_2206",-2.03439654399764
"Wave_2207",-2.02507329130007
"Wave_2208",-2.03539615520711
"Wave_2209",-2.04571899438436
"Wave_2210",-2.06674156703114
"Wave_2211",-2.08958420632068
"Wave_2212",-2.08799813701516
"Wave_2213",-2.06576825883682
"Wave_2214",-2.04458568140457
